S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
18,2009,BMW MINI,98913,WMWML33549TP97122,WORLDWIDE MOTORS,5600,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,D & C MOTORZ INC,6100,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,
,,,,,NORTHWEST MOTORCARS LLC,6000,"21375 Nw Cherry Ln, Hillsboro, OR 97124","(503) 680-7446
",,,,,,,,
,,,,,DESERT IMPORT/EXPORT AUTO SALES,4700,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,,,,,
,,,,,FUIZA MOTORS LLC,4900,"8200 S State St Midvale, UT 84047",(801) 878-9200,,,,,,,,
,,,,,D & C MOTORZ INC,6100,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,,,,,
19,2007,DODGE CHARGER 4X2 V6,117182,2B3KA43G27H607790,,,,,ANAHEIM AUTO FINANCE,6400,"1200 S Anaheim Blvd Anaheim, CA 92805",(714) 535-8000,,,,
20,2013,CADILLAC XTS AWD PREMIUM,38725,2G61T5S30D9112618,,,,,STG AUTO GROUP,25000,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
21,2007,HONDA CIVIC,124130,2HGFG11867H574335,,,,,BENJAMINS AUTO SALES,4600,"520 N Harbor Blvd Santa Ana, CA 92703",(714) 554-9928,,,,
22,2013,BMW X3 28I XDRIVE 28I XDRIVE,28750,5UXWX9C59D0D05909,KS MOTOR GROUP LLC,26400,"43268 Christy St Fremont, CA 94538",510-979-9967,CARS88.COM,28750,"910 E Whittier Blvd La Habra, CA 90631",(562) 690-8898,,,,
,,,,,APEX AUTONET INC,28500,"400 W Valley Blvd Alhambra, CA 91803",(626) 570-1188,,,,,,,,
,,,,,OTOMOTO GROUP INC,26650,"346 Paseo Tesoro Walnut, CA 91789",(909) 555-5555,,,,,,,,
,,,,,CARS88.COM,28750,"910 E Whittier Blvd La Habra, CA 90631",(562) 690-8898,,,,,,,,
23,2007,HONDA ACCORD 4C LX SE,88760,JHMCM56357C003810,,,,,MAGIC AUTO CENTER OF RESEDA,7200,"6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
24,2012,VOLKSWAGEN PASSAT 5C SE,64280,1VWBP7A32CC076647,WORLDWIDE MOTORS,9050,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,CROWN CITY MOTORS INC,9500,"2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,,,,
,,,,,CROWN CITY MOTORS INC,9500,"2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,,,,,,,,
25,2007,MAZDA MIATA MX-5,59900,JM1NC25F470132971,METRO AUTO,6700,"623 W Chapman Ave Orange, CA 92868",(714) 740-7244,CARMAX # 7195,8200,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,DESERT IMPORT/EXPORT AUTO SALES,7000,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,,,,,
,,,,,DESERT AUTO DEALER,7500,"74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300,,,,,,,,
,,,,,CAR 1234 INC,7300,"982 Broadway El Cajon, CA 92021",(619) 647-4841,,,,,,,,
26,2014,VOLKSWAGEN JETTA SE W/CONNE,28320,3VWD17AJXEM358111,DEL VALLE AUTO SALES,11400,"739 S Imperial Ave Calexico, CA 92231",(760) 357-0043,DEL VALLE AUTO SALES,11400,"739 S Imperial Ave Calexico, CA 92231",(760) 357-0043,,,,
27,2010,HONDA CIVIC EX,37938,19XFA1F89AE042797,WORLDWIDE MOTORS,8400,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,PREMIER AUTO SALES,10900,"11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
28,2013,VOLKSWAGEN BEETLE 5C 2.5L,14532,3VWJP7AT3DM674287,CERTIFIED IMPORT AUTO,11250,"620 S Atlantic Blvd Los Angeles, CA 90022",(323) 780-8000,STG AUTO GROUP,11500,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,NORTHWEST MOTORCARS LLC,10500,"21375 Nw Cherry Ln, Hillsboro, OR 97124","(503) 680-7446
",,,,,,,,
29,2011,BMW 328I 328I,71740,WBAPH5C52BA446317,EMPEROR MOTORS LLC,11400,"43054 Christy St Fremont, CA 94538",(510) 353-0888,DRIVETIME,11500,"3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
30,2011,FORD ESCAPE FWD V6 XLT,24572,1FMCU0DG2BKB98057,DAVID WILSONS VILLA FORD,11750,"2550 N Tustin St Orange, CA 92865",(714) 602-1180,CARMAX # 7195,13750,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
31,2013,VOLKSWAGEN JETTA 4C S,31503,3VW2K7AJ3DM277776,,,,,STG AUTO GROUP,8500,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
32,2013,BMW 335I 335I,46828,WBA3A9G58DNP36075,,,,,STG AUTO GROUP,27250,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
33,2009,BMW X5 3.0 SI 30I,83189,5UXFE43549L268070,D & C MOTORZ INC,16000,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,D & C MOTORZ INC,16000,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,
34,2011,HONDA PILOT FWD EX-L,90956,5FNYF3H55BB032398,,,,,PUENTE HILLS SUBARU,16000,"17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
35,2012,VOLKSWAGEN PASSAT 5C S,47660,1VWAP7A38CC037248,WORLDWIDE MOTORS,8700,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,STG AUTO GROUP,9000,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
,,,,,IMPULSE AUTOMOTIVE GROUP,8600,"2050 W Chapman Ave Ste 272 Orange, CA 92868",(657) 224-9435,,,,,,,,
36,2013,DODGE DART RALLYE,42734,1C3CDFBA0DD285568,,,,,STG AUTO GROUP,10200,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
37,2012,VOLKSWAGEN GOLF 4C TDI,17708,WVWMM7AJXCW142038,BILL LUKE FIAT,11750,"7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,TDI MOTORS,13750,"13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549,,,,
,,,,,TDI MOTORS,13750,"13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549,,,,,,,,
38,2013,BMW COOPER,36571,WMWSU3C56DT547409,,,,,STG AUTO GROUP,12900,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
39,2010,BMW 528IA 528I AUTO,72314,WBANU5C5XAC128922,WORLDWIDE MOTORS,12250,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,PREMIER AUTO SALES,12750,"11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
40,2015,MAZDA MAZDA6 I SPORT,16453,JM1GJ1U60F1171978,,,,,STG AUTO GROUP,15900,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
41,2013,AUDI Q7 PRESTIGE,37456,WA1WMAFE9DD012874,BOISE VOLKSWAGEN AUDI,40500,not applicable,(877) 649-7974,BOISE VOLKSWAGEN AUDI,40500,not applicable,(877) 649-7974,,,,
,,,,,D & C MOTORZ INC,36500,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038,,,,,,,,
42,2014,BMW MINI,23076,WMWZB3C5XEWR37949,NORTHWEST MOTORCARS LLC,15250,"21375 Nw Cherry Ln, Hillsboro, OR 97124","(503) 680-7446
",MONZA CAR,15700,"14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
43,2011,MERCEDES ML350W2 3.5L,97322,4JGBB5GB5BA650975,,,,,DELUXE AUTO DEALER LLC,14000,"8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,
44,2011,BMW 528IA 528I,71107,WBAFR1C57BC742133,,,,,VW FINANCIAL AUTOMOTIVE GROUP,19300,NA,NA,,,,
45,2013,BMW X1 28I SDRIVE,25446,WBAVM1C52DVW42734,WORLDWIDE MOTORS,18750,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,,,,,
46,2013,BMW 328I 328I,22093,WBA3C1C50DF436638,,,,,SOUTHERN FINANCIAL,19500,NA,NA,,,,
47,2013,BMW X6 35I 35I,35321,5UXFG2C5XDL786319,DEFINITIVE MOTORS,36750,"203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
48,2013,BMW 328I 328I LUX,30719,WBA3C1G52DNN93751,,,,,CERTIFIED BENZ & BEEMER,21750,"6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071,,,,
49,2013,AUDI Q7 PREMIUM +,45228,WA1LMAFE5DD007996,DEFINITIVE MOTORS,34500,"203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,STG AUTO GROUP,35000,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
50,2013,BMW M SPORT M-SPORT,40496,WBAFR9C59DDX80717,FREEMAN MOTOR COMPANY INC,31750,not applicable,not applicable,CERTIFIED BENZ & BEEMER,33000,"6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071,,,,
51,2013,BMW 640I M-SPORT,34249,WBA6A0C51DDZ04336,,,,,HIGH BID TRADING CO INC,44250,"24 Hubbard Way Coto De Caza, CA 92679",(949) 888-8119,,,,
52,2014,BMW X5 50I 50IX MSPT,17853,5UXKR6C58E0C02828,U F O MOTORSPORTS LLC,57500,"2648 E South St Long Beach, CA 90805",(562) 633-5911,U F O MOTORSPORTS LLC,57500,"2648 E South St Long Beach, CA 90805",(562) 633-5911,,,,
,,,,,DEFINITIVE MOTORS,57250,"203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
,,,,,PERILLO BMW INC,56750,"1035 N Clark St Chicago, IL 60610",(312) 981-0000,,,,,,,,
53,2007,BMW X5 4.8L,99327,4USFE835X7LZ37099,ZONEMOTORS COM INC,13750,NA,NA,ZONEMOTORS COM INC,13750,NA,NA,,,,
54,2009,JAGUAR XF PREM LUX PREM LUX,120073,SAJWA06B29HR43832,BALLERS,10200,"700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,10200,"700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
55,2013,TOYOTA HIGHLNDR 4X4 V6 LIMITED,24182,5TDDK3EH6DS264077,THE IMPORT WAREHOUSE,27500,"235 Broadway Denver, CO 80203 Southwest, Baker",(303) 629-0966,CARMAX # 7195,28500,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
56,2013,AUDI Q5 V6 PREMIUM +,48663,WA1DGAFP5DA037322,BOISE VOLKSWAGEN AUDI,29750,not applicable,(877) 649-7974,STADIUM AUTO INC,30500,"2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
,,,,,STADIUM AUTO INC,30500,"2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
,,,,,THE IMPORT WAREHOUSE,30250,"235 Broadway Denver, CO 80203 Southwest, Baker",(303) 629-0966,,,,,,,,
57,2011,BMW X5 35D 35D,98921,5UXZW0C52BL662532,,,,,ARLETA AUTO CENTER LLC,18500,"14001 Van Nuys Blvd Arleta, CA 91331",(818) 890-7557,,,,
58,2007,LEXUS ES 350,100309,JTHBJ46G872092876,,,,,FANS AUTOMOTIVE,7200,NA,NA,,,,
59,2014,NISSAN ARMADA 4X4 PLATINUM,17648,5N1AA0NC0EN606361,MOSSY NISSAN EL CAJON,38000,"1170 W Main St El Cajon, CA 92020",(888) 752-8040,MOSSY NISSAN EL CAJON,38000,"1170 W Main St El Cajon, CA 92020",(888) 752-8040,,,,
,,,,,DEFINITIVE MOTORS,36750,"203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,,,,
60,2002,JEEP WRANGLER 6C X,90399,1J4FA39S42P718362,SELECT JEEPS INC,9500,"615 Hwy 3 S League City, TX 77573",(281) 338-1989,SELECT JEEPS INC,9500,"615 Hwy 3 S League City, TX 77573",(281) 338-1989,,,,
61,2008,AUDI A3 FWD 4C,98367,WAUNF78P58A030919,FUIZA MOTORS LLC,6400,"8200 S State St Midvale, UT 84047",(801) 878-9200,FUIZA MOTORS LLC,6400,"8200 S State St Midvale, UT 84047",(801) 878-9200,,,,
62,2008,VOLKSWAGEN BEETLE SE,15330,3VWRG31Y28M402584,ARIA ENTERPRISE INC,6300,"4001 Firestone Blvd,  South Gate, CA 90280",(323) 566-6000,ARIA ENTERPRISE INC,6300,"4001 Firestone Blvd,  South Gate, CA 90280",(323) 566-6000,,,,
63,2006,CHRYSLER 300 4X2 V8 C,64676,2C3LA63HX6H278914,AUTO OUTLET,6600,"6000 Vineland Ave North Hollywood, CA 91606",(818) 763-7700,AZLUXURY AUTO LLC,7200,22047 N 23 Ave PhoenixMaricopaAZ85027-1932,(623) 869 6944,,,,
,,,,,MARTINEZ USED CARS INC,6800,"314 Lander Ave Turlock, CA 95380",(209) 634-4496,,,,,,,,
,,,,,AZLUXURY AUTO LLC,7200,22047 N 23 Ave PhoenixMaricopaAZ85027-1932,(623) 869 6944,,,,,,,,
64,2005,CHRYSLER CROSSFIRE LIMITED,95887,1C3AN65LX5X053352,,,,,CAR EXPO,4000,"7913 Firestone Blvd Downey, CA 90241",(562) 861-0001,,,,
65,2005,NISSAN FRONTIER 4X2 CR LE,134942,1N6AD07U75C456243,EMPIRE MOTORS,8300,"236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,EMPIRE MOTORS,8300,"236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,
66,2009,JEEP PATRIOT FWD 4C SPORT,73547,1J4FT28A99D170142,,,,,CARMAX # 7195,6200,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
67,2006,NISSAN ALTIMA 4C 2.5 S,80195,1N4AL11D56C186280,DESERT IMPORT/EXPORT AUTO SALES,2700,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,PLEASANT AUTO CENTER,2700,"1364 W Holt Blvd Ontario, CA 91762",(909) 635-7000,,,,
68,2010,VOLKSWAGEN PASSAT KOMFORT,98130,WVWJM7AN9AE071231,WORLDWIDE MOTORS,5200,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,WORLDWIDE MOTORS,5200,"9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,
69,2008,FORD ESCAPE FWD 4C XLT,107142,1FMCU03Z98KA13241,EMPIRE MOTORS,5100,"236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,EMPIRE MOTORS,5100,"236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,
70,2003,LANDROVER DISCOVERY S,121512,SALTL16443A818987,DESERT IMPORT/EXPORT AUTO SALES,1800,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,DESERT IMPORT/EXPORT AUTO SALES,1800,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,
,,,,,ARIA ENTERPRISE INC,1500,"4001 Firestone Blvd,  South Gate, CA 90280",(323) 566-6000,,,,,,,,
71,2006,VOLKSWAGEN JETTA 5C 2.5,115771,3VWRG71K76M690182,,,,,J J WHOLESALE,2600,"5909 Whittier BlvdLos Angeles, CA 90022",(323) 346-0254,,,,
72,2005,HONDA CIVIC,149831,JHMES966X5S014790,,,,,ALEGRIA EXPORT AUTO SALES,2700,"44663 Sierra Hwy Lancaster, CA 93534
",(661) 948-5873,,,,
73,2000,LEXUS RX300,137683,JT6GF10U7Y0059538,,,,,JPJ AUTO INC,2600,"2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,
74,2000,BMW 323I,137698,WBAAM3341YKC70461,,,,,ECONO AUTOMOTIVE CENTER INC,2200,"2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541,,,,
75,1991,TOYOTA 4 RUNNER 4X4 SR5,233345,JT3VN39W4M8016116,,,,,WWRA,500,"10870 Lovett Rd Baton Rouge, LA 70818",(225) 261-2837,,,,
76,2000,NISSAN XTERRA 4X2 V6 SE,183882,5N1ED28T9YC500989,,,,,WWRA,1950,"10870 Lovett Rd Baton Rouge, LA 70818",(225) 261-2837,,,,
77,2001,TOYOTA CAMRY SOLARA 4C SE,247108,2T1CG22P91C535544,,,,,CALI AUTO SALES,800,"15751 Brookhurst St # 234 Westminster, CA 92683",(714) 210-2712,,,,
78,2008,TOYOTA 4RUNNER 4X2 V8 LIMITED,229907,JTEZT17R78K001005,,,,,,,,,OC CARS AND CREDIT,6000,"3187 Red Hill Ave Unit 225 Costa Mesa, CA 92626",(949) 231-7980
79,2006,FORD 350 SRW 4X4 CR LARIAT,230844,1FTWW31P76EC61367,AUTO PAWN SAN DIEGO,7250,"8939 Troy St Spring Valley, CA 91977",(619) 464-2131,AUTO PAWN SAN DIEGO,7250,"8939 Troy St Spring Valley, CA 91977",(619) 464-2131,,,,
80,2012,TOYOTA CAMRY 4C LE,19111,4T4BF1FK2CR245158,,,,,CARMAX # 7195,13000,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
81,2008,HONDA RIDGELIN 4X4 CR RT,221679,2HJYK162X8H519989,JESSES USED CARS,7200,"10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,JESSES USED CARS,7200,"10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
82,2006,JEEP COMANDER 4X2 V8,65087,1J8HH48N76C314313,,,,,AUTO ACTION,8000,"5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
83,2014,CHEVROLET 1500 SLV 4X2 DB LT,9002,1GCRCREC0EZ370454,,,,,AUTO DEPOT,27300,"15836 Valley Blvd Fontana, CA 92335",(909) 355-7223,,,,
84,2011,RAM 3500 4X4 CR,150753,3D73Y3CL2BG553234,,,,,USA MOTORS AND USED,18800,"1974, Placentia Ave Costa Mesa, CA 92627",949-650-7013,,,,
85,2003,AUDI ALLROAD,107095,WA1YD64B93N051231,PORTLAND CAR COMPANY,1300,NA,NA,,,,,,,,
86,2012,CHEVROLET SONIC LT,59154,1G1JC6SH2C4158394,STREAMLINE AUTOMOTIVE,6800,"1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,CARMAX # 7195,7000,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,ATLAS AUTOMOTIVE,6900,"4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
87,2009,MINI COOPER S,102689,WMWMF73599TW87567,ACTIVE AUTO SALES,6000,"200 Nellen Ave Corte Madera, CA 94925",(415) 945-9293,ACTIVE AUTO SALES,6000,"200 Nellen Ave Corte Madera, CA 94925",(415) 945-9293,,,,
88,2012,FORD FIESTA FWD SE,31888,3FADP4BJ7CM170857,,,,,CARMAX # 7195,7700,"9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
89,2013,TOYOTA COROLLA LE,26321,5YFBU4EE5DP080321,AUTONATION DIRECT,12500,"200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,AUTONATION DIRECT,12500,"200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,
90,2013,TOYOTA CAMRY 4C SE,28314,4T1BF1FK3DU223858,LITHIA SUBARU OF FRESNO,14000,"5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,LITHIA SUBARU OF FRESNO,14000,"5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,
91,2007,CADILLAC ESCALADE AWD,79954,1GYFK63867R271914,BALLERS,23500,"700 S La Brea Inglewood, CA 90301",(424) 732-8504,GULLIVER,24250,"18482 MacArthur Blvd Irvine, CA 92612",(949) 833-8411,,,,
92,2012,TOYOTA CAMRY 4C SE,69152,4T1BF1FK6CU115622,,,,,PREMIER AUTO SALES,13000,"11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
93,2010,BMW MINI S,59768,WMWMF7C51ATZ70145,BALLERS,8900,"700 S La Brea Inglewood, CA 90301",(424) 732-8504,AUSSIE AUTO INC,9400,11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,
,,,,,LARRY H. MILLER FLEET,7300,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
,,,,,AUTOMOTIVE IMPORTS,9300,NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
,,,,,AUSSIE AUTO INC,9400,11459 Ventura Blvd STUDIO CITY CALIFORNIA,1 818-980-2400,,,,,,,,
94,2004,TOYOTA RAV4 FWD,229353,JTEGD20V340017600,,,,,JPJ AUTO INC,1750,"2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,
95,2006,TOYOTA 4RUNNER 4X2 V6 SR5,214058,JTEZU14RX60067767,,,,,GAVINO AUTO SALES,4400,"923 W Florence Ave Los Angeles, CA 90044",(323) 753-0383,,,,
96,2005,TOYOTA TACOMA 4X2 EX,98213,5TETX22N25Z130429,,,,,GAVINO AUTO SALES,4900,"923 W Florence Ave Los Angeles, CA 90044",(323) 753-0383,,,,
97,2002,CHEVROLET TRAILBLZ 4X4 LTZ,180537,1GNDT13S922243137,,,,,ORV ENTERPRISES,1700,"24 Villa Milano Lake Elsinore, CA 92532",Not mentioned,,,,
98,2002,LEXUS LS 430,183895,JTHBN30F920083252,AL SAMA MOTORS FZCO,6000,NOT APPLICABLE,NOT APPLICABLE,FANS AUTOMOTIVE,6900,NA,NA,,,,
99,2003,NISSAN ALTIMA V6 SE,171727,1N4BL11E43C224624,,,,,TEULITOS ENTERPRISES INC,1700,"1655 E 6th St Corona, CA 92879",Not applicable,,,,
100,2004,CHEVROLET CAVALIER,120876,1G1JC52FX47271972,,,,,BARBAS AUTO INC,400,"1655 E 6th St Corona, CA 92879",Not mentioned,,,,
101,2001,JAGUAR S-TYPE 4.0,82705,SAJDA01P21GL89938,,,,,JNB MOTORS INC,3100,"1211 W Valley Blvd Alhambra, CA 91803",(626) 308-0006,,,,
102,2006,VOLKSWAGEN BEETLE 5C,111480,3VWSG31C26M404824,,,,,KRY PROPERTIES LLC,2800,"153 Fort Lee Rd 2 Fl Teaneck, NJ 07666",(201) 836-6100,,,,
