S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
68,2013,INFINITI JX35 AWD,56210,5N1AL0MM9DC313900,INFINITI OF OXNARD,"$27,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$27,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$26,750","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,,,,,
69,2014,INFINITI Q50 4X2 V6,21788,JN1BV7AP2EM683532,PARK PLACE INFINITI,"$23,000","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,HOEHN INFINITI,"$23,250","5245 Car Country Dr Carlsbad, CA 92008",760) 431-3100,,,,
70,2012,INFINITI G37 4X2 JOURNEY,25735,JN1CV6EK9CM423235,CARSMITH MOTORS,"$22,500","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,CARSMITH MOTORS,"$22,500",,,,,,
,,,,,VALENCA INFINITI,"$22,250","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,,,,,,,,
71,2014,INFINITI Q60 4X2 JOURNEY,27388,JN1CV6EK7EM113474,PARK PLACE INFINITI,"$20,750","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,ORANGE COAST INFINITI,"$21,750","15550 Beach Blvd Westminster, CA 92683",(877) 908-8811,,,,
,,,,,NISSAN OF MARIN,"$21,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
72,2012,INFINITI G37 4X2 JOURNEY,33375,JN1CV6AP6CM931521,BROOKLYN PK AUTOMOTIVE INC,"$15,750","7885 Brooklyn Blvd Minneapolis, MN 55445",(763) 424-4400,NISSAN OF MARIN,"$17,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,
,,,,,NISSAN OF MARIN,"$17,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,PERRY INFINITI,"$16,250","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
73,2014,INFINITI QX80 4X2,30811,JN8AZ2NF7E9555313,LEIF JOHNSON FORD,"$46,500",NA,NA,ORANGE COAST INFINITI,"$48,500","15550 Beach Blvd Westminster, CA 92683",(877) 908-8811,,,,
,,,,,GOLDIES MOTORS,"$47,000","2950-1 E Broadway Rd Phoenix, AZ 85040",(602) 454-6400,,,,,,,,
74,2014,INFINITI Q50 4X2 V6 PREMIUM,19969,JN1BV7AP7EM674115,VALENCA INFINITI,"$25,500","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,VALENCA INFINITI,"$25,500","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,,,,
75,2013,INFINITI G37 4X2 JOURNEY,31100,JN1CV6AP6DM712611,DRIVERS WAY LLC,"$20,000","100 Driver's Way Pelham, AL 35124", (866) 828-1900,PERRY INFINITI,"$20,500","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,
,,,,,PERRY INFINITI,"$20,500","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
76,2013,INFINITI M37 4X2,27352,JN1BY1AP7DM511631,CREST NISSAN OF FRISCO,"$27,500","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,CREST NISSAN OF FRISCO,"$27,500","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,,,,
77,2013,INFINITI G37 4X2 JOURNEY,37383,JN1CV6APXDM710442,MN AUTO IMPORT & EXPORT,"$18,500",NA,NA,INFINITI OF VAN NUYS,"$22,250",,,,,,
,,,,,INFINITI OF OXNARD,"$22,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,,,,,
,,,,,CARSMITH MOTORS,"$21,000","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,"5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
78,2013,INFINITI JX35 AWD,46140,5N1AL0MM8DC314262,INFINITI OF OXNARD,"$27,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$27,500","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
79,2013,INFINITI G37 AWD X,18315,JN1CV6AR2DM350276,JERSEY AUTO,"$19,250","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,MOTOR WERKS OF BARRINTON INC,"$21,500","1475 S Barrington Rd Barrington, IL 60010",(847) 497-8669,,,,
,,,,,INFINITI OF RIVERSIDE,"$20,750","3040 Adams St Riverside, CA 92504",(951) 373-5200,,,,,,,,
,,,,,NISSAN OF MARIN,"$20,000","511 Francisco Blvd E San Rafael, CA 94901",(415) 755-9800,,,,,,,,
,,,,,CHUCK OLSON KIA,"$19,750","17001 Aurora Ave N Shoreline, WA 98133",(800) 599-8489,,,,,,,,
,,,,,CARSMITH MOTORS,"$21,000","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
80,2014,INFINITI Q50 4X2 V6,30496,JN1BV7APXEM672715,,,,,METRO INFINITI INC,"$23,000","821 E Central Ave Monrovia, CA 91016",(626) 303-1000,,,,
81,2013,INFINITI G37 4X2 JOURNEY,26978,JN1CV6AP5DM717671,INFINITI OF OXNARD,"$21,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$21,000","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
82,2014,INFINITI Q50 4X2 V6 PREMIUM,21511,JN1BV7AP6EM671819,AUTONATION INFINITI TUSTIN,"$21,500","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,AUTONATION INFINITI TUSTIN,"$21,500","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,
83,2013,INFINITI G37 4X2 JOURNEY,32317,JN1CV6EK4DM920730,MOSSY NISSAN ESCONDIDO,"$22,750","1546 Auto Park Way Escondido, CA 92029",(866) 286-0088,INFINITI OF VAN NUYS,"$23,500","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
84,2013,INFINITI JX35 FWD,34199,5N1AL0MN0DC331579,SEWELL INFINITI,"$27,250","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,ORANGE COAST INFINITI,"$27,750","15550 Beach Blvd Westminster, CA 92683",(877) 908-8811,,,,
85,2013,INFINITI G37 4X2 BASE,28151,JN1CV6FE0DM772620,,,,,CARMAX # 7129,"$27,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
86,2014,INFINITI Q50 4X2 V6,23946,JN1BV7AP5EM682892,PARK PLACE INFINITI,"$21,500","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,AUTONATION INFINITI TUSTIN,"$22,000",,,,,,
,,,,,AUTONATION INFINITI TUSTIN,"$22,000","33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,"33 Auto Center Dr Tustin, CA 92782",(714) 627-5556,,,,
87,2012,INFINITI G37 4X2 JOURNEY,37375,JN1CV6EK1CM423360,PARK PLACE INFINITI,"$20,500","5555 W Sahara Ave Las Vegas, NV 89146",(702) 252-8100,METRO INFINITI INC,"$23,000","821 E Central Ave Monrovia, CA 91016",(626) 303-1000,,,,
,,,,,CARSMITH MOTORS,"$22,750","48995 Milmont Dr Fremont, CA 94538",(510) 770-9790,,,,,,,,
88,2014,INFINITI Q50 4X2 V6 SPORT,34119,JN1BV7AP5EM673240,VALENCA INFINITI,"$28,000","24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,VALENCA INFINITI,"$28,000",,,,,,
,,,,,BROOKLYN PK AUTOMOTIVE INC,"$24,750","7885 Brooklyn Blvd Minneapolis, MN 55445",(763) 424-4400,,,,,,,,
,,,,,CREST NISSAN OF FRISCO,"$27,750","6600 State Hwy 121 Frisco, TX 75034",(855) 978-7941,,,"24055 Magic Mountain Pkwy Valencia, CA 91355",(888) 838-3806,,,,
89,2012,INFINITI G37 4X2 JOURNEY,4716,JN1CV6AP4CM936572,CHUCK OLSON KIA,"$20,000","17001 Aurora Ave N Shoreline, WA 98133",(800) 599-8489,INFINITI OF PEORIA,"$21,500",,,,,,
90,2012,INFINITI G37 4X2 JOURNEY,36365,JN1CV6APXCM626006,,,,,ORANGE COAST INFINITI,"$20,750","15550 Beach Blvd Westminster, CA 92683",(877) 908-8811,,,,
91,2013,INFINITI JX35 FWD,39042,5N1AL0MNXDC310416,INFINITI OF OXNARD,"$28,750","1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,INFINITI OF OXNARD,"$28,750",,,,,,
,,,,,SEWELL INFINITI,"$28,500","5135 Bryant Irvin Road, Fort Worth, TX 76132",(817) 439-7990,,,,,,,,
,,,,,CERRITOS INFINITI INC,"$28,250","11011 East South Street Cerritos, CA 90703",(562) 219-2500,,,"1701 Auto Center Dr Oxnard, CA 93036",(805) 485-9998,,,,
92,2013,INFINITI G37 4X2 JOURNEY,26155,JN1CV6AP8DM724257,JERSEY AUTO,"$18,250","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,HOEHN INFINITI,"$19,750","5245 Car Country Dr Carlsbad, CA 92008",(760) 431-3100,,,,
,,,,,PERRY INFINITI,"$19,000","855 La Terraza Blvd Escondido, CA 92025",(760) 796-5500,,,,,,,,
93,2014,INFINITI Q50 AWD V6,21244,JN1BV7AR7EM699937,MOTOR WERKS OF BARRINGTON INC,"$25,750","1475 S Barrington Rd Barrington, IL 60010",(847) 497-8669,MOTOR WERKS OF BARRINGTON INC,"$25,750",,,,,,
,,,,,PLANET NISSAN,"$25,500","735 Showcase Dr S, San Bernardino, CA, 92408",(909) 885-3883,,,"1475 S Barrington Rd Barrington, IL 60010",(847) 497-8669,,,,
94,2012,INFINITI FX35 4X2,31337,JN8AS1MU7CM120901,PLANET NISSAN,"$27,250","735 Showcase Dr S, San Bernardino, CA, 92408",(909) 885-3883,INFINITI OF VAN NUYS,"$28,500","5455 Van Nuys Blvd Van Nuys, CA 91401",(866) 554-4870,,,,
,,,,,,,,,,,,,,,,
