S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
16,2004,TOYOTA SIENNA FWD LE,160887,5TDZA23C24S026169,,,,,,,,,BOTNET IMPORTS,"$3,500 ","12830 BURBANK BLVD NORTH HOLLYWOOD, CA 91607",1-800-280-0780
17,2002,BMW X5 3.0L 3.0I,148872,5UXFA53562LP43600,,,,,,,,,VIZA AUTO,"$1,900 ",N/A,N/A
18,2002,NISSAN PATHFIND 4X2 LE,99512,JN8DR09X62W667344,ONUR AUTO,"$1,000 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,,,,,G T AUTO EXPRESS,"$1,450 ","12321 Sampson Ave Ste N Riverside, CA 92503",(951) 808-3605
,,,,,WOODLAND HILLS QUALITY MOTORS,"$1,400 ","18746 Sherman Way Reseda, CA 91335",(818) 609-0433,,,,,,,,
19,1999,AUDI A6 2.8L QTRO,147370,WAUBA34B7XN129687,ADELANTO AUTO SALES,$300 ,"17856 Jonathan Street Adelanto, CA 92301",(760) 530-7154,,,,,ADELANTO AUTO SALES,$300 ,"17856 Jonathan Street Adelanto, CA 92301",(760) 530-7154
20,2006,PONTIAC GRAND PRIX V6,164908,2G2WP552261207469,,,,,,,,,ROCKET CAR COMPANY,"$1,000 ","15859 S Edna Pl Ste 107 Baldwin Park, CA 91706",(626) 253-7232
21,2002,BMW M3,165178,WBSBR93442EX24161,TRADERS IMPORTS,"$4,500 ","7693 Liberty Avenue Huntington Beach, CA 92647",714-390-6020,ADVANCED FLEET SERVICES,"$4,800 ","208 Greenfield Dr Ste I, El Cajon, CA 92020","(619) 588-8900
",,,,
22,2008,CHEVROLET HHR LS,138931,3GNCA13D38S667283,AUTO SERVICIO RAMIREZ SA DE CV,"$1,100 ",Not applicable,Not applicable,,,,,J J WHOLESALE,"$1,900 ","5909 Whittier BlvdLos Angeles, CA 90022",(323) 346-0254
,,,,,ADELANTO AUTO SALES,"$1,200 ","17856 Jonathan Street Adelanto, CA 92301",(760) 530-7154,,,,,,,,
,,,,,J J WHOLESALE,"$1,900 ","5909 Whittier BlvdLos Angeles, CA 90022",(323) 346-0254,,,,,,,,
23,2006,CHRYSLER 300 4X2 V6,170024,2C3LA43R16H264395,ADELANTO AUTO SALES,$600 ,"17856 Jonathan Street Adelanto, CA 92301",(760) 530-7154,,,,,ONUR AUTO,$700 ,"521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951
,,,,,ONUR AUTO,$700 ,"521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,,,,,,,,
24,2011,MERCEDES E350W 3.5L,56045,WDDHF5GB4BA442546,ICONIC MOTORS,"$19,250 ","2 California Ave,Pleasanton, CA 94566",(925) 484-4266,,,,,ICONIC MOTORS,"$19,250 ","2 California Ave,Pleasanton, CA 94566",(925) 484-4266
,,,,,MK ZONE,"$19,000 ",NA,NA,,,,,,,,
25,1993,TOYOTA COROLLA DX,204737,1NXAE09E8PZ073099,,,,,AUTO SERVICIO RAMIREZ SA DE CV,$350 ,Not applicable,Not applicable,,,,
26,1996,TOYOTA COROLLA,215260,1NXBB02E9TZ430999,,,,,AUTO SERVICIO RAMIREZ SA DE CV,$500 ,Not applicable,Not applicable,,,,
27,2001,BMW 325I I,193119,WBAAN37461NJ13128,,,,,JPJ AUTO INC,$800 ,"2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,
28,2003,SATURN ION,163799,1G8AZ52F53Z195614,,,,,EXCEPTIONAL AUTO SALES,$700 ,"2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
29,2002,FORD EXPLORER 4X2 V6 XLT,211879,1FMZU63E92UC48938,,,,,AUTO SERVICIO RAMIREZ SA DE CV,"$1,000 ",Not applicable,Not applicable,,,,
30,1999,FORD MUSTANG V6 CPE,184902,1FAFP4044XF202398,,,,,EXCEPTIONAL AUTO SALES,$700 ,"2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
31,2000,ACURA TL,175300,19UUA5663YA020886,U SAVE AUTO SALES INC,$800 ,"3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,U SAVE AUTO SALES INC,$800 ,"3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,,,,
,,,,,MPG AUTO SALES,$750 ,NA,NA,,,,,,,,
32,1999,HONDA CIVIC LX,198489,2HGEJ6679XH569592,,,,,EXCEPTIONAL AUTO SALES,$800 ,"2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
33,2000,MERCEDES E320W4,165178,WDBJF82J5YX041202,PRIME TIME AUTO,"$1,100 ","2540 Auburn Blvd Sacramento, CA 95821",(916) 482-1500,PRIME TIME AUTO,"$1,100 ","2540 Auburn Blvd Sacramento, CA 95821",(916) 482-1500,,,,
34,1998,HONDA CR-V FWD,138772,JHLRD2843WC000504,ONUR AUTO,"$2,300 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,EXCEPTIONAL AUTO SALES,"$2,500 ","2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
35,2002,TOYOTA PRIUS,159551,JT2BK12U320043932,,,,,GLOBAL AUTO GROUP,"$1,250 ","12507 Oxnard ST. Los Angeles, CA 91606",(818) 358-2757,,,,
36,2000,BMW 528I,166553,WBADM6347YGU06235,,,,,800CASH247,$900 ,Not applicable,Not applicable,,,,
37,1999,LEXUS GS400,205093,JT8BH68X0X0018335,,,,,SINCOST ENTERPRISE,"$1,500 ",Not applicable,Not applicable,,,,
38,2002,HONDA ACCORD 4C EX,195811,1HGCG32772A030051,,,,,CG WHOLESALE LLC,"$1,050 ",Not applicable,Not applicable,,,,
39,2002,HONDA CIVIC LX,145497,1HGEM22512L005869,,,,,WEST COAST MOTORS,$800 ,"6953 Lankershim Blvd North Hollywood, CA 91605",(818) 255-2229,,,,
40,2001,HONDA CR-V FWD LX,165186,JHLRD28491S008038,ONUR AUTO,"$1,300 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,ONUR AUTO,"$1,300 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,,,,
41,2003,HONDA ODYSSEY EX,158795,5FNRL18013B099023,,,,,ERICKS USED CARS,"$1,350 ","4200 S Vermont Avenue Los Angeles, CA 90037
",(323) 231-0670,,,,
42,1999,GMC TRUCK SUBURBAN,153110,3GKEC16R0XG501117,GORDONS'S AUTO SALES,$300 ,"15944 Valley Blvd Fontana, CA 92335",(909) 434-0650,,,,,,,,
43,2003,NISSAN ALTIMA 4C S,137202,1N4AL11D23C185468,,,,,A & A CARS,"$1,550 ","1760 Long Beach Blvd, Long Beach, CA 90813",844-327-5918,,,,
44,2002,HONDA ACCORD 4C LX,117394,1HGCG564X2A002840,GORDONS'S AUTO SALES,$400 ,"15944 Valley Blvd Fontana, CA 92335",(909) 434-0650,WEST COAST MOTORS,$900 ,"6953 Lankershim Blvd North Hollywood, CA 91605",(818) 255-2229,,,,
45,2000,MERCEDES ML320,159994,4JGAB54E8YA194876,,,,,WEST COAST MOTORS,"$1,500 ","6953 Lankershim Blvd North Hollywood, CA 91605",(818) 255-2229,,,,
46,1998,MERCEDES ML320,112291,4JGAB54E7WA013442,,,,,CERTIFIED AUTO SALES,"$1,700 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
47,2000,MERCEDES ML320,139981,4JGAB54E8YA153938,,,,,GORDONS'S AUTO SALES,"$1,200 ","15944 Valley Blvd Fontana, CA 92335",(909) 434-0650,,,,
48,1999,LEXUS GS300,187003,JT8BD68S4X0071653,,,,,SINCOST ENTERPRISE,"$2,000 ",Not applicable,Not applicable,,,,
49,2003,BMW 745LI,151760,WBAGN63453DR16989,CARS 2 GO,"$2,900 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,WEST COAST MOTORS,"$3,100 ","6953 Lankershim Blvd North Hollywood, CA 91605",(818) 255-2229,,,,
50,2005,NISSAN ALTIMA 4C 2.5 S,154227,1N4AL11D85C213776,,,,,J&G ENTERPRISES,"$2,300 ","114 S 9th Ave Ste A La Puente, CA 91746",(626) 961-4002,,,,
51,2002,DODGE GRAND CARAV FWD ES,98211,2B8GP54L32R602939,CARS 2 GO,$800 ,"633 9th Ave San Diego, CA 92101",(877) 488-4224,O C LEASING INC,"$2,000 ","195 Arovista Cir Brea, CA 92821-3830",714-529-3300,,,,
52,2005,PONTIAC GRAND PRIX V6 GT,118513,2G2WS542651157836,CARS 2 GO,"$1,800 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,AUTOS SIN LICENCIA O CREDITO,"$2,200 ","601 23Rd St, Contra Costa, Richmond, CA, 94804, United States",(510) 237-0007,,,,
,,,,,U SAVE AUTO SALES INC,"$1,900 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,,,,,,,,
53,2004,CHEVROLET TRAILBLZ 4X2 6C,128854,1GNDS13S842200169,BROTHERS AUTO SALES,"$1,600 ",Not applicable,Not applicable,O C LEASING INC,"$1,700 ","195 Arovista Cir Brea, CA 92821-3830",714-529-3300,,,,
54,2004,TOYOTA CAMRY 4C,144746,4T1BE32K74U859171,,,,,ADVANCE AUTO GROUP,"$4,100 ","2116 Troy Ave South El Monte, CA 91733",(626) 575-0252,,,,
55,2006,NISSAN SENTRA 1.8 S,89540,3N1CB51D16L569234,U SAVE AUTO SALES INC,"$2,600 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,AUTOS SIN LICENCIA O CREDITO,"$2,500 ","601 23Rd St, Contra Costa, Richmond, CA, 94804, United States",(510) 237-0007,,,,
56,2006,VOLKSWAGEN JETTA 5C VALUE ED,88024,3VWPG71K46M756937,AUTO WAY,"$2,800 ","41785 Enterprise Cir Ste C Temecula, CA 92590",(951) 296-1233,SOCAL WHOLESALE,"$2,900 ","5582 E La Palma Ave Anaheim, CA 92807","
(714) 693-0931",,,,
,,,,,CARS 2 GO,"$2,500 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,,,,
,,,,,U SAVE AUTO SALES INC,"$2,600 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,,,,,,,,
57,2003,TOYOTA CAMRY 4C LE,99944,4T1BE32K63U766057,,,,,HELLO AUTO SALE,"$3,700 ",Not applicable,Not applicable,,,,
58,2007,NISSAN VERSA 1.8 S,114395,3N1BC13E77L367040,,,,,CERTIFIED AUTO SALES,"$2,900 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
59,2005,TOYOTA HIGHLNDR FWD V6,235369,JTEDP21A450074069,,,,,GLOBAL MOTORS,"$4,700 ","1020 E Whittier Blvd La Habra, CA.  90631-3937",(562)691-4611,,,,
60,2007,MINI COOPER,115941,WMWMF33597TT55585,,,,,CERTIFIED AUTO SALES,"$3,000 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
61,2006,AUDI A4 FWD 4C 2.0T,132576,WAUAF78E66A237748,,,,,FOOTHILL AUTO SALES N LOAN,"$3,600 ","14674 Foothill Blvd, Fontana, CA 92335",(909) 346-0484,,,,
62,2007,MERCEDES C230WZ,237462,WDBRF52H77A947089,,,,,GLOBAL MOTORS,"$2,300 ","1020 E Whittier Blvd La Habra, CA.  90631-3937",(562)691-4611,,,,
63,2007,HONDA CIVIC,122491,1HGFA46597L000509,U SAVE AUTO SALES INC,"$3,600 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,CERTIFIED AUTO SALES,"$4,800 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
64,2008,MAZDA MAZDA3,102518,JM1BK32F581161679,U SAVE AUTO SALES INC,"$3,700 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,DOLLAR BILL AUTO SALES INC,"$4,500 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
65,2004,LEXUS ES 330,164762,JTHBA30G640016311,U SAVE AUTO SALES INC,"$2,700 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,AUTOHAUS,"$3,900 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
66,2005,BMW 325I,85328,WBAAZ33485KW75372,CROWN CITY MOTORS INC,"$4,300 ","2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,CROWN CITY MOTORS INC,"$4,300 ","2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,,,,
,,,,,CARS 2 GO,"$4,200 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,,,,
67,2005,BMW X5 3.0L,143288,5UXFA13535LY14863,,,,,NO CREDIT CHECK AUTO SALES INC,"$3,900 ","3909 Thornton Ave Fremont, CA 94536",(510) 793-9279,,,,
68,2005,CADILLAC SRX 4X2 V6 RWD,92855,1GYEE637850233614,BALOUT AUTO SALES,"$3,400 ","11605 Long Beach Blvd,Lynwood, CA 90262",(310) 635-2000,U SAVE AUTO SALES INC,"$4,300 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,,,,
,,,,,CARS 2 GO,"$4,200 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,,,,
,,,,,U SAVE AUTO SALES INC,"$4,300 ","3010 Fulton Ave Sacramento, CA 95821",(916) 488-1230,,,,,,,,
69,2004,TOYOTA HIGHLNDR FWD V6,239360,JTEDP21A440016347,,,,,GLOBAL MOTORS,"$5,000 ","1020 E Whittier Blvd La Habra, CA.  90631-3937",(562)691-4611,,,,
70,2003,NISSAN MURANO FWD SE,84421,JN8AZ08T33W118106,ASH AUTO GROUP LLC,"$3,100 ","7363 E Adobe Dr, Scottsdale, AZ 85255",877-468-7112,AUTOS SIN LICENCIA O CREDITO,"$4,700 ","601 23Rd St, Contra Costa, Richmond, CA, 94804, United States",(510) 237-0007,,,,
,,,,,CARS 2 GO,"$4,200 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,,,,
71,2007,TOYOTA MATRIX,124387,2T1KR32E87C637064,CARS 2 GO,"$2,600 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,METRO AUTO,"$3,200 ","623 W Chapman Ave Orange, CA 92868",(714) 740-7244,,,,
,,,,,METRO AUTO,"$3,200 ","623 W Chapman Ave Orange, CA 92868",(714) 740-7244,,,,,,,,
,,,,,AUTO WAY,"$3,100 ","41785 Enterprise Cir Ste C Temecula, CA 92590",(951) 296-1233,,,,,,,,
72,2004,BMW X3 3.0L,126211,WBXPA93464WA65491,,,,,CERTIFIED AUTO SALES,"$3,200 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
73,2006,MERCEDES C230WZ,113188,WDBRF52H66A904488,,,,,AUTOS SIN LICENCIA O CREDITO,"$4,100 ","601 23Rd St, Contra Costa, Richmond, CA, 94804, United States",(510) 237-0007,,,,
74,2006,BMW 330I,161858,WBAVB33576KS38155,,,,,JPJ AUTO INC,"$4,200 ","2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,
75,2003,LEXUS LS 430,188496,JTHBN30F930115795,,,,,,,,,SINCOST ENTERPRISE,"$4,000 ",Not applicable,Not applicable
76,2007,CADILLAC CTS,101415,1G6DM57T370101095,CARS 2 GO,"$4,300 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,AMERICA AUTO SALES/LEASING INC,"$4,400 ",5910 Firestone Blvd South Gate 90280 CA,5628066000,,,,
77,2009,VOLKSWAGEN JETTA 5C SE,95501,3VWRZ71K69M025661,,,,,GROSS BARGAINS,"$4,500 ","397 N Central Ave #G, Upland, CA 91786",(909) 732-8592,,,,
78,2009,HONDA CIVIC EX,92517,2HGFG12849H500235,,,,,A & A CARS,"$6,300 ","1760 Long Beach Blvd, Long Beach, CA 90813",844-327-5918,,,,
79,2007,TOYOTA MATRIX XR,72651,2T1KR32E57C648104,CARS 2 GO,"$5,900 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,DOLLAR BILL AUTO SALES INC,"$6,100 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
80,2009,TOYOTA SIENNA FWD,138131,5TDZK23C39S270028,CARS 2 GO,"$5,900 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,CERTIFIED AUTO SALES,"$5,900 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
81,2005,CHEVROLET 1500 SUB 4X2 V8 LS,91131,3GNEC16Z05G216434,CARS 2 GO,"$6,300 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,AMERICA AUTO SALES/LEASING INC,"$7,200 ",5910 Firestone Blvd South Gate 90280 CA,5628066000,,,,
,,,,,DON'S TIRE AND REPAIR,"$7,300 ","820 Gilman St Berkeley, CA 94710",(510) 526-0335,,,,,,,,
82,2012,NISSAN ALTIMA 4C 2.5,120460,,,,,,BROTHERS AUTO SALES,"$7,100 ",Not applicable,Not applicable,,,,
83,2009,SATURN OUTLOOK FWD XE,97080,5GZER13D19J218020,CARS 2 GO,"$7,100 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,CERTIFIED AUTO SALES,"$7,400 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
84,2006,BMW 325I,85576,WBAVB175X6NK31620,CROWN CITY MOTORS INC,"$6,500 ","2000 E Colorado Blvd Pasadena, CA 91107",(626) 248-7567,CERTIFIED AUTO SALES,"$7,400 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
,,,,,CAR MART,"$6,700 ","767 Baker St Costa Mesa, CA 92626",(949) 288-6898,,,,,,,,
,,,,,SOUTH BAY MOTORS,"$7,300 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,,,,,
85,2007,CHEVROLET 1500 SUB 4X2 V8 LT,186850,3GNFC16097G303970,,,,,CAMEX AUTO SALE,"$7,800 ",Not applicable,Not applicable,,,,
86,2008,BMW 328I,100410,WBAVC53568FZ82365,,,,,LA MESA AUTO SALES INC,"$7,600 ","2851 E Gage Ave Huntington Park, CA 90255-4353",(323) 581-0672,,,,
87,2006,LEXUS GS 300 4X2,134479,JTHBH96S865029478,,,,,SCHETTINO MOTORS,"$8,000 ","3235 Peck Road El Monte, CA 91731",(626) 542-3208,,,,
88,2005,BMW 645CI,100038,WBAEH73445B191906,,,,,CERTIFIED AUTO SALES,"$8,000 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
89,2007,DODGE CHARGER 4X2 V8 R/T,90440,2B3KA53H17H649723,,,,,CARS 2 GO,"$6,100 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,
90,2008,BMW 335I 335I,87234,WBAVB73598VH24753,,,,,NO CREDIT CHECK AUTO SALES INC,"$8,200 ","3909 Thornton Ave Fremont, CA 94536",(510) 793-9279,,,,
91,2013,HONDA FIT,35175,JHMGE8H38DC036146,,,,,,,,,CERTIFIED AUTO SALES,"$8,500 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537
92,2008,AUDI A4 AWD 4C 2.0T,43735,WAUDF48H68K016685,CARS 2 GO,"$8,600 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,CARS 2 GO,"$8,600 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,
,,,,,AUSTRA MOTORS,"$8,500 ","15626 Hawthorne Blvd Lawndale, CA 90260",(310) 973-0409,,,,,,,,
93,2008,BMW X3 3.0L 3.0SI,66822,WBXPC93418WJ11077,CERTIFIED AUTO LLC,"$7,600 ","1704 Western Ave, Las Vegas, NV 89102","(323) 842-6770
",CERTIFIED AUTO LLC,"$7,600 ","1704 Western Ave, Las Vegas, NV 89102","(323) 842-6770
",,,,
,,,,,CARS 2 GO,"$7,500 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,,,,
94,2011,BMW 328I 328I,81579,WBAPH5C57BA444126,CARS 2 GO,"$8,750 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,JUNCO MOTORS,"$9,400 ","10830 Garvey Ave El Monte, CA 91733",(626) 228-0014,,,,
95,2009,MERCEDES E350W,88214,WDBUF56X59B422735,CARS 2 GO,"$9,500 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,CAR LUX INC,"$10,100 ","843 S La Brea Ave Inglewood, CA 90301",(310) 412-9072,,,,
96,2013,TOYOTA CAMRY 4C SE,37527,4T1BF1FK5DU248325,WORLDWIDE MOTORS,"$12,000 ","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,JESSES USED CARS,"$12,800 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
97,2008,BMW X5 3.0 SI 3.0SI,87838,5UXFE43578L007689,STAR MOTORS,"$12,750 ","32955 Calle Perfecto,San Juan Capistrano, CA 92675",(949) 443-1970,,,,,STAR MOTORS,"$12,750 ","32955 Calle Perfecto,San Juan Capistrano, CA 92675",(949) 443-1970
,,,,,TRINITY MOTORSPORTS,"$12,500 ","1615 Kelly Rd Mount Holly, NC 28120",(704) 263-6077,,,,,,,,
98,2014,KIA OPTIMA EX,11147,5XXGN4A77EG282971,CARS 2 GO,"$11,250 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,CARS 2 GO,"$11,250 ","633 9th Ave San Diego, CA 92101",(877) 488-4224
99,2009,BMW 750I 750I,79802,WBAKA83519CY34640,AUSTRA MOTORS,"$18,750 ","15626 Hawthorne Blvd Lawndale, CA 90260",(310) 973-0409,CERTIFIED AUTO SALES,"$19,000 ","1201 E Foothill Blvd Upland, CA 91786",(909) 981-7537,,,,
100,2013,FORD MUSTANG V8 CPE GT,35367,1ZVBP8CF5D5213647,AUTO CARS/TRUCK,"$17,200 ","1100 W San Carlos St San Jose, CA 95126",(408) 286-7200,,,,,PANDA MOTORS INC,"$17,600 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900
101,2011,CHEVROLET CAMARO V8 2SS,15345,2G1FK3DJ2B9193195,CARS 2 GO,"$18,250 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,,,,,AMC AUTO SALES,"$18,500 ","38395 Mission Blvd, Fremont, CA 94536",+1 510-791-0900
102,2013,BMW 528IA 528I AUTO,58483,WBAXG5C53DDY32507,CARS 2 GO,"$20,500 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,SHICK AUTOMOTIVE INC,"$22,500 ","9459 Sepulveda Blvd North Hills, CA 91343",(818) 892-7000,,,,
,,,,,TRINITY MOTORSPORTS,"$22,250 ","1615 Kelly Rd Mount Holly, NC 28120",(704) 263-6077,,,,,,,,
103,2013,MERCEDES E350W 3.5L,21576,WDDHF5KB7DA746657,,,,,,,,,AMC AUTO SALES,"$21,500 ","38395 Mission Blvd, Fremont, CA 94536",+1 510-791-0900
104,2014,AUDI Q5 V6 PREMIUM +,13901,WA1CMAFPXEA014348,,,,,"LANDMARK MOTORS, INC.","$33,000 ","429 S Nevada Ave Colorado Springs CO 80903

",(719) 694-8283,,,,
105,2013,TOYOTA HIGHLNDR FWD V6 LIMITED,26011,5TDYK3EH6DS091274,,,,,PANDA MOTORS INC,"$24,750 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
106,2014,BMW X6 35I XDRIVE35I,3412,5UXFG2C55E0K41566,CARS 2 GO,"$39,000 ","633 9th Ave San Diego, CA 92101",(877) 488-4224,FREEMAN MOTOR COMPANY INC,"$41,250 ",not applicable,not applicable,,,,
,,,,,FREEMAN MOTOR COMPANY INC,"$41,250 ",not applicable,not applicable,,,,,,,,
