S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
90,2005,GMC SR 1500 4X2 EX SLE,39943,1GTEC19V55Z238916,,,,,EXECUTIVE ENTERPRISES AUTO WHOLESALE INC,"$13,800 ","2945 Verdino Circle Corona, CA 92883",951-277-8915,,,,
91,2008,CHEVROLET 1500 SUB 4X2 V8 LT W/1LT,105732,3GNFC16058G192173,SIERRA AUTO CENTER,"$14,750 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,,,,,
92,2006,CHEVROLET 1500 SLV 4X2 CR,99009,2GCEC13T761176257,CANYON AUTO SALES,"$12,400 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,DIRECT AUTO SALES,"$12,500 ","21515 Mission Blvd Hayward, CA 94541",(510) 886-1030,,,,
,,,,,DIRECT AUTO SALES,"$12,500 ","21515 Mission Blvd Hayward, CA 94541",(510) 886-1030,,,,,,,,
93,2005,FORD EXCURS 4X4 V8 LIMITED,97779,1FMSU43P05ED44771,CANYON AUTO SALES,"$26,500 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,CANYON AUTO SALES,"$26,500 ","3500 N 1st Ave Tucson, AZ 85719",(520) 293-3324,,,,
94,2007,SATURN OUTLOOK AWD XR,106526,5GZEV33707J153501,AUTO RESOURCES INC,"$7,700 ","200 West Main Street Merced, CA 95340",209-383-4990,AUTO RESOURCES INC,"$7,700 ","200 West Main Street Merced, CA 95340",209-383-4990,,,,
95,2006,FORD RANGER 4X4 EX XLT,113288,1FTZR45E16PA51094,THREE STAR AUTO SALES,"$8,750 ","1595 W Valley Blvd Colton, CA 92324",(909) 885-8888,ST MINA AUTO SALES,"$9,500 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499,,,,
96,2012,FORD FUSION FWD 4C SE,82573,3FAHP0HA6CR259632,PASO ROBLES FORD LINCOLN MERCURY,"$7,600 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
97,2008,PORSCHE CAYENNE V8 GTS,88234,WP1AD29P18LA74492,BALLERS,"$21,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
98,2008,TOYOTA TACOMA 4X4 DB,107652,3TMLU42N98M016823,,,,,MONARCH FORD,"$17,800 ","132 N D St Exeter, CA 93221",(559) 592-3800,,,,
99,2008,TOYOTA RAV4 4X4 4C,128632,JTMBD33V285132844,CALI MOTORS INC,"$7,900 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,CALI MOTORS INC,"$7,900 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,,,,
,,,,,STUNNING AUTO,"$7,000 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
100,2006,ACURA RSX TYPE-S,105844,JH4DC53006S012632,,,,,BOYKO MOTORS LLC,"$10,100 ","34603 16th Ave S Federal Way, WA 98003",(206) 407-7495,,,,
101,2003,CHEVROLET AVALANCH 4X2 CR,49861,3GNEC13T23G296543,PACIFIC MOTORCARS,"$9,500 ","16828 S Main St Gardena, CA 90248",(310) 515-1120,EXECUTIVE ENTERPRISES AUTO WHOLESALE INC,"$10,800 ","2945 Verdino Circle Corona, CA 92883",951-277-8915,,,,
102,2010,VOLKSWAGEN JETTA 4C,59800,3VWRL7AJXAM056800,TDI MOTORS,"$7,900 ","13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549,TDI MOTORS,"$7,900 ","13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549,,,,
,,,,,WEST COAST ROVERS,"$7,500 ","22552 Muirlands Blvd Lake Forest, CA, CA 92630",(949) 768-3777,,,,,,,,
,,,,,HURRICANE CAR LOT INC,"$7,100 ","185 W State St Hurricane, UT 84737",(435) 635-4707,,,,,,,,
103,2011,TOYOTA CAMRY 4C LE,76467,4T1BF3EK1BU746399,,,,,,,,,DREAMERS AUTO SALE,"$7,500 ","3808 Baldwin Blvd Corpus Christi, TX 78405",(361) 888-7792
104,2012,FORD FOCUS SE,82917,1FAHP3F22CL334256,DRIVETIME,"$7,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
105,2010,LEXUS RX 350 FWD,91634,JTJZK1BA7A2000271,TOWNSEND MOTORS AUTO SALES INC,"$16,000 ",Not applicable,Not applicable,,,,,ST MINA AUTO SALES,"$16,300 ","4963 Holt Blvd Montclair, CA 91763",(949) 290-4499
,,,,,AUTOWEST FINANCIAL CORPORATION,"$16,400 ","3140 De La Cruz Blvd Santa Clara, CA 95054",(408) 986-8699,,,,,,,,
106,2010,VOLKSWAGEN BEETLE,70381,3VWPG3AG2AM007213,,,,,PREMIER AUTO SALES,"$6,500 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
107,2011,TOYOTA CAMRY 4C LE,68007,4T1BF3EK9BU613874,,,,,NAMSTE & ASSOCIATES LLC,"$10,600 ","764 Cedarcrest Court Sarasota, FL 34232",(941) 378-3936,,,,
108,2006,BMW 3 SERIES M3,82755,WBSBR93456PK11575,LINK SALES AND LEASING INC,"$16,500 ",NA,NA,,,,,,,,
109,2013,LEXUS ES 350,30566,JTHBK1GG3D2046359,ORANGE COAST BUICK GMC CADILLAC,"$24,250 ","2600 Harbor Blvd Costa Mesa, CA 92626",(714) 444-5200,ORANGE COAST BUICK GMC CADILLAC,"$24,250 ","2600 Harbor Blvd Costa Mesa, CA 92626",(714) 444-5200,,,,
,,,,,LEXUS OF PLEASANTON,"$24,000 ","4345 Rosewood Drive Pleasanton, CA 94588 b/t Old Santa Rita Rd & Santa Rita Rd",(925) 918-6996,,,,,,,,
110,2014,BMW MINI S,19014,WMWZG3C58ETY33320,AUTO ONE,"$15,500 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,AUTO ONE,"$15,500 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,,,,
111,2012,VOLVO XC60 FWD 6C 3.2L,46372,YV4940DL8C2286329,AUTO ONE,"$187,000 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,AUTO ONE,"$187,000 ","1236 Soquel Ave Santa Cruz, CA 95062",(831) 427-2700,,,,
112,2011,VOLKSWAGEN JETTA 4C TDI,105759,3VWLL7AJ9BM125418,,,,,AUTO CENTER,"$6,900 ","316 El Camino Real Millbrae, CA 94030",(650) 692-5222,,,,
113,2014,FORD MUSTANG V6 CNV,48760,1ZVBP8EM0E5231910,SUN COAST AUTO SALES LLC,"$13,400 ","7921 Winter Gardens Blvd El Cajon, CA 92021",(619) 633-0774,SUN COAST AUTO SALES LLC,"$13,400 ","7921 Winter Gardens Blvd El Cajon, CA 92021",(619) 633-0774,,,,
114,2008,JAGUAR XK,83995,SAJWA44B385B23224,AUTONIQUE,"$17,500 ","1111 S Coast Hwy Oceanside, CA 92054",(760) 433-6666,AUTONIQUE,"$17,500 ","1111 S Coast Hwy Oceanside, CA 92054",(760) 433-6666,,,,
,,,,,NORTHWEST AUTO BUYERS,"$17,250 ","2851 Redwood Rd, West Valley City, UT 84119,",+1 866-735-5669,,,,,,,,
115,2007,CHEVROLET 1500 SLV 4X2 EX 1LT,104870,1GCEC19TX7Z110401,DRIVETIME,"$10,750 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
116,2008,BMW MINI,60100,WMWMF33578TT61533,LINK SALES AND LEASING INC,"$7,000 ",NA,NA,MONZA CAR,"$7,250 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
,,,,,PENEGON MISSION VIEJO INC,"$6,500 ","1455 Auto Mall Dr,  Santa Ana, CA 92705",(949) 365-8750,,,,,,,,
,,,,,STREAMLINE AUTO,"$6,750 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,,,,,,,,
117,2011,FORD F150 4X2 EX XL,111823,1FTEX1CM3BKD04274,,,,,ADVANCE AUTO SALES,"$7,800 ","6726 Reseda Blvd Unit A9 Reseda, CA 91335",(818) 264-3688,,,,
118,2009,ACURA TL FWD V6,88107,19UUA86599A014813,NORTHWEST AUTO BUYERS,"$13,250 ","2851 Redwood Rd, West Valley City, UT 84119,",+1 866-735-5669,AUTO FACIAL CLUB,"$13,600 ",NA,NA,,,,
,,,,,AUTO RESOURCES INC,"$13,500 ","200 West Main Street Merced, CA 95340",209-383-4990,,,,,,,,
119,2011,CHEVROLET 2500 SLV 4X4 EX LT,75065,1GC2KXC82BZ121897,PASO ROBLES FORD LINCOLN MERCURY,"$27,500 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
120,2009,SCION XB,100728,JTLKE50E191069424,STUNNING AUTO,"$5,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
,,,,,NORTHWEST AUTO BUYERS,"$6,100 ","2851 Redwood Rd, West Valley City, UT 84119,",+1 866-735-5669,,,,,,,,
121,2008,TOYOTA PRIUS,137218,JTDKB20UX87799581,,,,,,,,,BELLAMORE ENTERPRISE CORP,"$6,000 ",NA,NA
122,2007,TOYOTA FJ CRUISER 4X4,120430,JTEBU11F170026649,,,,,CARMAX # 7195,"$12,200 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
123,2003,FORD EXPEDIT 4X2 V8 XLT,101650,1FMPU15L23LC31914,,,,,SAMMYS ENTERPRISE/SALE,"$4,000 ","520 N Brookhurst St Ste 134, Anaheim, CA 92801",(714) 615-3678,,,,
124,2006,FORD F150 4X2 CR LARIAT,88368,1FTPW12516KC31773,,,,,MNM AUTO ,"$11,500 ","18356 Valley Blvd Bloomington, CA 92316",(909) 874-2886,,,,
125,2007,NISSAN FRONTIER 4X4 CR LE,106001,1N6AD09W67C435787,AUTO RESOURCES INC,"$12,500 ","200 West Main Street Merced, CA 95340",209-383-4990,AUTO RESOURCES INC,"$12,500 ","200 West Main Street Merced, CA 95340",209-383-4990,,,,
126,2008,BMW 335I SA 335I,125061,WBAVB77578NH80099,PRESTIGE AUTOS,"$8,500 ","2683 Wardlow Rd Corona, CA 92882",(951) 403-6500,BALLERS,"$8,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
,,,,,BALLERS,"$8,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
127,2003,TOYOTA RAV4 FWD,114206,JTEGH20V030106611,,,,,AUTOHAUS,"$4,250 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
