S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
30,2014,FORD EXPEDIT 4X2 LIMITED,34873,1FMJU1K59EEF46082,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$29,600 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,THE MOTOR CAR GROUP INC,"$29,700 ","765 E Sycamore St Anaheim, CA 92805",(714) 780-0056,,,,
31,2013,FORD FIESTA SE,47350,3FADP4BJ8DM165362,,,,,NATIONAL AUTO PLAZA,"$6,000 ","10790 S State St Sandy, UT 84070",(888) 766-4099,,,,
32,2013,FORD  SE,48323,3FADP4BJ1DM226101,2017 ECARS,"$5,800 ",NA,NA,THE MOTOR CAR GROUP INC,"$5,900 ","765 E Sycamore St Anaheim, CA 92805",(714) 780-0056,,,,
33,2012,FORD FOCUS ELECTRIC,31654,1FAHP3R4XCL411565,LA AUTO HAUS,"$7,500 ","11640 Ventura Bl, Studio City, CA 91604",(818) 853-7843,PANDA MOTORS INC,"$8,400 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
34,2015,TOYOTA COROLLA LE,15640,5YFBURHE9FP231320,,,,,PIERCEY SCION,"$13,000 ","950 Thompson St.  Milpitas, CA 95035",888-658-5591,,,,
35,2015,CHEVROLET 2500 SLV 4X4 CR LT,23247,1GC1KVE88FF584034,,,,,THE MOTOR CAR GROUP INC,"$38,000 ","765 E Sycamore St Anaheim, CA 92805",(714) 780-0056,,,,
36,2015,TOYOTA CAMRY 4C SE,14019,4T1BF1FK1FU007669,,,,,PIERCEY SCION,"$16,000 ","950 Thompson St.  Milpitas, CA 95035",888-658-5591,,,,
37,2012,FORD F150 4X4 CR XLT,41612,1FTFW1EF7CFB73771,PASO ROBLES FORD LINCOLN MERCURY,"$24,700 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,PASO ROBLES FORD LINCOLN MERCURY,"$24,700 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
,,,,,PORTERVILLE FORD,"$24,600 ","701 N Main St Porterville, CA 93257",(559) 784-6000,,,,,,,,
38,2014,FORD FUSION FWD 4C TITANIUM,12289,3FA6P0K99ER234510,,,,,CARMAX # 7136,"$17,300 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
39,2014,FORD FIESTA SE,20491,3FADP4BJ6EM177124,,,,,PAUL BLANCO'S GOOD CAR COMPANY FRESNO INC,"$8,200 ","4880 N Blackstone Ave Fresno, CA 93726",(559) 225-1100,,,,
40,2014,FORD FUSION FWD 4C SE,24527,3FA6P0H78ER247741,,,,,NATIONAL AUTO PLAZA,"$12,000 ","10790 S State St Sandy, UT 84070",(888) 766-4099,,,,
41,2014,FORD FUSION ENERGI TITANIUM,38608,3FA6P0SU1ER227717,ANAHEIM PREOWNED CARS,"$19,200 ","2223 E. Katella Ave Ste B Anaheim, CA 92806",(714) 400-5274,SOCAL MOTORS,"$19,300 ","5391 Holt Blvd Montclair, CA 91763",(909) 625-2800,,,,
42,2014,FORD MUSTANG V8 CPE GT,13986,1ZVBP8CF2E5278392,EQUITY AUTO CENTER LLC,"$20,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$20,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,OMEARA FORD CENTER INC,"$19,900 ","400 W. 104th Ave Northglenn, CO 80234",(303) 254-5250,,,,,,,,
43,2015,MERCEDES S550V S550,18573,WDDUG8CB5FA116201,,,,,SPEED MERCHANT INC,"$71,000 ","345 Lincoln Ave San Jose, CA 95126",(408) 295-0930,,,,
44,2008,HONDA CR-V FWD EX-L,83601,JHLRE387X8C043706,DRIVETIME,"$9,600 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CARMAX # 7136,"$10,800 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,HENRY CURTIS FORD,"$10,400 ","1120 Auto Center Dr Petaluma, CA 94952",(707) 769-2300,,,,,,,,
45,2014,FORD FOCUS S,44663,1FADP3E21EL111631,EQUITY AUTO CENTER LLC,"$7,500 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$7,500 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$7,400 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
46,2013,FORD FIESTA SE,22459,3FADP4EJ8DM186000,EQUITY AUTO CENTER LLC,"$5,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$5,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
47,2013,FORD FUSION FWD 4C SE,31038,3FA6P0HR6DR242246,PREMIER HYUNDAI OF OAKLAND,"$12,600 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,ATLAS AUTOMOTIVE,"$13,600 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
,,,,,BETTER ALL AUTO SALES INC,"$12,700 ","1101 N 16th Ave Ste 120 Yakima, WA 98902",(509) 452-2597,,,,,,,,
,,,,,ATLAS AUTOMOTIVE,"$13,600 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
48,2013,FORD FLEX FWD LIMITED,46442,2FMGK5D85DBD28553,,,,,THE MOTOR CAR GROUP INC,"$20,300 ","765 E Sycamore St Anaheim, CA 92805",(714) 780-0056,,,,
49,2002,CHEVROLET 3500 CB/CH 4X2 CB/CH,242669,1GBJC34U52E274752,,,,,D AUTO MAN,"$1,400 ","17933 Valley Blvd, Bloomington, CA 92316",(909) 341-5206,,,,
50,2012,FORD E350 WAGON V8 XLT,103755,1FBSS3BL6CDA38071,,,,,KARPLUS WAREHOUSE INC,"$10,000 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896,,,,
51,2010,MERCEDES C300W,42831,WDDGF5EB7AF456103,2017 ECARS,"$15,300 ",NA,NA,2017 ECARS,"$15,300 ",NA,NA,,,,
,,,,,BALLERS,"$15,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
52,2012,FORD FUSION FWD 4C SEL,29444,3FAHP0JA7CR439034,PREMIER HYUNDAI OF OAKLAND,"$11,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$11,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
53,2015,FORD ESCAPE FWD 4C SE,16593,1FMCU0GX0FUA79218,FORD OF KIRKLAND,"$16,300 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,FORD OF KIRKLAND,"$16,300 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,,,,
54,2014,FORD FUSION FWD 4C SE,2570,3FA6P0LU7ER298922,,,,,CARMAX # 7136,"$18,100 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
55,2014,FORD FUSION FWD 4C SE,3983,3FA6P0HD0ER227649,,,,,PANDA MOTORS INC,"$13,500 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
56,2014,FORD FOCUS SE,5740,1FADP3K26EL259732,2017 ECARS,"$11,200 ",NA,NA,2017 ECARS,"$11,200 ",NA,NA,,,,
57,2015,TOYOTA COROLLA LE,16630,5YFBURHE0FP232601,LA AUTO CONNECTION.COM INC,"$13,700 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,EXXEL AUTO,"$13,800 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
58,2013,LAND ROVER RANGE R SPT HSE,15451,SALSF2D44DA768573,HORNBURG JAGUAR SANTA MONICA,"$40,400 ","3020 Santa Monica Blvd, Santa Monica, California 90404",(800) 811-0783,CERTIFIED BENZ & BEEMER,"$42,400 ","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071,,,,
,,,,,FREEMAN MOTOR COMPANY INC,"$40,100 ",not applicable,not applicable,,,,,,,,
59,2015,DODGE JOURNEY FWD 4C SXT,15514,3C4PDCBB0FT583250,,,,,NATIONAL AUTO PLAZA,"$14,900 ","10790 S State St Sandy, UT 84070",(888) 766-4099,,,,
60,2015,VOLVO S60 FWD 4C T5-E PREMR,11209,YV126MFK4F1347867,,,,,EXCEL AUTO,"$22,000 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
61,2014,RAM 2500 4X4 CR BIG HORN,60702,3C6UR5DLXEG225254,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$31,400 ",N/A,N/A,,,,
62,2014,FORD ESCAPE FWD 4C S,23534,1FMCU0F75EUC08392,EQUITY AUTO CENTER LLC,"$12,600 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$12,600 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
63,2014,FORD FOCUS SE,34269,1FADP3F28EL210378,EQUITY AUTO CENTER LLC,"$9,400 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,WALNUT CREEK AUTO SALE,"$9,500 ","181 Mayhew Way Ste B Walnut Creek, CA 94598",(925) 391-7920,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$9,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
,,,,,WALNUT CREEK AUTO SALE,"$9,500 ","181 Mayhew Way Ste B Walnut Creek, CA 94598",(925) 391-7920,,,,,,,,
64,2013,FORD F150 4X4 CR XLT,19524,1FTFW1EF9DKF97509,PASO ROBLES FORD LINCOLN MERCURY,"$25,900 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,COLUMBINE FORD,"$26,000 ","2728 Railroad Ave Rifle, CO 81650","(970) 625-1680
",,,,
65,2014,FORD FUSION FWD 4C TITANIUM,41603,3FA6P0K96ER196525,BILL LUKE FIAT,"$14,500 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,LEXUS OF CONCORD,"$14,900 ","2101 Market St Concord, CA 94520",(925) 682-3033,,,,
,,,,,FORD OF KIRKLAND,"$14,800 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,,,,,,,,
