S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
68,2014,HONDA CIVIC LX,20184,19XFB2E53EE004949,,,,,,,,,SOCAL MOTORS,"$11,500 ","5391 Holt Blvd Montclair, CA 91763",(909) 625-2800
69,2005,CHEVROLET EQUINOX AWD LT,114919,2CNDL73F256032184,AUTO WORLD SALES AND LEASING,"$3,800 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,XST MOTORSPORTS INC,"$4,100 ","7211 Haven Ave 321 Rancho Cucamonga, California 91701-6064",(909) 322-2460,,,,
70,2007,NISSAN SENTRA 2.0 S,119778,3N1AB61E87L617335,,,,,CONTINENTAL AUTOMOTIVE INC,"$4,600 ",NA,NA,,,,
71,2003,BMW 325I,148851,WBAEV33473KL86588,,,,,,,,,UNKNOWN ,"$1,100 ",NA,NA
72,2001,BMW 325I I,142054,WBAAN37401NJ11861,,,,,,,,,VIZA AUTO,"$1,700 ",N/A,N/A
73,2001,FORD TRUCK RANGER,236679,1FTZR15E01TA84327,,,,,,,,,MOUNTAIN MAGIC MOTORS,"$1,800 ","23804 Lake Dr Crestline, CA 92325",(909) 338-5544
74,2013,FORD FOCUS ST,41295,1FADP3L96DL277514,SOUTHWEST AUTO GROUP LLC,"$15,250 ","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,SOUTHWEST AUTO GROUP LLC,"$15,250 ","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,,,,
75,2014,DODGE DURANGO 4X2 V6,15562,1C4RDHAG4EC483682,I10 CHRYSLER JEEP DODGE,"$19,500 ","79370 Varner Rd Indio, CA 92203",(760) 345-1000,CARMAX # 7136,"$21,250 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
76,2014,HONDA ACCORD 4C SPORT,30889,1HGCR2F56EA289048,,,,,TIMOS AUTO SALES LLC,"$16,900 ","218 S Blosser Rd Santa Maria, CA 93458",(805) 739-5332,,,,
77,2014,NISSAN MAXIMA 3.5 S,37417,1N4AA5AP0EC481101,,,,,,,,,PANDA MOTORS INC,"$13,300 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900
78,2013,ACURA ILX HYBRID,46639,19VDE3F37DE302493,,,,,,,,,UNIQUE AUTOS,"$14,000 ","14061 Beach Blvd Westminster, CA 92683",(714) 894-0994
79,2009,CHEVROLET TAHOE 4X2 V8 LT W/1LT,109770,1GNFC23099R211366,,,,,SOCAL MOTORS,"$14,800 ","5391 Holt Blvd Montclair, CA 91763",(909) 625-2800,,,,
80,2014,TOYOTA PRIUS C 1,21564,JTDKDTB30E1559619,,,,,PANDA MOTORS INC,"$12,500 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
81,2012,NISSAN JUKE FWD SL,79309,JN8AF5MR3CT103994,,,,,,,,,CARR,"$9,800 ",N/A,N/A
82,2013,CHEVROLET MALIBU LS,33333,1G11B5SA5DF265655,,,,,,,,,PANDA MOTORS INC,"$9,700 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900
83,2013,KIA FORTE,42368,KNAFW6A31D5697673,,,,,PANDA MOTORS INC,"$10,300 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
84,2008,NISSAN ARMADA 4X2 LE,152389,5N1AA08D48N608476,,,,,,,,,NUESTRA GENTE AUTO CENTER,"$7,200 ","14343 Main St Hesperia, CA 92345",(760) 843-6640
85,2007,CHRYSLER 300,125362,2C3KA43R67H874693,,,,,AUTOSELL,"$2,800 ",Not applicable,Not applicable,,,,
86,2001,HONDA CIVIC GX,102187,1HGEN26421L000743,PRECISION INCORPORATED,"$3,000 ",N/A,N/A,PRECISION INCORPORATED,"$3,000 ",N/A,N/A,,,,
87,2004,MAZDA MAZDA3 I,247667,JM1BK12F041173043,,,,,,,,,DREAMERS AUTO SALES,$850 ,"3808 Baldwin Blvd Corpus Christi, TX 78405",(361) 888-7792
88,2004,MERCEDES C230WZ KOMPRESSOR,94392,WDBRF40J04A640696,AUTOKRAFT MOTORS,"$3,100 ","2901 S Highland Dr Ste 2-D, Las Vegas, NV 89109","(702) 500-0045
",,,,,LINOS AUTO SALES,"$3,700 ",NA,NA
,,,,,DESERT AUTO DEALER,"$3,600 ","74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300,,,,,,,,
89,1990,FORD F250 4X2 REG BASE,56817,2FTHF25HXLCB24625,,,,,,,,,WEST COAST MOTORS LLC,$500 ,"3011 N 73rd Ste 111 Scottsdale, AZ 85251",(602) 402-3987
90,1986,MERCEDES 420SEL,11624,WDBCA35D1GA269960,,,,,ARIZONA WHOLESALE MOTOR GROUP LLC,"$2,000 ",NA,NA,,,,
