S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
99,2014,FORD EXPLORER FWD V6 XLT,18487,1FM5K7D84EGB10553,BILL LUKE FIAT,"$2,500","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,CARMAX # 7129,"$26,000","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667
,,,,,AUTONATION DIRECT,"$25,750","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
100,2011,BMW 328XI 328I XDRIV,64988,WBAPK5C58BA661718,ORANGE COAST BUICK GMC CADILLAC,"$15,000","2600 Harbor Blvd Costa Mesa, CA 92626",(714) 444-5200,ORANGE COAST BUICK GMC CADILLAC,"$15,000","2600 Harbor Blvd Costa Mesa, CA 92626",(714) 444-5200,,,,
,,,,,AUTONATION DIRECT,"$14,750","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
,,,,,BELLEVUE NISSAN,"$14,500","14762 SE Eastgate Way Bellevue, WA 98007",(425) 289-1200,,,,,,,,
,,,,,CARDINALE GMC TRUCK,"$13,500","2 Heitzinger Plaza Seaside, CA 93955",(877) 957-1626,,,,,,,,
101,2011,BMW 328I 328I,38318,WBAPH5G56BNN59108,,,,,BLUE DIAMOND AUTO SALE,"$15,800","2130 Mitchell Rd Ceres, CA 95307",(209) 538-2886,,,,
102,2011,BMW 328I 328I,45285,WBAPH5G50BNM79772,JPJ AUTO INC,"$15,100","2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,,JPJ AUTO INC,"$15,100","2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377
103,2010,TOYOTA PRIUS IV,131336,JTDKN3DU3A0039675,WORLDWIDE MOTORS,"$8,600","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,L A AUTO EMPORIUM INC,"$8,700","8917 State St South Gate, CA 90280",(323) 249-5161,,,,
,,,,,L A AUTO EMPORIUM INC,"$8,700","8917 State St South Gate, CA 90280",(323) 249-5161,,,,,,,,
104,2007,MAZDA MAZDA3 S,155415,JM1BK324771683100,,,,,RILEYS AUTOS SALES,"$2,100","400 S Soto St Los Angeles, CA 90033",(323) 980-1004,,,,
105,2012,BMW 335IS CNV 335IS,49972,WBADX1C51CJ128138,,,,,,,,,CERTIFIED BENZ 7 BEEMER,"$28,000",,
106,2015,INFINITI Q50 4X2 V6,15243,JN1BV7AP4FM337189,,,,,,,,,PENTE HILLS SABARU,"$23,500",,
107,2012,MERCEDES C250C 1.8L,30578,WDDGJ4HB7CF800410,WORLDWIDE MOTORS,"$16,750","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,,RIVERSIDE PREMIER MOTORS,"$18,000","247 W La Cadena Dr Riverside, CA 92501",(951) 394-3552
108,2014,MERCEDES GL550 4MATIC GL550,31750,4JGDF7DE6EA301710,DEFINITIVE MOTORS,"$59,500","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080,,,,,DEFINITIVE MOTORS,"$59,500","203 116th Ave NE Bellevue, WA 98004",(425) 562-8080
,,,,,RAB MOTORS,"$59,000","540 FRANCISCO BLVD. WEST SAN RAFAEL, CA 94901",1-877-721-6075,,,,,,,,
109,2006,TOYOTA COROLLA LE,145466,1NXBR32E76Z691792,CLOVIS AUTO SALES.COM,"$3,800","3685 N Clovis Ave Fresno, CA 93727",(559) 322-8866,MARINAS AUTO WORLD,"$3,900",NA,NA,,,,
110,2012,INFINITI G37 4X2 JOURNEY,47553,JN1CV6AP4CM624493,WORLDWIDE MOTORS,"$14,750","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060,,,,,WORLDWIDE MOTORS,"$14,750","9560 Black Mountain Rd Ste B San Diego, CA 92126
",(858) 999-3060
111,2015,CHEVROLET SUBURBAN 4X2 LT,25564,1GNSCJKC0FR175728,COURTESY CHEVROLET CENTER,"$43,500","750 Camino Del Rio N San Diego, CA 92108",(619) 297-4340,,,,,COURTESY CHEVROLET CENTER,"$43,500","750 Camino Del Rio N San Diego, CA 92108",(619) 297-4340
112,2015,FORD F250 4X4 CR KING RANCH,14080,1FT7W2BT1FEC78305,,,,,,,,,LOTUS OF LAS VEGAS,"$45,000",NA,NA
113,2009,CADILLAC ESCAL ESV AWD,85486,1GYFK262X9R175948,LYNX CAR SALES LLC,"$23,000",NA,NA,,,,,LYNX CAR SALES LLC,"$23,000",NA,NA
