S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,RENO TAHOE AUTO GROUP,"$11,500 ",Not mentioned,775-329-0303,,,,,,,,
,,,,,ACURA OF RENO,"$10,600 ","11550 S Virginia Ave Reno, NV 89511",(775) 229-7777,,,,,,,,
97,2008,KIA OPTIMA 4C LX,131219,KNAGE123495170290,DOWNTOWN MOTORS INC,"$2,700 ","9303 South Alameda St Los Angeles, CA 90002",323-249-4109,,,,,DOWNTOWN MOTORS INC,"$2,700 ","9303 South Alameda St Los Angeles, CA 90002",323-249-4109
98,2007,VOLKSWAGEN JETTA 5C WOLFSBURG,115338,3VWEG71K6M154386,PRIME TIME AUTO SALES INC,"$4,000 ","2549 Hamner Ave, Norco, CA 92860",(909) 559-4053 ,,,,,PRIME TIME AUTO SALES INC,"$4,000 ","2549 Hamner Ave, Norco, CA 92860",(909) 559-4053 
99,2006,FORD F250 4X2 EX,153420,1FTSX20P76ED96839,S G MOTORS,"$5,100 ",NA,NA,,,,,NOBLE AUTO SOLUTIONS LLC,"$6,100 ","633 Redlands,  CA 92373 
",(909) 793-3070
100,2006,MERCEDES C230WZ,100652,WDBRF52H06A902073,LRG MOTORS LLC,"$4,400 ","1551 W. 13th St. Unit 112,Upland, CA 91786",888-729-4085,KLASS MOTORS,"$5,000 ","925 N Harbor Blvd Santa Ana, CA 92703",(855) 880-4514,,,,
,,,,,BALLERS,"$4,900 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,VALLEYS BEST AUTO SALES,"$4,200 ","7503 Reseda Blvd, Reseda, CA 91335",(818) 600-8159,,,,,,,,
101,2010,AUDI A4 FWD 2.0T PRM +,117031,WAUEFAL2AN031537,JIMS AUTO SALES,"$7,500 ","825 Pacific Coast Hwy Harbor City, CA 90710",(310) 830-0033,,,,,JIMS AUTO SALES,"$7,500 ","825 Pacific Coast Hwy Harbor City, CA 90710",(310) 830-0033
,,,,,ATLANTA BEST USED CARS LLC,"$7,400 ","5192 Buford Hwy Norcross, GA 30071",(770) 449-9711,,,,,,,,
102,2006,BMW X3 3.0L,101811,WBXPA934X6WD33090,,,,,,,,,STATEWIDE,"$5,500 ","12039 Branford St Sun Valley, CA 91352 Pacoima",(818) 897-1009
103,2008,CHEVROLET COLORADO 4X4 CR LT W/1LT,122265,1GCDT136468236997,,,,,,,,,TRADERS IMPORTS,"$5,000 ","7693 Liberty Avenue Huntington Beach, CA 92647",714-390-6020
104,2005,CHRYSLER 300 4X2 V8 300C,128217,2C3JA63H05H102394,,,,,SHAMROCK AUTO INVESTMENT GROUP,"$4,800 ","4585 Allstate Dr Riverside, CA 92501",Not mentioned,,,,
105,2004,AUDI A6 AWD VS 4.2L,98203,WAUML54B14N016702,,,,,,,,,MARQUINAS ENTERPRISES,"$2,100 ",Not applicable,Not applicable
106,2012,CHRYSLER 200 V6 LIMITED,117868,1C3CCBCG5CN330558,,,,,EMPIRE AUTO CENTER,"$4,900 ","100 E Dyer Rd Santa Ana, CA 92707",(714) 556-1494,,,,
