S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
26,2013,NISSAN NV 2500 VAN V6 SV,52316,1N6BF0LY9DN107367,CENTURY TRUCKS & VANS,"$18,000 ",N/A,N/A,DON LEE MOTORS INC,"$19,750 ",N/A,N/A,,,,
,,,,,DON LEE MOTORS INC,"$19,750 ",N/A,N/A,,,,,,,,
,,,,,NISSAN OF MARTIN,"$18,250 ",N/A,N/A,,,,,,,,
27,2011,INFINITI G37 4X2 JOURNEY,35201,JN1CV6AP3BM509303,,,,,CARMAX # 7129,"$15,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
28,2014,NISSAN SENTRA SV,36531,3N1AB7AP2EL665854,ENCINITAS AUTO SALES,"$10,500 ","140 N Coast Highway 101 Encinitas, CA 92024",(760) 943-0613,ENCINITAS AUTO SALES,"$10,500 ","140 N Coast Highway 101 Encinitas, CA 92024",(760) 943-0613,,,,
29,2012,NISSAN SENTRA 2.0 SR,41666,3N1AB6AP9CL747247,AUTO WITS,"$7,750 ",N/A,N/A,AUTO WITS,"$7,750 ",N/A,N/A,,,,
30,2012,NISSAN LEAF,24272,JN1AZ0CP4CT026657,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$7,250 ",N/A,N/A,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$7,250 ",N/A,N/A,,,,
31,2013,NISSAN G37 4X2,30888,JN1CV6EK4DM920761,,,,,EAST COUNTY PREOWNED SUPERSTORE,"$20,000 ","327 El Cajon Blvd El Cajon, CA 92020",(619) 754-4224,,,,
32,2013,NISSAN SENTRA,20387,3N1AB7APXDL748236,,,,,CARMAX # 7129,"$8,500 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
33,2013,NISSAN PATHFIND AWD,23406,5N1AR2MM7DC61229,,,,,CARMAX # 7129,"$19,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
34,2013,NISSAN MAXIMA,42861,1N4AA5AP9DC800946,MAC CHURCHILL ACURA,"$17,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$17,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$17,500 ","2833 Harbor Blvd Costa Mesa, CA 92626", (888) 380-6115,,,,,,,,
35,2012,NISSAN SENTRA,20808,3N1AB6AP9CL753498,,,,,ALLEN ALLEY MOTORCYCLES,"$8,750 ",N/A,N/A,,,,
36,2013,INFINITI FX37 4X2,23150,JN8CS1MU1DM140006,OFF LEASE ONLY INC,"$24,250 ",N/A,N/A,,,,,,,,
37,2015,NISSAN ALTIMA 4C,12112,1N4AL3AP6FC255905,AUTO CARS/TRUCKS,"$8,750 ","1100 W San Carlos St San Jose, CA 95126",(408) 286-7200,AUTO CARS/TRUCKS,"$8,750 ","1100 W San Carlos St San Jose, CA 95126",(408) 286-7200,,,,
38,2014,NISSAN SENTRA,12511,3N1AB7AP5EY337928,,,,,CARMAX # 7129,"$10,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
39,2014,NISSAN SENTRA,18178,3N1AB7AP1EY318566,CAPITOL SUBARU,"$11,250 ","920 Capitol Expressway Auto Mall San Jose, CA 95136", (888) 859-4562,CAPITOL SUBARU,"$11,250 ","920 Capitol Expressway Auto Mall San Jose, CA 95136", (888) 859-4562,,,,
40,2011,NISSAN ALTIMA 4C,57698,1N4AL2AP8BN483042,,,,,FAST TRAX AUTO,"$7,750 ","10225 San Pablo Ave El Cerrito, CA 94530",(510) 558-3333,,,,
41,2012,NISSAN LEAF,21190,JN1AZ0CP3CT021997,,,,,CRUISE AUTOS,"$7,000 ","501 Railroad St, Corona, CA 92882",888-452-3745,,,,
42,2012,NISSAN ROGUE FWD S,39099,JN8AS5MT6CW296485,,,,,PAUL BLANCOS GOOD CAR COMPANY,"$12,000 ","2200 Fulton Ave Sacramento, CA 95825", (916) 485-2277,,,,
43,2014,NISSAN ALTIMA 4C S,20589,1N4AL3AP1EN215055,SC MOTORS INC,"$12,000 ","609 W Orangethorpe Ave Placentia, CA 92870",(714) 524-8400,SC MOTORS INC,"$12,000 ","609 W Orangethorpe Ave Placentia, CA 92870", (714) 524-8400,,,,
44,2012,NISSAN MAXIMA 3.5 SV,28597,1N4AA5AP3CC868304,,,,,CARMAX # 7129,"$16,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
45,2012,NISSAN LEAF SL,26399,JN1AZ0CP5CT026862,LOTUS OF LAS VEGAS,"$8,500 ",N/A,N/A,LOTUS OF LAS VEGAS,"$8,500 ",N/A,N/A,,,,
46,2012,NISSAN SENTRA 2.0 SR,42049,3N1AB6AAP0CL774448,ATLAS AUTOMOTIVE,"$8,750 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,CARMAX # 7129,"$9,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
47,2014,NISSAN ALTIMA 4C S,12019,1N4AL3AP4EN379674,,,,,CARMAX # 7129,"$13,250 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
48,2013,NISSAN ALTIMA 4C SL,23060,1N4AL3AP1DN441692,MAC CHURCHILL ACURA,"$15,250 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$15,250 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
49,2012,NISSAN SENTAR 2.0,69181,3N1AB6AP6CL771392,ALTAS AUTOMOTIVE,"$7,000 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,CACTUS JACKS AUTO SALES,"$7,250 ",N/A,N/A,,,,
50,2013,NISSAN ALTIMA 4C SL,20048,1N4AL3AP6DC180278,KLINE NISSAN,"$12,750 ",N/A,(323) 660-4257,EAST COUNTY PREOWNED SUPERSTORE,"$12,750 ","327 El Cajon Blvd El Cajon, CA 92020",(619) 754-4224,,,,
51,2012,NISSAN MAXIMA 3.5 SV SPT,48400,1N4AA5AP1CC862680,MAC CHURCHILL ACURA,"$16,000 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$16,000 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
52,2015,NISSAN LEAF SV,4066,1N4AZ0CP1FC305748,,,,,WAYZATA NISSAN LLC,"$14,000 ",N/A,N/A,,,,
53,2013,NISSAN ALTIMA 4C SL,48408,1N4AL3AP0DN421417,MAC CHURCHILL ACURA,"$14,500 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$14,500 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
54,2006,NISSAN TITAN 4X2 EX SE,156770,1N6AA06A86N531747,,,,,ESQUIVEL AUTO DEPOT INC,"$4,500 ",,,,,,
55,2013,NISSAN SENTAR SV,33034,3N1AB7AP8DL644506,,,,,MAGIC AUTO & TRUCK SALES,"$10,000 ",,,,,,
56,2011,INFINITI G37 4X2 JOURNEY,41736,JN1CV6AP1BM305437,,,,,CARMAX # 7129,"$14,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
57,2015,NISSAN ROGUE SEL AWD S AWD,9661,JN8AS5MT3FW661516,,,,,WAYZATA NISSAN LLC,"$16,000 ",,,,,,
58,2012,NISSAN SENTRA 2.0 SR,17181,3N1AB6AP7CL768579,WILLSON MOTOR NISSAN FORD LINCOLN MERCURY,"$8,750 ",N/A,N/A,NAYLOR AUTO INC,"$9,000 ",,,,,,
59,2012,NISSAN LEAF SL,26642,JN1AZ0CP7CT020125,,,,,ONTARIO AUTO SQUARE INC,"$8,250 ",,,,,,
60,2013,NISSAN ALTIMA 4C SL,16117,1N4AL3AP0DN508993,ROYAL MOORE NISSAN SUBARU,"$16,500 ",N/A,N/A,ROYAL MOORE NISSAN SUBARU,"$16,500 ",,,,,,
61,2012,NISSAN JUKE AWD SV,75100,JN8AF5MV9CT105973,PRESTIGE MOTORS,"$10,250 ","1211 W Imperial Hwy #100, Brea, CA 92821",714-871-7171,KARPLUS WAREHOUSE INC,"$11,500 ",,,,,,
62,2013,NISSAN ALTIMA 4C SL,17384,1N4AL3AP6DC100400,,,,,CARMAX # 7129,"$14,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
63,2012,NISSAN LEAF SL,25968,JN1AZ0CP7CT024501,,,,,WAYZATA NISSAN LLC,"$7,000 ",,,,,,
64,2013,NISSAN ALTIMA V6 SL,42636,1N4BL3AP9DN420142,PACIFIC AUTO & MOTORSPORT BROKERS INC,"$14,500 ","1934 W 9th St Upland, CA 91786",(909) 981-1383,CARMAX # 7129,"$14,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
65,2014,INFINITI Q50 4X2 V6 PREMIUM,22377,JN1AV7AP3EM691134,,,,,CARMAX # 7129,"$21,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
66,2013,NISSAN ALTIMA 4C SL,30091,1N6BF0KL0CN109609,BEVERLY HILLS UNIQUE SPORTS CARS,"$14,000 ","1416 S La Brea Ave Los Angeles, CA 90019",(323) 935-2985,BEVERLY HILLS UNIQUE SPORTS CARS,"$14,000 ",,,,,,
,,,,,NAPA NISSAN INC,"$12,500 ","510 Soscol Ave Napa, CA 94559",(707) 253-1551,,,,,,,,
,,,,,EQUITY AUTO CENTER LLC,"$12,750 ",N/A,N/A,,,,,,,,
,,,,,BILL LUKE FIAT,"$13,750 ",N/A,N/A,,,,,,,,
67,2013,NISSAN ALTIMA 4C SL,30091,1N4AL3AP1DN589874,PACIFIC AUTO & MOTORSPORT BROKERS INC,"$14,000 ","1934 W 9th St Upland, CA 91786",(909) 981-1383,PACIFIC AUTO & MOTORSPORT BROKERS INC,"$14,000 ",,,,,,
68,2014,NISSAN ROGUE SEL FWD S,19197,JN8AS5MT3EW613254,,,,,CARMAX # 7129,"$13,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
69,2013,NISSAN ALTIMA 4C SL,29193,1N4AL3AP5DN484271,,,,,CARMAX # 7129,"$15,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
70,2014,INFINITI Q50 4X2 V6 PREMIUM,24146,JN1BV7APXEM680944,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$23,000 ",N/A,N/A,STADIUM AUTO CALIFORNIA,"$23,250 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$23,250 ","2833 Harbor Blvd Costa Mesa, CA 92626
",(888) 380-6115,,,,,,,,
71,2012,NISSAN LEAF SL,11945,JN1AZ0CP3CT026214,EUROCARS,"$8,250 ","2920 Redhill Ave Costa Mesa, CA 92626", (949) 722-7121,,,,,,,,
72,2014,NISSAN ALTIMA 4C SL,24216,1N4AL3AP5EC153137,,,,,SKYHIGH REMARKETING INC,"$14,000 ","9851 Oasis Ave,  Garden Grove Ca 92844",N/M,,,,
73,2013,NISSAN SENTRA SL,23313,3N1AB7AP4DL659665,,,,,CARMAX # 7129,"$10,750 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
74,2013,NISSAN NV 2500 VAN V6 SV,51355,1N6BF0LX4DN108594,DON LEE MOTORS INC,"$17,500 ",N/A,N/A,DON LEE MOTORS INC,"$17,500 ",N/A,N/A,,,,
75,2013,NISSAN SENTRA SL,31440,3N1AB7ZP8DL607567,DIRECTBUY AUTOMOTIVE GROUP,"$8,500 ","6904 Miramar Rd Ste 106 San Diego, CA 92121",(858) 653-0115,NTC AUTO SALES,"$9,250 ","1460 Heritage Rd San Diego, CA 92154",(619) 661-1662,,,,
76,2013,NISSAN ALTIMA 4C SV,38040,1N4AL3AP6DN449223,ASAY'S AUTOS LLC,"$11,750 ",N/A,N/A,ASAY'S AUTOS LLC,"$11,750 ",N/A,N/A,,,,
77,2013,NISSAN ALTIMA 4C SV,35966,1N4AL3AP1DN496949,OFF LEASE ONLY INC,"$9,250 ",N/A,N/A,AUTONET CONNECT,"$9,500 ",N/A,N/A,,,,
,,,,,AUTONET CONNECT,"$9,500 ",N/A,N/A,,,,,,,,
78,2013,NISSAN SENTRA SR,40228,3N1AB7AP5DL637108,LOMPOC HONDA,"$10,500 ","1224 N H St Lompoc, CA 93436", (805) 736-4595,MILITARY AUTO CENTER,"$10,750 ",,,,,,
79,2015,NISSAN LEAF SV,3258,1N4AZ0CP7FC305270,MASACHI MOTORSPORT INC,"$14,250 ","12743 Golden Leaf Dr Rancho Cucamonga, CA 91739",N/M,,,,,,,,
80,2013,NISSAN ALTIMA 4C S,30889,1N4AL3AP4DC176441,ALTAS AUTOMOTIVE,"$11,750 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,SALINAS AUTO SALES,"$12,000 ",,,,,,
81,2012,NISSAN MAXIMA 3.5 S,68703,1N4AA5AP5CC849639,ALTAS AUTOMOTIVE,"$12,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,ALTAS AUTOMOTIVE,"$12,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
,,,,,SMART AUTO,"$12,000 ","1455 Laurelwood Rd Santa Clara, CA 95054", (408) 829-7328,,,"4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
,,,,,LOMPOC HONDA,"$11,500 ","1224 N H St Lompoc, CA 93436",(805) 736-4595,,,"4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
82,2012,NISSAN ROGUE AWD SL,63571,JN8AS5MV3CW392821,AUTO GALLERY,"$13,750 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,MAC CHURCHILL ACURA,"$14,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
,,,,,PREMIER AUTOMOTIVE IMPORTS OF CA LLC,"$14,500 ","5601 Cushing Pkwy, Fremont, CA 94538",(510) 668-8700,,,"3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
,,,,,MAC CHURCHILL ACURA,"$14,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,"3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
83,2013,NISSAN ALTIMA 4C S,45990,1N4AL3AP7DN403707,FAST CASH FOR CARS,"$11,250 ","San Diego, CA 92103",(858) 346-7655,FAST CASH FOR CARS,"$11,250 ","San Diego, CA 92103",(858) 346-7655,,,,
84,2014,NISSAN VERSA NOTE SV,12952,3N1CE2CP0EL352981,,,,,CARMAX # 7129,"$10,000 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
85,2012,NISSAN LEAF SL41294,41294,JN1AZ0CP8CT026807,PERFECT ONE ENTERPRISE,"$7,000 ","
6880 Oran Cir Ste H, Buena Park, CA 90621",(714) 752-6699,PERFECT ONE ENTERPRISE,"$7,000 ","
6880 Oran Cir Ste H, Buena Park, CA 90621",(714) 752-6699,,,,
,,,,,ANAHEIM PREOWNED CARS,"$6,750 ","2223 E. Katella Ave Ste B Anaheim, CA 92806",(714) 400-5274,,,,,,,,
86,2013,NISSAN ALTIMA 4C S,48663,1N4AL3AP3DN490179,GRAND AUTOLAND,"$10,750 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,GRAND AUTOLAND,"$10,750 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,
87,2013,INFINITI G37 AWD X,18246,JN1CV6AR9DM356298,,,,,CARR,"$20,500 ",N/A,N/A,,,,
88,2013,NISSAN ALTIMA V6 SV,45370,1N4BL3APXDN437810,,,,,SMART AUTO ,"$13,250 ","1455 Laurelwood Rd Santa Clara, CA 95054",(408) 829-7328,,,,
89,2013,NISSAN ALTIMA 4C S,20642,1N4AL3AP5DN462531,ATLAS AUTOMOTIVE,"$12,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,ATLAS AUTOMOTIVE,"$12,250 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
90,2013,NISSAN SENTRA SR,33462,3N1AB7APXDL754117,AUTO DEALER,"$9,500 ","8122 Bolsa Ave Midway City, CA 92655",714-894-0063,OC AUTO EXCHANGE,"$10,250 ","1331 S Euclid St Fullerton, CA 92832",(714) 515-6200,,,,
91,2010,INFINITI EX35 4X2,70344,JN1AJ0HP4AM701575,MAC CHURCHILL ACURA,"$12,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,MAC CHURCHILL ACURA,"$12,750 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,
92,2013,NISSAN ALTIMA 4C S,13767,1N4AL3AP4DN466117,FAST CASH FOR CARS,"$12,750 ","San Diego, CA 92103",(858) 346-7655,FAST CASH FOR CARS,"$12,750 ","San Diego, CA 92103",(858) 346-7655,,,,
93,2015,NISSAN PATHFIND FWD SV FWD,8732,5N1AR2MN4FC605959,,,,,CARMAX # 7129,"$22,500 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
94,2012,NISSAN LEAF SL,17810,JN1AZ0CP5CT026389,LOTUS OF LAS VEGAS,"$8,750 ",N/A,N/A,LOTUS OF LAS VEGAS,"$8,750 ",N/A,N/A,,,,
,,,,,EUROCARS,"$8,500 ","2920 Redhill Ave Costa Mesa, CA 92626",(949) 722-7121,,,,,,,,
95,2013,NISSAN ALTIMA 4C S,21127,1N4AL3AP3DN519440,ACCESS AUTO SALES INC,"$12,000 ","21960 Bear Valley Road Apple Valley, CA 92308",(760) 240-2277,ACCESS AUTO SALES INC,"$12,000 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,,,,
96,2012,NISSAN SENTRA 2.0 SR,35271,3N1AB6AP8CL776321,WILLSON MOTOR NISSAN FORD LINCOLN MERCURY,"$7,500 ",N/A,N/A,OC AUTO EXCHANGE,"$8,500 ","1331 S Euclid St Fullerton, CA 92832", (714) 515-6200,,,,
97,2015,NISSAN ROGUE AWD SL,11593,5N1AT2MV1FC753102,AUTO GALLERY,"$25,000 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,FUTURE NISSAN INC,"$25,250 ","600 Automall Dr Roseville, CA 95661",(888) 903-5354,,,,
98,2013,NISSAN SENTRA SV,12305,3N1AB7AP7DL636896,,,,,CARMAX #7129,"$10,500 ","6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667,,,,
99,2012,NISSAN LEAF SL,34801,JN1AZ0CP4CT024245,,,,,CRUISE AUTOS,"$6,000 ","501 Railroad St, Corona, CA 92882", 888-452-3745,,,,
100,2012,NISSAN VERSA SL,65397,3N1BC1CP2CK251620,,,,,FM ENTERPRISE,"$7,250 ","1224 Kendrick Ct Corona, CA 92881",(714) 554-4786,,,,
101,2013,NISSAN ALTIMA 4C S,47996,1N4AL3AP8DN536427,AUTO DEALER CONNECTIONS,"$10,000 ","2400 E Katella Ave Ste 800 Anaheim, CA 92806",(800) 852-8461,AUTO DEALER CONNECTIONS,"$10,000 ","2400 E Katella Ave Ste 800 Anaheim, CA 92806", (800) 852-8461,,,,
102,2013,NISSAN SENTRA SV,13000,3N1AB7APXDL607697,KLINE NISSAN,"$10,750 ","3090 Hwy 61 N Maplewood, MN 55109",(651) 379-4300,KLINE NISSAN,"$10,750 ",N/A,N/A,,,,
,,,,,BOARDMAN RV,"$10,000 ",,,,,,,,,,
,,,,,ROYAL MOORE NISSAN SUBARU,"$10,500 ",,,,,,,,,,
103,2013,NISSAN PATHFIND FWD SV,28054,5N1AR2MN4DC607255,LA AUTO CONNECTION.COM LLC,"$19,000 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM LLC,"$19,000 ","16506 Vanowen St
Van Nuys, CA 91406", (888) 787-4816,,,,
,,,,,TORRE NISSAN,"$18,500 ","79125 Hwy 11 La Quinta, CA 92253",(888) 611-1485,,,,,,,,
,,,,,PRECISION FLEET SERVICES,"$17,500 ","1941 E 3rd St Tempe, AZ 85281",(480) 491-6000,,,,,,,,
,,,,,AFFLUENT MOTORS LLC,"$18,750 ","1320 Chemical St Ste C Dallas, TX 75207",(214) 923-9911,,,,,,,,
104,2014,NISSAN 370Z NISMO,26161,JN1AZ4EH0EM634413,YELLOWSTONE NATIONAL LLC,"$20,750 ",NA,NA,SKYHIGH REMARKETING INC,"$21,000 ","9851 Oasis Ave, 
Garden Grove Ca 92844",N/M,,,,
,,,,,MAC CHURCHILL ACURA,"$21,250 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,,,,,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$21,500 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
105,2013,NISSAN SENTRA SV,42889,1N4AB7AP5DN900801,,,,,SKYHIGH REMARKETING INC,"$8,500 ","9851 Oasis Ave, 
Garden Grove Ca 92844",N/M,,,,
106,2013,INFINITI JX35 FWD,77453,5N1AL0MN4DC315000,MAC CHURCHILL ACURA,"$22,000 ","3125 NE Loop 820 Fort Worth, TX 76137",(888) 378-6048,KARPLUS WAREHOUSE INC,"$22,750 ",,,,,,
