S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
128,1999,BMW 540IA,WBADN6349XGM64228,146696,,,,,,,,,SANTANA AUTO SALES,"$1,000 ","637 W Mowry Dr Homestead, FL 33030",(305) 248-6522
129,2003,INFINITI FX35 AWD,JNRAS08W33X200888,231057,,,,,ROYAL MOTORS,"$3,000 ","16575 E 14th St San Leandro, CA 94578",(510) 276-4811,,,,
130,2003,TOYOTA CAMRY 4C LE,4T1BE32K63U690906,118190,,,,,HELLO AUTO SALE,"$4,100 ",Not applicable,Not applicable,,,,
131,2001,BMW 530I,WBADT63481CF00644,165173,,,,,EXECUTIVE AUTO,"$1,600 ","789 W 16th St Costa Mesa, CA 92627",(949) 355-2096,,,,
132,1999,TOYOTA SOLARA SE,2T1CF22P4XC177815,135000,DREAM CAR IMPORTS,"$1,300 ","1920 S. La Cienega Blvd Los Angeles, CA 90034",310-841-2223,ELEGANT AUTO SALES,"$1,800 ","11736 Hawthorne Blvd Hawthorne, CA 90250",(310) 679-2600,,,,
,,,,,ELEGANT AUTO SALES,"$1,500 ",,,,,,,,,,
133,2003,JEEP CHEROKEE 4X2 6C LAREDO,1J4GX48S93C551001,128365,ONUR AUTO,"$2,000 ","521 North Mountain Avenue # J Upland, CA 91786",(909) 931- 7951,VALLEY VIEW MOTORS,"$2,100 ","11703 Carmenita Rd Whittier, CA 90605",(562) 941-5243,,,,
134,2001,FORD EXPEDIT 4X2 V8 ED BAUER,1FMEU17L71LA67352,127807,,,,,,,,,MOTORWORLD,"$2,000 ",Not applicable,Not applicable
135,2000,VOLKSWAGEN EUROVAN GLS,WV2KH4709YH087877,101734,,,,,MONZA CAR,"$4,300 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
136,2005,MERCEDES C240W,WDBRF61J45A680632,197063,,,,,EXECUTIVE AUTO,"$2,000 ","789 W 16th St Costa Mesa, CA 92627",(949) 355-2096,,,,
137,2005,VOLKSWAGEN JETTA 4C GLS,3VWSA69MX5M075899,120063,SUPREME AUTO GROUP LLC,"$1,400 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705,GENISIS GROUP AUTOMOTIVE,"$2,200 ",NA,NA,,,,
138,2003,PONTIAC VIBE AWD,5Y2SM64863Z434231,91413,,,,,INTERLEASE CORP,"$2,300 ","701 E Cypress St Anaheim, CA 92805",(714) 774-3800,,,,
139,2007,HYUNDAI ELANTRA,KMHDU46D87U109621,177194,,,,,AZIZI AUTO SALES,"$2,100 ","42559 6th St E Lancaster, CA 93535",(661) 886-5134,,,,
140,2005,HONDA CIVIC LX SE,1HGEM22535L062840,149102,,,,,,,,,JESSE AUTO SALES,"$2,500 ","5104 E Olympic Blvd, Los Angeles, CA 90022",(323) 266-6851
141,2002,FORD MUSTANG V6 CPE,1FAFP40472F234156,161217,,,,,GT AUTO SALES,"$1,400 ","690 Noble St, Madera, CA 93637",(559) 673-9900,,,,
142,2003,MERCEDES ML350,4JGAB57E93A434229,104410,HN ELITE MOTORS,"$3,000 ",NA,NA,SALIMS SILVER STAR AUTOMOBILES SVC,"$3,200 ","1034 S Tejon St Colorado Springs, CO 80903",(719) 475-7070,,,,
143,1999,LEXUS ES300,JT8BF28G4X5071282,100516,,,,,GEHRINGER AUTOMOTIVE,"$2,500 ","321 S Highland Ave Fullerton, CA 92832",(714) 441-1649,,,,
144,2001,BMW X5 3.0L,WBAFA53551LM68122,168044,,,,,RILEYS AUTO SALES,"$2,300 ","400 S Soto St., Los Angeles, CA 90033",(323) 980-1004,,,,
145,2007,CHEVROLET TRAILBLZ 4X2 6C LS,1GNDS13S072146984,158888,WIN WIN AUTO SALES INC,"$1,800 ",Not applicable,Not applicable,,,,,,,,
146,2003,HONDA PILOT AWD EX,2HKYF18553H606683,249746,,,,,F G MOTORS,"$2,300 ","110 2nd St, Oakley, CA 94561",(925) 679-9094,,,,
147,2005,HONDA CIVIC LX,2HGES16525H584785,131267,,,,,RAMOS AUTO SALES,"$4,100 ","7203 S Alameda St Los Angeles, CA 90001",(323) 587-8513,,,,
148,2005,DODGE MAGNUM 4X2 V8 R/T,2D8GV58285H636866,177006,,,,,TEULITOS ENTERPRISES INC,"$2,400 ","1655 E 6th St Corona, CA 92879",Not applicable,,,,
149,2003,JAGUAR S-TYPE 4.2,SAJEA01U73HM73230,107056,,,,,,,,,,,,
150,2001,ISUZU TROOPER 4X4,JACDJ58X717J14324,124781,AUTO 1  EXPORTS,"$1,400 ","2667 Camino del Rio S San Diego, California",1 619-925-6998,GOLD RUSH AUTO WHOLESALE,"$1,500 ","4071 N Valentine Ste 105 Fresno, CA 93722",(559) 260-2354,,,,
,,,,,GOLD RUSH AUTO WHOLESALE,"$1,500 ","4071 N Valentine Ste 105 Fresno, CA 93722",(559) 260-2354,,,,,,,,
151,2003,MAZDA PROTEGE ES,JM1BJ226531205878,174477,,,,,MILHAS AUTO SALES,"$1,100 ",NA,NA,,,,
152,2001,ACURA MDX AWD TOURING,2HNYD18631H519329,178432,,,,,ROYAL MOTORS,"$2,100 ","16575 E 14th St San Leandro, CA 94578",(510) 276-4811,,,,
153,2001,HONDA CIVIC LX,1HGEM22551L019918,159234,SUPREME AUTO GROUP LLC,"$1,600 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705,WIN WIN AUTO SALES INC,"$1,500 ",Not applicable,Not applicable,,,,
,,,,,WIN WIN AUTO SALES INC,"$1,500 ",Not applicable,Not applicable,,,,,,,,
154,2004,CHEVROLET TAHOE 4X2 V8,1GNEC13V94R215377,111086,,,,,AUTO ACTION,"$6,400 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
155,2004,JEEP CHEROKEE 4X2 6C LAREDO,1J4GX48S44C436047,125509,,,,,,,,,AUTO ACTION,"$4,500 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333
156,2005,CHEVROLET TAHOE 4X2 V8,1GNEC13V75J233375,115188,,,,,AUTO ACTION,"$7,200 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
157,2008,FORD EXPLORER 4X2 V6 XLT,1FMEU63E18UA29415,161161,,,,,JESSE AUTO SALES,"$3,400 ","5104 E Olympic Blvd, Los Angeles, CA 90022",(323) 266-6851,,,,
158,2001,GMC YUKON 4X2 V8 SLT,1GKEC13T91J187702,179936,,,,,FIRST CLASS MOTORS,"$2,600 ",Not applicable,Not applicable,,,,
159,2005,TOYOTA MATRIX FWD,2T1KR32E25C554002,148648,,,,,PREMIER MOTOR/CARS,"$2,500 ","25241 Bernwood Dr Ste 1 Bonita Springs, FL 34135",(239) 221-3000,,,,
160,2003,VOLKSWAGEN GOLF GLS,9BWGP61JX34052887,141772,PORTLAND CAR COMPANY,"$2,200 ",NA,NA,ALONDRA AUTO INC,"$3,400 ","9715 Alondra Blvd Bellflower, CA 90706",(562) 326-9649,,,,
161,2001,MITSUBISHI MONTERO LIMITED,JA4MW51R81J032100,104201,,,,,ANGEL AUTO SALES,"$1,800 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
162,2005,HONDA CIVIC,JHMES96625S018865,187899,,,,,,,,,FASTLANE AUTO SALES,"$1,600 ","4422 E Olympic Blvd, Los Angeles, CA 90023",(323) 774-5377
163,2001,HONDA ACCORD 4C EX,1HGCG65851A088230,166341,SUPREME AUTO GROUP LLC,"$1,700 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705,,,,,SUPREME AUTO GROUP LLC,"$1,700 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705
164,2004,NISSAN XTERRA 4X2 V6,5N1ED28T64C615270,129864,,,,,,,,,CAPU AUTO CORPORATION,"$3,500 ","2211 Firestone Blvd Los Angeles, CA 90002",Not mentioned
165,2000,FORD EXCURS 4X2 V10 LIMITED,1FMNU42S6YED63414,187606,,,,,,,,,ALLTECH AUTO SALES,"$2,100 ","865 W Glentana St # 5, Covina, CA 91722-3647",(626) 332-4331
166,2001,VOLVO V70 AWD 5C,YV1SZ58D611010640,143178,,,,,NORTH VALLEY AUTO LLC,"$1,400 ","5144 Westside Rd Redding, CA 96001",530-241-8229,,,,
167,2005,NISSAN ALTIMA 4C 2.5 S,1N4AL11D45N448325,94381,,,,,RAND AUTO SALES,"$3,200 ","3648 Veteran Ave Apt 2 Los Angeles, California 90034-7036",(310) 918-4304,,,,
168,1997,FORD E350 ECONOLINE,1FTJS34S3VHA34941,125351,,,,,WEST COAST MOTORS LLC,"$1,000 ","3011 N 73rd Ste 111 Scottsdale, AZ 85251",(602) 402-3987,,,,
169,2007,AUDI A6 AWD V6 3.2L,WAUDH74F87N075623,206342,,,,,,,,,SANTANA AUTO SALES,"$2,100 ","637 W Mowry Dr Homestead, FL 33030",(305) 248-6522
170,1999,HONDA ACCORD V6 EX,1HGCG1659XA013210,235498,AUTO PAWN SAN DIEGO,"$1,500 ","8939 Troy St Spring Valley, CA 91977",(619) 464-2131,SRZ AUTO,"$1,400 ","17281 Beach Blvd Huntington Beach, CA 92647",(657) 845-9132,,,,
171,2005,AUDI A4 AWD V6 3.0L,WAULT68E45A109261,142265,,,,,,,,,AL Q USED CARS LLC,"$1,900 ","5055 Sierra St Riverside, CA 92504",Not mentioned
172,2005,NISSAN ALTIMA 4C 2.5 S,1N4AL11E05N463509,148583,SUPREME AUTO GROUP LLC,"$2,200 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705,OC AUTO FINANCE LLC,"$2,300 ","1331 S Euclid St Fullerton, CA 92832",(714) 515-6200,,,,
