S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$29,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
31,2015,FORD F150 4X4 CR XLT,16458,1FTEW1EF9FKD83702,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$29,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
32,2015,FORD F150 4X2 CR XLT,16559,1FTEW1CGXFFA59503,,,,,J STAR FIAT & MASERATI OF ANAHEIM HILLS,"$26,500 ","8200 Crystal Dr Anaheim, CA 92807",(866) 325-6875,,,,
33,2015,FORD FLEX FWD SUV LIMITED,18297,2FMGK5D81FBA08021,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$25,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
34,2015,FORD MUSTANG V6 CPE V6,12635,1FA6P8AM0F5419313,UNITED VEHICLES IMPORT,,"325 Saratoga Ave San Jose, CA 95129",(888) 378-5558,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$18,750 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
35,2015,HYUNDAI ELANTRA SE,41298,5NPDH4AE7FH557351,PREMIER HYUNDAI OF OAKLAND,"$10,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$10,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
36,2015,HYUNDAI SONATA 2.4L SE,31668,5NPE24AFXFH073558,,,,,MEZA AUTO SALES,"$13,000 ","1565 N MT Vernon Ave Colton, CA 92324",(909) 825-2321,,,,
37,2015,JEEP CHEROKEE 4X4 4C LATITUDE,27872,1C4PJMCB7FW582104,ROYS AUTO CENTER,"$18,000 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",HERTZ CAR SALES,"$18,100 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
38,2015,JEEP GR CHERO 4X4 V6 LIMITED,20294,1C4RJFBG0FC767114,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$30,750 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
39,2015,JEEP GR CHERO 4X2 V6 LIMITED,23947,1C4RJEBG8FC841082,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
40,2014,KIA RIO LX,43575,KNADM4A36E6352815,STREAMLINE AUTO,"$8,600 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,STREAMLINE AUTO,"$8,600 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,,,,
41,2013,LAND ROVER LR2 HSE,31383,SALFR2BG6DH342154,,,,,SPEED MERCHANT INC,"$21,000 ","345 Lincoln Ave San Jose, CA 95126",(408) 295-0930,,,,
42,2016,MAZDA CX-5 FWD 4C TOURING,16466,JM3KE2CY7G0669973,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$18,750 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
43,2015,NISSAN ALTIMA 4C 2.5 S,37194,1N4AL3AP5FN319033,KCA AUTO ENTERPRISE,"$13,250 ","8218 Garden Grove Blvd Garden Grove, CA 92844",(714) 867-6418,,,,,,,,
44,2015,NISSAN ALTIMA 4C 2.5 S,36889,1N4AL3AP1FC127930,KCA AUTO ENTERPRISE,"$12,100 ","8218 Garden Grove Blvd Garden Grove, CA 92844",(714) 867-6418,KCA AUTO ENTERPRISE,"$12,100 ","8218 Garden Grove Blvd Garden Grove, CA 92844",(714) 867-6418,,,,
45,2014,NISSAN ALTIMA 4C S,38718,1N4AL3AP4EC408117,PREMIER HYUNDAI OF OAKLAND,"$12,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,AUTOMAX AUTO CENTER,"$12,600 ","13969 Foothill Blvd Fontana, CA 92335",(909) 320-7548,,,,
46,2015,NISSAN PATHFIND 4X4 SV,25754,5N1AR2MM5FC629601,,,,,HERTZ CAR SALES,"$22,500 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
47,2015,NISSAN PATHFIND 4X4 SV,31306,5N1AR2MM5FC629565,,,,,STEVENS CREEK TOYOTA,"$22,500 ","4202 Stevens Creek Blvd San Jose, CA 95129
",(408) 984-1234,,,,
48,2015,NISSAN ROGUE SEL AWD S AWD,21333,JN8AS5MV2FW250142,,,,,HERTZ CAR SALES,"$15,500 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
49,2014,NISSAN SENTRA SV,43743,3N1AB7AP7EY263444,PREMIER HYUNDAI OF OAKLAND,"$10,100 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,WESTERN MOTOR/AIDE RENT A CAR,"$10,200 ",NA,NA,,,,
50,2014,NISSAN SENTRA SV,42386,3N1AB7AP1EY260152,,,,,WESTERN MOTOR/AIDE RENT A CAR,"$10,400 ",NA,NA,,,,
51,2014,NISSAN VERSA SV,43366,3N1CN7AP0EL872548,,,,,WESTERN MOTOR/AIDE RENT A CAR,"$8,500 ",NA,NA,,,,
52,2015,RAM 1500 4X4 V8 BIG HORN,16304,1C6RR7GT4FS704292,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$25,250 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
53,2015,RAM 1500 4X2 V8 BIG HORN,15691,1C6RR6GT3FS709185,,,,,WONDRIES TOYOTA,"$23,250 ","1543 W Main St Alhambra, CA 91801",(626) 289-8000,,,,
54,2015,TOYOTA 4RUNNER 4X2 SR5,18959,JTEZU5JR6F5097539,,,,,WONDRIES TOYOTA,"$28,750 ","1543 W Main St Alhambra, CA 91801",(626) 289-8000,,,,
55,2015,TOYOTA CAMRY 4C SE,26990,4T1BF1FK2FU913510,TOYOTA OF ESCONDIDO,"$16,300 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,TOYOTA OF ESCONDIDO,"$16,300 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
56,2015,TOYOTA CAMRY 4C SE,31846,4T1BF1FK4FU914481,MARTINEZ USED CARS INC,"$16,100 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,MARTINEZ USED CARS INC,"$16,100 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,,,,
57,2014,TOYOTA COROLLA LE,38195,5YFBURHE1EP159558,KCA AUTO ENTERPRISE,"$11,500 ","8218 Garden Grove Blvd Garden Grove, CA 92844",(714) 867-6418,KCA AUTO ENTERPRISE,"$11,500 ","8218 Garden Grove Blvd Garden Grove, CA 92844",(714) 867-6418,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$11,400 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
58,2014,TOYOTA PRIUS,39225,JTDKN3DU3E0372612,TOYOTA OF OLYMPIA,"$14,700 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,TOYOTA OF OLYMPIA,"$14,700 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,
59,2015,TOYOTA RAV4 AWD XLE,29023,2T3RFREV3FW343145,TOYOTA OF OLYMPIA,"$20,750 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,TOYOTA OF OLYMPIA,"$20,750 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,
60,2015,TOYOTA RAV4 AWD XLE,29262,2T3RFREV3FW285375,TOYOTA OF OLYMPIA,"$20,500 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,TOYOTA OF OLYMPIA,"$20,500 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,
61,2015,TOYOTA SIENNA FWD LIMITED,29879,5TDYK3DC4FS590535,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,750 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$26,750 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
62,2015,CHEVROLET EQUINOX AWD 4C LT,39357,2GNFLFEK4F6110376,CAPITOL CHEVROLET CADILLAC INC,"$17,250 ","2855 Maple Ave NE Salem, OR 97301",(503) 585-4141,TOYOTA OF OLYMPIA,"$17,500 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,
63,2015,CHEVROLET SUBURBAN 4X2 LT,41027,1GNSCJKC7FR273445,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$38,250 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$38,250 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
64,2014,FIAT 500L EASY,37192,ZFBCFABHXEZ020878,,,,,KARPLUS WAREHOUSE INC,"$11,000 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896,,,,
65,2014,HYUNDAI ELANTRA SE,41040,5NPDH4AE6EH511248,PREMIER HYUNDAI OF OAKLAND,"$10,100 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$10,100 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
66,2015,HYUNDAI ELANTRA SE,43416,5NPDH4AE4FH558683,PREMIER HYUNDAI OF OAKLAND,"$10,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$10,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
67,2014,HYUNDAI TUCSON FWD 4C LIMITED,34264,KM8JU3AG2EU842422,PREMIER HYUNDAI OF OAKLAND,"$13,750 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PANDA MOTORS INC,"$13,500 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
68,2014,NISSAN MAXIMA 3.5 S,39675,1N4AA5AP6EC481197,LA AUTO CONNECTION.COM INC,"$14,700 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM INC,"$14,700 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
69,2014,NISSAN VERSA SV,37395,3N1CN7AP3EK462493,,,,,MID CITY MOTORS,"$8,500 ","16471 Yucca St Hesperia, CA 92345",(760) 662-5555,,,,
70,2015,RAM 1500 4X4 V8 BIG HORN,18911,1C6RR7GT5FS571719,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$25,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
71,2014,CHEVROLET CAPT SPT LS,34348,3GNAL2EK5ES680681,PREMIER HYUNDAI OF OAKLAND,"$11,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,PREMIER HYUNDAI OF OAKLAND,"$11,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147
72,2014,CHEVROLET IMPALA LIMITED LTZ,35570,2G1WC5E37E1134753,PREMIER HYUNDAI OF OAKLAND,"$12,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$12,800 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
73,2014,CHEVROLET IMPALA LIMITED LTZ,43336,2G1WC5E35E1134105,PREMIER HYUNDAI OF OAKLAND,"$12,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,WINN SANTA MARIA HYUNDAI,"$12,400 ","800 W Main St Santa Maria, CA 93458",(805) 349-8500,,,,
74,2015,CHRYSLER TOWN & COUNTRY TOURING,43465,2C4RC1BG0FR534550,LESKOVAR MITSUBISHI,"$17,200 ","3020 W Clearwater Ave Kennewick, WA 99336",(509) 783-6141,LESKOVAR MITSUBISHI,"$17,200 ","3020 W Clearwater Ave Kennewick, WA 99336",(509) 783-6141,,,,
75,2014,FORD C-MAX SEL,42345,1FADP5BU7EL513607,,,,,HERTZ CAR SALES,"$14,500 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
76,2014,FORD C-MAX SEL,42149,1FADP5BU5EL513606,MORRIES BUFFALO FORD M..,"$13,100 ","702 Hwy 55 E Buffalo, MN 55313",(763) 662-1622,,,,,,,,
77,2014,FORD FIESTA SE,47190,3FADP4BJXEM174825,DRIVETIME,"$7,900 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$7,900 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
78,2014,FORD FIESTA SE,36412,3FADP4EJ6EM108249,DRIVETIME,"$8,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,STREAMLINE AUTO,"$8,600 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,,,,
,,,,,STREAMLINE AUTO,"$8,600 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,,,,,,,,
79,2014,HYUNDAI ACCENT GLS,40342,KMHCT4AE8EU688640,DRIVETIME,"$8,600 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,PAUL BLANCO'S GOOD CAR COMPANY FRESNO INC,"$8,700 ","4880 N Blackstone Ave Fresno, CA 93726",(559) 225-1100,,,,
80,2014,HYUNDAI ACCENT GLS,39179,KMHCT4AEXEU644123,,,,,PAUL BLANCO'S GOOD CAR COMPANY FRESNO INC,"$8,600 ","4880 N Blackstone Ave Fresno, CA 93726",(559) 225-1100,,,,
81,2014,HYUNDAI ELANTRA SE,39494,5NPDH4AE1EH496318,PREMIER HYUNDAI OF OAKLAND,"$10,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$10,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
82,2014,TOYOTA PRIUS 2,42949,JTDKN3DUXE1785542,,,,,SIERRA TOYOTA SCION,"$13,200 ","43301 12th St W Lancaster, CA 93534",(661) 948-0731,,,,
83,2014,TOYOTA RAV4 AWD LE,33632,2T3BFREV3EW186023,LA AUTO CONNECTION.COM INC,"$18,700 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM INC,"$18,700 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
,,,,,TOYOTA OF OLYMPIA,"$18,600 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,,,,,
84,2014,VOLKSWAGEN JETTA SE,35991,3VWD17AJ9EM283529,PREMIER HYUNDAI OF OAKLAND,"$9,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$9,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
85,2014,HYUNDAI ACCENT GLS,43307,KMHCT4AE1EU669735,DRIVETIME,"$8,400 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$8,400 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
86,2013,FORD FOCUS SE,46018,1FADP3F23DL240273,ENCINITAS AUTO SALES,"$9,000 ","140 N Coast Highway 101 Encinitas, CA 92024",(760) 943-0613,CARMAX # 7136,"$9,100 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,AUTO PLAZA,"$8,800 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
87,2014,TOYOTA YARIS L,46266,VNKJTUD34EA006447,LA AUTO CONNECTION.COM INC,"$8,500 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM INC,"$8,500 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
88,2014,CHEVROLET SUBURBAN 4X4 LT,54484,1GNSKJE77ER200849,TEAM CHEVROLET CADILLAC,"$30,750 ","301 Auto Mall Pkwy, Vallejo, CA 94591",(707) 648-8170,,,,,,,,
,,,,,LESKOVAR MITSUBISHI,"$30,500 ","3020 W Clearwater Ave Kennewick, WA 99336",(509) 783-6141,,,,,,,,
89,2013,CHEVROLET TAHOE 4X4 V8 LTZ,55054,1GNSKCE06DR370729,TEAM CHEVROLET CADILLAC,"$32,250 ","301 Auto Mall Pkwy, Vallejo, CA 94591",(707) 648-8170,CAPITOL CHEVROLET CADILLAC INC,"$32,500 ","2855 Maple Ave NE Salem, OR 97301",(503) 585-4141,,,,
,,,,,CAPITOL CHEVROLET CADILLAC INC,"$32,500 ","2855 Maple Ave NE Salem, OR 97301",(503) 585-4141,,,,,,,,
90,2012,FORD E350 WAGON V8 XLT,42746,1FBSS3BL1CDA89302,AUTO GALLERY INC,"$16,000 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,,AUTO GALLERY INC,"$16,000 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008
,,,,,NORTHWEST VAN SALES,"$15,900 ","8250 Ne M L King Boulevard Portland, OR 97211",503-284-9709,,,,,,,,
91,2015,GMC G2500 CARGO 4X2,9014,1GTW7FCF8F1900625,,,,,CITY CYCLE CENTER,"$21,900 ","282 Gemini Avenue Brea, CA 92821",714-870-6313,,,,
92,2015,GMC G2500 CARGO 4X2,4448,1GTW7FCF3F1901133,,,,,LAKE CHEVROLET,"$22,500 ","31201 Auto Center Dr Lake Elsinore, CA 92530",(951) 674-3116,,,,
93,2015,GMC G2500 CARGO 4X2,5691,1GTW7FCF7F1901135,,,,,CITY CYCLE CENTER,"$22,500 ","282 Gemini Avenue Brea, CA 92821",714-870-6313,,,,
94,2014,FORD E250 CARGO COMMERCIAL,9735,1FTNE2EW0EDA62000,COLLEY,"$20,600 ","1945 Auto Centre Dr Glendora, CA 91740",(909) 592-4131,TYACKE MOTORS,"$20,900 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,
,,,,,PRECISION FLEET SERVICE,"$20,800 ","1941 E 3rd St Tempe, AZ 85281",(480) 491-6000,,,,,,,,
,,,,,TYACKE MOTORS,"$20,900 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,,,,,
95,2014,FORD E250 CARGO COMMERCIAL,13894,1FTNE2EW5EDA80430,TYACKE MOTORS,"$19,000 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",TYACKE MOTORS,"$19,000 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,
96,2014,FORD F150 4X2 RG XL,24225,1FTNF1CF4EKD84998,COLLEY,"$17,500 ","1945 Auto Centre Dr Glendora, CA 91740",(909) 592-4131,NORCO TRUCK CENTER,"$19,400 ","2075 Hamner Ave Norco, CA 92860",(866) 994-7257,,,,
,,,,,NORTHWEST VAN SALES,"$17,700 ","8250 Ne M L King Boulevard Portland, OR 97211",503-284-9709,,,,,,,,
,,,,,AUTO GALLERY INC,"$18,600 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,,,,,
97,2006,DODGE SPRINTER 3500,140043,WD0PD544065924390,DOABA MOTORS,"$9,000 ","478 E Santa Clara St Ste 204 San Jose, CA 95112",(408) 422-2187,BESTAUTOBUY LLC,"$9,400 ",Not applicable,Not applicable,,,,
