S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
29-Oct,2005,BMW X3 3.0L,188792,WBXPA93495WD05280,V & S BROTHERS INC,"$3,600 ",NA,NA,V & S BROTHERS INC,"$3,600 ",NA,NA,,,,
30-Oct,2004,FORD F150 4X2 EX LARIAT,184584,1FTPX12524NB79868,DRIVETIME,"$7,900 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,CACTUS JACKS AUTOS,"$5,000 ",Not applicable,Not applicable,,,,
,,,,,CENTURY AUTO GROUP INC,"$3,700 ","3705 El Cajon Blvd San Diego, CA 92105",(619) 281-2300,,,,,,,,
Oct-33,2002,FORD 350 DRW 4X2,275532,1FTWX32F42EB71025,,,,,OC AUTOS,"$4,250 ","707 N Harbor Blvd Santa Ana, CA 92703",(714) 265-2600,,,,
Oct-34,2007,TOYOTA COROLLA CE,92930,1NXBR32E87Z807163,,,,,CACTUS JACKS AUTOS,"$4,500 ",Not applicable,Not applicable,,,,
Oct-37,2007,JEEP CHEROKEE 4X4 V8 SRT-8,85997,1J8HR783X7C567933,SOUTHWEST AUTO GROUP LLC,"$17,250 ","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,SOUTHWEST AUTO GROUP LLC,"$17,250 ","10530 Windsor Ln Houston, TX 77031",(281) 564-6363,,,,
Oct-40,2014,FORD F150 4X4 CR XLT,16321,1FTFW1ET5EFB63491,PASO ROBLES FORD LINCOLN MERCURY,"$29,000 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,PASO ROBLES FORD LINCOLN MERCURY,"$29,000 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
Oct-41,2013,DODGE JOURNEY AWD V6 R/T,39942,3C4PDDFG3DT627010,,,,,TEAM KIA OF BEND,"$15,500 ","611 NE Purcell Blvd Bend, OR 97701",(541) 550-5555,,,,
Oct-42,2014,GMC SIERA 25 4X4 CR SLE,17307,1GT120EG9EF181026,,,,,SUNSHINE ENTERPRISES INC,"$32,000 ","2485 Shoreline Dr Ste 101 Alameda, CA 94501",(510) 749-1061,,,,
Oct-46,2013,FORD F150 4X2 CR FX2,53714,1FTFW1CT3DFB03484,PASO ROBLES FORD LINCOLN MERCURY,"$25,500 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,PASO ROBLES FORD LINCOLN MERCURY,"$25,500 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
Oct-48,2011,AUDI A4 FWD 2.0T PRM +,77902,WAUEFAFLXBN030542,5 GRAND AUTOLAND,"$12,750 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,5 GRAND AUTOLAND,"$12,750 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,
,,,,,DRIVETIME,"$12,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,,,,
Oct-49,2009,TOYOTA TACOMA 4X2 DB PRERUNNER,111769,3TMKU72N99M022524,SIERRA AUTO CENTER,"$15,250 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,SIERRA AUTO CENTER,"$15,250 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,
Oct-51,2006,JEEP WRANGLER 6C SE,127614,1J4FA29S76P738623,BALLERS,"$8,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BELLS AUTO SALES,"$10,250 ","808 E. 6 Th Street, Corona, CA 92879","(951) 734-2340
",,,,
,,,,,CASTLE AUTO GROUP,"$1,000 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
Oct-52,2007,BMW X3 3.0L,109579,WBXPC93467WF25747,TIME AUTO GROUP,"$6,000 ","4953 Voltaire St San Diego, CA 92107",(619) 630-2626,CASTLE AUTO GROUP,"$7,250 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,
,,,,,CASTLE AUTO GROUP,"$7,250 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
Oct-53,2008,LANDROVER LR2 HSE,95746,SALFR24N38H059017,ZONEMOTORS COM INC,"$7,000 ",NA,NA,SANTA MONICA SUVS,"$8,500 ","2515 Lincoln Blvd Santa Monica, CA 90405",(310) 314-2700,,,,
Oct-54,2004,DODGE RAM 2500 4X2 6C SLT,221325,3D7KA28C84G246589,CENTURY AUTO GROUP INC,"$7,000 ","3705 El Cajon Blvd San Diego, CA 92105",(619) 281-2300,BEST DEAL AUTO BROKERS,"$7,250 ","730 W Chapman Ave Orange, CA 92868",(714) 288-9131,,,,
,,,,,CALI MOTORS INC,"$6,750 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,,,,,,,,
Oct-55,2013,SUBARU IMP WRX STI WRX STI,39328,JF1GV8J65DL020384,OC MOTORCARS,"$25,250 ","1805 Placentia Ave\ Costa Mesa, CA 92627",(949) 650-7833,A & B MOTOR CARS INC,"$26,750 ","2748 E Colorado Blvd Pasadena, CA 91107",(626) 796-8899,,,,
Oct-57,2011,TOYOTA CAMRY 4C LE,29274,4T1BF3EK3BU226964,,,,,CARMAX # 7195,"$9,700 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
Oct-59,2011,HONDA PILOT FWD EX,50737,5FNYF3H43BB039664,,,,,JUSTBETTERCARS COM INC,"$17,500 ","901 Riverside Ave. Roseville, CA 95678","(916) 782-4445
",,,,
Oct-60,2011,HONDA ODYSSEY,61116,5FNRL5H95BB029366,MARK MITSUBISHI,"$19,000 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,TYACKE MOTORS,"$20,750 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,
,,,,,TYACKE MOTORS,"$20,750 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,,,,,
Oct-63,2011,KIA OPTIMA,54483,KNAGM4A77B5136411,,,,,CARMAX # 7195,"$10,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
Oct-64,2003,TOYOTA HIGHLNDR FWD V6,171345,JTEGF21A330082192,,,,,CREST MOTORS,"$3,500 ",6825 S Figueroa St  Los Angeles California,(323) 778-6695,,,,
Oct-65,2004,TOYOTA AVALON XL,77510,4T1BF28B44U343574,,,,,SOUTHERN CALIFORNIA AUTO HOUSE,"$5,300 ","2640 Harbor Blvd Costa Mesa, CA 92626",(714) 436-0300,,,,
Oct-66,2006,HONDA ODYSSEY EX-L,100477,5FNRL38706B090648,,,,,THE AUTO DISTRICT LLC,"$6,200 ","3772 Roosevelt St Suite B Riverside, CA 92503",(951) 977-9501,,,,
Oct-68,2007,TOYOTA CAMRY 4C SE,180066,4T1BE46K27U604450,,,,,CREST MOTORS,"$5,250 ",6825 S Figueroa St  Los Angeles California,(323) 778-6695,,,,
Oct-69,2001,TOYOTA HIGHLNDR FWD V6,163723,JTEGF21A210002846,,,,,EXPO MOTORS INC,"$4,400 ","1155 E Anaheim St, Long Beach, CA 90813",(562) 599-0883,,,,
Oct-70,2001,TOYOTA TUNDRA 4X2 EX SR5,174786,5TBRT34191S193856,,,,,OCEAN AUTO SALES,"$4,400 ","1650 N El Camino Real San Clemente, CA 92672",(949) 361-5100,,,,
Oct-72,2008,NISSAN MAXIMA 3.5 SE,66504,1N4BA41E68C810739,,,,,LOYAL SIGNATURE MOTORS INC,"$7,400 ","7909 Van Nuys Blvd Ste D Van Nuys, CA 91402",(818) 853-2434,,,,
Oct-74,2010,MAZDA CX-9 FWD V6,91347,JM3TB2MV4A0205824,,,,,KARPLUS WAREHOUSE INC,"$12,000 ","10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896,,,,
Oct-78,2008,CHEVROLET 1500 SLV 4X2 CR LS,77849,3GCEC13C48G228258,ATLAS AUTOMOTIVE,"$13,500 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,SMART AUTO,"$16,250 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,
,,,,,FAMILY AUTO SALES,"$15,750 ","933 S Western Ave Los Angeles, CA 90006",(213) 507-8432,,,,,,,,
,,,,,SIERRA AUTO CENTER,"$14,750 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,,,,,
,,,,,SMART AUTO,"$16,250 ","3105 E. Sahara Ave Las Vegas, NV 89104",702) 933-4400,,,,,,,,
Oct-79,2009,CHEVROLET 2500 SLV 4X4 EX WORK TRUCK,270015,1GCHK49609E164487,,,,,ROCKET CAR COMPANY,"$8,700 ","15859 S Edna Pl Ste 107 Baldwin Park, CA 91706",(626) 253-7232,,,,
Oct-80,2009,CHEVROLET 1500 SLV 4X2 CR LT,151906,3GCEC23J59G287096,,,,,FRANKS AUTO SALES INC,"$14,000 ","328 E Market St Salinas, CA 93901",(831) 753-0433,,,,
Oct-81,2012,TOYOTA TUNDRA 4X4 DB,15053,5TFUY5F14CX238680,ROSEVILLE VOLKSWAGEN LLC,"$25,250 ","830 Automall Dr, Roseville, California 95661",(916) 774-2777,TYACKE MOTORS,"$28,000 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,
,,,,,TYACKE MOTORS,"$28,000 ","1690 W Center St Provo, UT 84601","
(801) 373-4445",,,,,,,,
Oct-82,2013,FORD F150 4X4 CR SVT RAPTOR,59162,1FTFW1R62DFB01940,VOLKSWAGEN OF MURRIETA,"$43,500 ","41300 Date St Murrieta, CA 92562",(855) 225-1609,,,,,,,,
Oct-83,2010,TOYOTA TUNDRA 4X2 DB,115069,5TFRM5F13AX005226,,,,,CAL AUTO OUTLET 4 CARS,"$13,000 ","2440 Elkhorn Blvd Rio Linda, CA 95673",(916) 238-6359,,,,
Oct-84,2011,TOYOTA TUNDRA 4X2 DB,23312,5TFRY5F1XBX103207,CASTLE AUTO GROUP,"$21,500 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,PUENTE HILL SUBARU,"$22,750 ","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
Oct-86,2013,KIA SORENTO FWD V6 SX,10025,5XYKW4A2XDG384237,,,,,STG AUTO GROUP,"$23,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
Oct-87,2010,CHEVROLET EQUINOX AWD 4C LT,57648,2CNFLEEW6A6355092,COURTSEY CHEVROLET CENTER,"$12,250 ","750 Camino Del Rio N San Diego, CA 92108",(619) 297-4340,CARMAX # 7195,"$12,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
Oct-88,2001,PORSCHE 911 CPE CARRERA,70565,WP0AA29951S621643,PORTERVILLE FORD,"$13,750 ","701 N Main St Porterville, CA 93257",(559) 784-6000,,,,,PORTERVILLE FORD,"$13,750 ","701 N Main St Porterville, CA 93257",(559) 784-6000
Oct-89,2009,TOYOTA RAV4 FWD 4C LIMITED,50956,JTMZF31V19D001519,,,,,CARMAX # 7195,"$13,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
Oct-90,2012,HONDA ODYSSEY EX-L,132469,5FNRL5H69CB041365,CASTLE AUTO GROUP,"$13,000 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,DELUXE AUTO DEALER LLC,"$13,250 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,
Oct-91,2007,MAZDA CX-7 GR TOURING,82416,JM3ER29L070147490,,,,,ANYTIME AUTO GROUP,"$7,500 ","4904 Van Nuys Blvd Sherman Oaks, CA 91403",(818) 510-0472,,,,
Oct-95,2006,DODGE CHARGER V6,71825,2B3KA43G06H530271,,,,,SOUTH CALI AUTO,"$7,300 ","501 S Coast Hwy, Oceanside, CA 92054",(760) 828-3203,,,,
Oct-96,2006,CHRYSLER 300 4X2 V8 C,141894,2C3KA63H66H464381,,,,,CHILPAS AUTO SALES,"$5,250 ",NA,NA,,,,
Oct-97,2008,HONDA CIVIC,160920,2HGFA16508H521003,,,,,ANGEL AUTO SALES,"$4,200 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
Oct-98,2010,TOYOTA PRIUS,94942,JTDKN3DU6A1295531,,,,,CLASSIC AUTO SALES INC,"$8,880 ","15620 State Route 92 # M Platte City, MO 64079",(816) 858-5456,,,,
10-100,2011,HONDA CIVIC EX,78352,2HGFA1F8XBH500502,FIRESIDE AUTOSALES,"$8,500 ","10313 San Fernando Rd, Pacoima, CA 91331",(818) 485-5418,,,,,,,,
,,,,,LOTUS AUTO SALES,"$9,500 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
10-102,2011,CHRYSLER 300 4X2 V6 LIMITED,49278,2C3CA5CGXBH559350,,,,,MONZA CAR,"$16,750 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
10-103,2007,AUDI A6 AWD V6 3.2L,97195,WAUDH74F07N063014,,,,,AUSTRA MOTORS,"$7,000 ","15626 Hawthorne Blvd Lawndale, CA 90260",(310) 973-0409,,,,
10-104,2005,AUDI A6 V6,126427,WAUDG74F05N101325,BLUE RIVER AUTO SALES LLC,"$4,600 ","108 W Main St Ste A Belgrade, MT 59714",(914) 813-1431,BLUE RIVER AUTO SALES LLC,"$4,600 ","108 W Main St Ste A Belgrade, MT 59714",(914) 813-1431,,,,
10-105,2010,BMW 328I 328I,43146,WBAPH5G59ANM34554,BALLERS ,"$13,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS ,"$13,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
10-106,2007,LANDROVER RANGE ROVER SPORT,65529,SALSK25447A109617,BALLERS ,"$16,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,AUTOMOTIVE IMPORTS,"$16,500 ",NOT APPLICABLE,NOT APPLICABLE,,,,
,,,,,AUTOMOTIVE IMPORTS,"$16,500 ",NOT APPLICABLE,NOT APPLICABLE,,,,,,,,
10-108,2013,LEXUS GS 350 4X2,51508,JTHBE1BL7D5011026,,,,,,,,,STG AUTO GROUP,"$25,500 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595
10-109,2014,LEXUS IS 250 4X2,41715,JTHBF1D26E5019136,,,,,SOUTH BAY FORD LINCOLN,"$26,000 ","5100 West Rosecrans Avenue Hawthorne, CA 90250",1-866-504-0615,,,,
10-110,2007,LEXUS IS 250 4X2,103713,JTHBK262172051446,BALLERS ,"$10,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,PREMIER AUTO SALES,"$11,800 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
,,,,,CORONA MOTORS INC,"$11,000 ","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,,,,,,,,
10-112,2003,LEXUS SC 430,81050,JTHFN48Y130045156,,,,,THE TRUCK/SUV CENTER,"$10,750 ","5301 Lake Murray Blvd La Mesa, CA 91942",(619) 668-0001,,,,
10-113,2008,BMW 750I 750I,100170,WBAHL83578DT12799,UNITED AUTOS,"$11,500 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,UNITED AUTOS,"$11,500 ","14555 1st Ave S Burien, WA 98168",(206) 258-2841,,,,
10-114,2006,SUBARU IMPREZA AWD STI,78825,JF1GD70606L514699,,,,,ICONIC MOTORS,"$20,500 ","2 California Ave,Pleasanton, CA 94566",(925) 484-4266,,,,
10-116,2008,SUBARU IMPREZA AWD,63555,JF1GH61668H812211,ULTIMATE AUTO SALES OF OREM LLC,"$9,500 ","1079 N State St, Orem, UT 84057
",888-264-2078,,,,,,,,
,,,,,AUTO GALLERY,"$8,500 ","2550 Wardlow Rd Corona, CA 92882",(951) 372-0008,,,,,,,,
10-117,2011,SUBARU FORSTR X PRM 2.5X PREM,75105,JF2SHADCXBH740575,EMOTORSWEST.COM SUPERSTORE IDAHO,"$14,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,EMOTORSWEST.COM SUPERSTORE IDAHO,"$14,750 ","5803 Cleveland Blvd, Caldwell, ID 83607",888-815-5211,,,,
10-118,2008,MAZDA MAZDA3,69675,JM1BK344481839088,,,,,SPECTRUM MOTORS LLC,"$7,750 ","1625 W 6th St Corona, CA 92882",(951) 270-0300,,,,
10-119,2007,HONDA CR-V FWD EX-L,104392,JHLRE38707C054664,,,,,DCH TOYOTA OF TORRANCE,"$9,000 ","2909 Pacific Coast Hwy Torrance, CA 90505",(310) 325-7500,,,,
10-120,2005,HONDA ELEMENT 4X4 LX,206310,5J6YH28315L014575,,,,,BEST NEW YORK CORP,"$3,000 ",NA,NA,,,,
10-121,2006,TOYOTA COROLLA CE,146428,1NXBR32EX6Z679474,,,,,CLASSIC AUTO SALES INC,"$3,000 ","15620 State Route 92 # M Platte City, MO 64079",(816) 858-5456,,,,
10-122,2011,MITSUBISHI ENDEAVOR AWD LS,87724,4A4JN2AS7BE010041,CLAY COOLEY MITSUBISHI,"$8,500 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626,,,,,CLAY COOLEY MITSUBISHI,"$8,500 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626
10-123,2012,HONDA FIT,87314,JHMGE8H50CC024380,,,,,PREMIER AUTO SALES,"$10,000 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
10-124,2006,PONTIAC GTO,87830,6G2VX12U36L519355,GRAND AUTOLAND,"$12,250 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,CARMAX # 7195,"$13,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,DIRECT AUTO SALES INC,"$12,000 ","21515 Mission Blvd Hayward, CA 94541",(510) 886-1030,,,,,,,,
,,,,,LAS VEGAS MOTORCARS,"$13,250 ","4200 W Russell Rd Ste 109 Las Vegas, NV 89118",(702) 463-9700,,,,,,,,
10-125,2012,TOYOTA COROLLA S,46660,5YFBU4EE4CP038950,,,,,,,,,,,,
10-126,2010,CHEVROLET COLORADO 4X2 CR LT W/1LT,94116,1GCDSCDE5A8101461,,,,,WESTERN MOTORS/AIDE RENT A CAR,"$12,500 ",N/A,N/A,,,,
10-127,2008,CHEVROLET COLORADO 4X2 EX LT W/1LT,100202,1GCCS19E488133109,,,,,CARMAX # 7195,"$9,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
10-128,2001,TOYOTA TACOMA 4X2 EX,111693,5TEVL52N71Z747535,FALLBROOK MOTORS,"$10,000 ","213 W Elder St Fallbrook, CA 92028",(760) 728-7100,TED MILES MOTORS,"$10,250 ","7380 Camino Real Atascadero, CA 93422",805-466-2411,,,,
,,,,,TED MILES MOTORS,"$10,250 ","7380 Camino Real Atascadero, CA 93422",805-466-2411,,,,,,,,
