S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
10,2002,VOLVO S60 FWD 5C,YV1RS58DX22099420,141313,,,,,HOA FINANCIA SERVICES,"$1,250 ",,,,,,
11,2001,HONDA CIVIC,1HGEM22961L085820,127684,,,,,760 AUTO COUTURE,"$1,450 ","1105 N Gene Autry Trl Palm Springs, CA 92262",(760) 272-5451,,,,
12,2003,HONDA ELEMENT 4X4 EX,5J6YH28533L001518,132469,BLUE RIVER AUTO SALES LLC,"$4,300 ","108 W Main St Ste A Belgrade, MT 59714",(914) 813-1431,J & T TOWING,"$4,800 ",n/a,n/a,,,,
13,1989,TOYOTA PICKUP 4X2 DX,JT4RN81P9K5040943,232339,,,,,COMO TU AUTO SALES INC,$800 ,"2310 Saldina Cir Corona, California 92879-7730",(951) 893-1872,,,,
14,2007,SUZUKI FORENZA,KL5JD56Z67K638592,86890,DESERT AUTO DEALER,"$1,150 ","74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300,JNB MOTOR INC,"$1,200 ","1211 W Valley Blvd Alhambra, CA 91803",(626) 308-0006,,,,
15,2003,BMW MINI,WMWRC33473TC45024,222611,,,,,BARBAS AUTO INC,"$1,500 ","1655 E 6th St Corona, CA 92879",Not mentioned,,,,
16,2011,TOYOTA CAMRY 4C LE,4T4BF3EK1BR094695,146638,,,,,MARQUINAS ENTERPRISES,"$5,500 ",Not applicable,Not applicable,,,,
17,1990,TOYOTA 4 RUNNER 4X4 SR5,JT3VN39W6L0046733,157686,,,,,BARBAS AUTO INC,$950 ,"1655 E 6th St Corona, CA 92879",Not mentioned,,,,
18,2003,TOYOTA HIGHLNDR FWD V6,JTEGF21A830120709,233942,E AND H AUTO WHOLESALE,"$4,400 ","7119 Laurel Canyon Blvd
North Hollywood, CA 91605",(818) 503-0122,SUN CITY AUTO SALES INC,"$4,500 ","1451 Rocky Ridge Drive # 2007 Roseville, CA 95661",916-788-1058,,,,
19,1997,SUBARU LEGACY,4S3BG6854V7614412,127264,BLUE RIVER AUTO SALES LLC,"$1,400 ","108 W Main St Ste A Belgrade, MT 59714",(914) 813-1431,BLUE RIVER AUTO SALES LLC,"$1,400 ","108 W Main St Ste A Belgrade, MT 59714",(914) 813-1431,,,,
20,2005,DODGE MAGNUM 4X2 V8 R/T,2D8GV58255H550236,88648,,,,,CACTUS JACKS AUTOS,"$6,400 ",Not applicable,Not applicable,,,,
21,1999,FORD RANGER 4X2 EXT XLT,1FTYR14V2XPA93125,196443,,,,,CAMEX AUTO SALE,"$2,300 ",Not applicable,Not applicable,,,,
22,2005,JEEP LIBERTY 4X2 V6 LIMITED,1J8GK58K65W539960,143110,,,,,B & S AUTO SALES INC,"$3,000 ","2500 W Orangethorpe Ave, Fullerton, CA 92833",(714) 525-5033,,,,
23,2003,CHEVROLET 1500 SLV 4X2 EX,2GCEC19T531206262,217012,,,,,MILHAS AUTO SALES,"$1,800 ",NA,NA,,,,
24,2003,MERCEDES C230K KOMPRESSOR,WDBRN40J93A494459,89333,OC AUTO GROUP,"$4,000 ","13750 Beach Blvd Westminster, CA 92683",(714) 895-0033,EZ CARS 101 LLC,"$3,900 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
,,,,,EZ CARS 101 LLC,"$3,900 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
26,2006,AUDI A4 FWD 4C 2.0T,WAUAF78E56A207365,192317,,,,,BARBAS AUTO INC,"$2,250 ","1655 E 6th St Corona, CA 92879",Not mentioned,,,,
27,2001,LEXUS IS300,JTHBD182310020381,183638,WIN WIN AUTO SALES INC,,Not applicable,Not applicable,ABC AUTO SALES,"$1,600 ","2148 N Wilson Way Stockton, CA 95205",(209) 463-3226,,,,
28,2001,SUZUKI GRAND V 4X4,JS3TD62V714159641,117778,,,,,BARBAS AUTO INC,$750 ,"1655 E 6th St Corona, CA 92879",Not mentioned,,,,
29,2006,TOYOTA AVALON,4T1BK36B16U074120,136642,,,,,DOLLAR BILL AUTO SALES INC,"$6,300 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
30,2006,SUBARU FORESTER AWD X,JF1SG63696H727371,128418,STUNNING AUTO,"$5,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,EZ CARS 101 LLC,"$5,600 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,
,,,,,EZ CARS 101 LLC,"$5,600 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
31,2002,AUDI TT AWD,TRUWT28N521020423,98377,MIDNIGHT EURO AUTOMOTIVE GROUP LLC,"$4,400 ","1590 N Main St Layton, UT 84041",(801) 820-6756,DIAMOND MOTOR CARS INC,"$5,000 ","9601 Artesia Blvd Bellflower, CA 90706",(562) 920-1777,,,,
,,,,,EZ CARS 101 LLC,"$4,900 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
32,2006,BUICK LUCERNE V8 CXS,1G4HE57Y26U168104,74139,,,,,AUTO ACTION,"$3,400 ","5801 Fairmount Ave San Diego, CA 92120",(619) 281-3333,,,,
33,2006,FORD MUSTANG V6 CNV,1ZVHT84N865115744,13179,PACIFIC MOTORCARS,"$9,100 ","16828 S Main St Gardena, CA 90248",(310) 515-1120,PACIFIC MOTORCARS,"$9,100 ","16828 S Main St Gardena, CA 90248",(310) 515-1120,,,,
34,2001,CHEVROLET BLAZER 4X4 LS,1GNDT13WX1K219057,128970,,,,,AL Q USED CARS LLC,"$1,200 ","5055 Sierra St Riverside, CA 92504",Not mentioned,,,,
35,2001,ISUZU RODEO 4X2 V6,4S2CK58WX14312709,78541,WIN WIN AUTO SALES INC,$700 ,Not applicable,Not applicable,CARPOWER TRADING INC,$700 ,"1678 W Broadway Ste 211 Anaheim, CA 92802-1112", 323-762-0742,,,,
36,2006,INFINITI M35 4X2,JNKAY01E96M106373,149212,ELEVATION MOTORSPORTS,"$4,300 ","11100 W 8th Ave Lakewood, CO 80215",(303) 963-5922,JENNYS AUTO ,"$6,400 ","575 S. Atlantic Blvd Los Angeles, CA 90022-2621",(323) 268-9484,,,,
37,2007,LEXUS IS 250 4X2,JTHBK262472027397,142202,BALLERS,"$8,100 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$8,100 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
38,2006,BMW 330I,WBAVB33556KS32144,129026,BALLERS,"$7,200 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$7,200 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
,,,,,STUNNING AUTO,"$6,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
39,2004,TOYOTA 4RUNNER 4X2 V6 SR5 SPORT,JTEZU14R848015438,155044,ZUBES IMPORT AUTO SALES,"$5,900 ","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,ZUBES IMPORT AUTO SALES,"$5,900 ","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,
,,,,,EZ CARS 101 LLC,"$5,400 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
40,2003,TOYOTA MATRIX FWD XR,2T1KR32E53C037709,176048,,,,,COMO TU AUTO SALES INC,"$1,700 ","2310 Saldina Cir Corona, California 92879-7730",(951) 893-1872,,,,
41,2011,TOYOTA PRIUS II,JTDKN3DU8B1318678,107502,PRESTIGE AUTO,"$7,100 ","2683 Wardlow Road , Corona , CA 92882",951-403-6500,B & S AUTO SALES INC,"$7,700 ","2500 W Orangethorpe Ave, Fullerton, CA 92833",(714) 525-5033,,,,
,,,,,AUTOFORZA,"$7,400 ","7633 El Cajon Blvd Ste 217
La Mesa, CA 91941",(619) 460-0156,,,,,,,,
42,2007,LEXUS GX 470,JTJBT20X470139080,162238,,,,,AUTO GALLERY LLC,"$9,800 ",2327 S MAIN ST. SANTA ANA CA 92707,714-540-4050,,,,
43,2005,HONDA CIVIC,1HGES16345L003367,168165,,,,,COMO TU AUTO SALES INC,"$2,550 ","2310 Saldina Cir Corona, California 92879-7730",(951) 893-1872,,,,
44,2005,HONDA ODYSSEY EX,5FNRL38495B100548,82514,PRECISION INCORPORATED,"$7,400 ",N/A,N/A,PRECISION INCORPORATED,"$7,400 ",N/A,N/A,,,,
45,2001,TOYOTA TACOMA 4X2 EX PRERUNNER,5TESM92N51Z879202,194869,ZUBES IMPORT AUTO SALES,"$5,400 ","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,MAGIC AUTO CENTER OF RESEDA,"$6,100 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
,,,,,BEST QUALITY AUTO SALES,"$6,000 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,,,,,,,,
46,2007,TOYOTA CAMRY 4C LE,4T1BE46K17U019634,100685,,,,,LA MESA AUTO SALES INC,"$6,500 ","2851 E Gage Ave Huntington Park, CA 90255-4353",(323) 581-0672,,,,
47,2006,TOYOTA 4RUNNER 4X2 V6,JTEZU14R160068936,155931,EZ CARS 101 LLC,"$8,000 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,ZUBES IMPORT AUTO SALES,"$8,100 ","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,
,,,,,ZUBES IMPORT AUTO SALES,"$8,100 ","2974 S Higuera St San Luis Obispo, CA 93401",(805) 541-9823,,,,,,,,
48,2006,MAZDA MAZDA3 S,JM1BK324X61419934,137600,CARS DIRECT INC,"$3,500 ","1716 E Fremont St Las Vegas, NV 89101",(702) 382-5623,ANYTIME AUTO GROUP,"$4,400 ","4904 Van Nuys Blvd Sherman Oaks, CA 91403",(818) 510-0472,,,,
49,2005,TOYOTA CAMRY 4C LE,4T1BE32K35U427940,94019,,,,,HEBREOS AUTO SALES INC,"$4,800 ","3510 S Western Ave, Los Angeles, CA 90018",(323) 766-0723,,,,
50,2005,JEEP LIBERTY 4X2 V6 LIMITED,1J4GK58K35W579835,116814,,,,,ANYTIME AUTO GROUP,"$3,600 ","4904 Van Nuys Blvd Sherman Oaks, CA 91403",(818) 510-0472,,,,
51,2006,CHRYSLER TOWN & COUN LWB TOURING,2A4GP54L36R728951,141263,,,,,ALBA MOTOR CO OF SAN DIEGO,"$1,700 ","1480 Heritage Rd, San Diego, CA 92154",(619) 671-3759,,,,
52,2005,NISSAN SENTRA 1.8 S,3N1CB51D75L472070,121602,,,,,,,,,ROYAL MOTORS,"$1,550 ","16575 E 14th St San Leandro, CA 94578",(510) 276-4811
53,2008,MINI COOPER,WMWRF33568TG18660,120477,,,,,,,,,SUPREME AUTO GROUP LLC,"$2,200 ","1027 Alabama St  Vallejo, CA 94590",(707) 372-8705
54,2000,SUBARU FORESTER AWD S,JF1SF6559YH708247,136654,PRESTIGIOUS AUTOMOTIVE INC,"$2,300 ","3517 Del Rey St Ste 103 San Diego, CA 92109",(858) 274-3491,PRESTIGIOUS AUTOMOTIVE INC,"$2,300 ","3517 Del Rey St Ste 103 San Diego, CA 92109",(858) 274-3491,,,,
,,,,,DESERT IMPORT/EXPORT AUTO SALES,"$1,300 ","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,,,,,
,,,,,GOLD RUSH AUTO WHOLESALE,"$2,200 ","4071 N Valentine Ste 105 Fresno, CA 93722",(559) 260-2354,,,,,,,,
55,2001,CHEVROLET 1500 SUB 4X2 V8 LT,1GNEC16T61J220671,222807,,,,,,,,,TOP NOTCH MOTORS INC,"$1,000 ","438 East Katella Ave #234, Orange, CA 92867",(657) 223-8142
56,2005,TOYOTA PRIUS,JTDKB20U453009680,229974,,,,,AZIZI AUTO SALES,"$1,900 ","42559 6th St E Lancaster, CA 93535",(661) 886-5134,,,,
57,2007,FORD MUSTANG V8 CPE GT,1ZVHT82H375324291,146045,,,,,OCEAN IMPORTS,"$4,300 ","15601 Producer Lane Huntington Beach, CA 92649",(714) 891-9355,,,,
58,2004,FORD EXPEDIT 4X2 V8 ED BAUER,1FMRU17W64LA86748,140999,,,,,,,,,GT AUTO SALES,"$2,300 ","690 Noble St, Madera, CA 93637",(559) 673-9900
59,2005,TOYOTA PRIUS,JTDKB20U953003440,299999,,,,,,,,,MPG AUTO SALES,"$1,600 ",NA,NA
60,1997,INFINITI Q45,JNKBY31A4VM300309,146450,,,,,,,,,PRIORITY ONE MOTORS INC,$750 ,"7207 Evergreen Way # B Everett, WA 98203",(425) 348-4696
61,2002,TOYOTA CAMRY V6 SE,JTDBF32K720069794,198168,,,,,IVAN AUTO SALES INC,"$1,500 ","3114 45th St Ste 6 West Palm Beach, FL 33407",(561) 844-4447,,,,
62,2007,FORD F150 4X2 CR XLT,1FTRW12W07KC85181,229036,,,,,JPJ AUTO INC,"$3,400 ","2801 E Cesar E Chavez Ave,Los Angeles, CA 90033",(323) 261-0377,,,,
63,2008,TOYOTA PRIUS,JTDKB20U987728324,242692,,,,,SAM AUTO DEALERSHIP,"$2,450 ",NA,NA,,,,
64,2003,CHEVROLET 1500 SLV 4X2 EX,1GCEC19X63Z359548,221185,,,,,DREAMERS AUTO SALES,"$2,500 ","3808 Baldwin Blvd Corpus Christi, TX 78405",(361) 888-7792,,,,
65,2003,HONDA PILOT AWD,2HKYF18613H608083,0,,,,,COMO TU AUTO SALES INC,"$2,350 ","2310 Saldina Cir Corona, California 92879-7730",(951) 893-1872,,,,
66,2001,FORD F150 4X2 RG XL,1FTZF17291KA11247,138088,,,,,,,,,MARQUINAS ENTERPRISES,$900 ,Not applicable,Not applicable
67,2002,FORD EXPLORER 4X2 V6 XLT,1FMZU63K32UD56879,201884,J&G ENTERPRISES,$600 ,"114 S 9th Ave Ste A La Puente, CA 91746",(626) 961-4002,J&G ENTERPRISES,$600 ,"114 S 9th Ave Ste A La Puente, CA 91746",(626) 961-4002,,,,
68,2009,FORD F150 4X2 RG XL,1FTRF12W39KA68419,99372,DRIVETIME ,"$7,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,,DRIVETIME ,"$7,500 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630
69,1995,TOYOTA 4RUNNER 4X4 V6 SR5,JT3VN39WXS0189618,163242,,,,,WWRA,$900 ,"10870 Lovett Rd Baton Rouge, LA 70818",(225) 261-2837,,,,
70,2001,FORD EXPEDIT 4X2 V8 ED BAUER,1FMRU17WX1LB18774,165137,,,,,,,,,WIN WIN AUTO SALES INC,$800 ,Not applicable,Not applicable
