LIBERTY CARS AND TRUCKS," 600 Freeman Ln, Grass Valley, CA 95949",+1 530-477-5454
,,,2005,JEEP CHEROKEE 4X4 V8 LIMITED,108848,1J8HR58N25C575513,"$7,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2007,GMC CANYON 4X2 CR SLT,188376,1GTCS13EX78126088,"$6,900 ",SOLD,1/29/2016 12:11:27 PM
,,,2006,MAZDA MAZDA5 TOURING,136289,JM1CR23LX60101745,"$2,900 ",SOLD,1/29/2016 12:11:27 PM
,,,2007,JEEP CHEROKEE 4X4 V6 LAREDO,108857,1J8GR48K07C640681,"$6,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2006,SCION TC,153051,JTKDE177860070732,"$2,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2004,NISSAN MURANO FWD SL,179751,JN8AZ08T54W225076,"$2,700 ",IFSALE,1/29/2016 12:11:27 PM
EZ AUTO SALES RENTAL,"6747 Mission St Daly City, CA 94014",(650) 755-0134
,,,1998,TOYOTA CAMRY LE,256176,JT2BG28K3W0241509,"$650 ",SOLD,1/29/2016 12:11:27 PM
,,,2006,MAZDA MAZDA6 S,132957,1YVHP80D065M41181,"$1,900 ",IFSALE,1/29/2016 12:11:27 PM
,,,2007,MERCEDES C230WZ,131832,WDBRF52H77F854138,"$3,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2005,TOYOTA PRIUS,162770,JTDKB20U053051957,"$3,500 ",ONLINE,1/29/2016 12:11:27 PM
,,,2002,HONDA CIVIC LX,178407,2HGES15592H554860,"$1,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2003,TOYOTA RAV4 FWD,154079,JTEGH20V130082951,"$3,900 ",ONLINE,1/29/2016 12:11:27 PM
CAR POWER AUTO SALES,"1325 E Truxtun Ave Bakersfield, CA 93305",(661) 695-2321
,,,2006,DODGE DAKOTA 4X2 QD SLT,189797,1D7HE48N96S634101,"$3,500 ",ONLINE,1/29/2016 12:11:27 PM
,,,2004,CHEVROLET CORVETTE,83082,1G1YY22G445121097,"$12,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2007,GMC CANYON 4X2 CR SLT,188376,1GTCS13EX78126088,"$6,400 ",ONLINE,1/29/2016 12:11:27 PM
,,,2002,HONDA CIVIC LX,178407,2HGES15592H554860,"$1,300 ",ONLINE,1/29/2016 12:11:27 PM
,,,2005,MINI COOPER S,81121,WMWRE33475TG95320,"$5,600 ",ONLINE,1/29/2016 12:11:27 PM
PUENTE HILLS SABARU,"17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814
,,,2013,FORD EDGE FWD V6 SEL,78980,2FMDK3JC7DBA65093,"$13,800 ",SOLD,1/29/2016 12:11:27 PM
,,,2013,TOYOTA HIGHLNDR 4X4 V6 SE,75807,5TDBK3EH0DS203315,"$22,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,INFINITI G37 4X2 BASE,25637,JN1CV6EK5CM420655,"$18,750 ",IFSALE,1/29/2016 12:11:27 PM
,,,2006,BMW 3 SERIES M3,34276,WBSBR93466PK11794,"$21,250 ",IFSALE,1/29/2016 12:11:27 PM
LUXURY MOTORSPORTS,"2141 E Bell Rd Phoenix, AZ 85022",(602) 569-1400
,,,2013,BMW 328I CPE 328I,62219,WBAKE3C57DE771693,"$16,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2013,BMW 328I 328I,60860,WBA3C1C52DF437340,"$17,750 ",ONLINE,1/29/2016 12:11:27 PM
,,,2013,BMW 328I 328I,30051,WBA3C1G54DNR46989,"$18,750 ",ONLINE,1/29/2016 12:11:27 PM
,,,2013,BMW 535IA 535I AUTO,72231,WBAFR7C57DC818052,"$22,500 ",SOLD,1/29/2016 12:11:27 PM
AUTO RESOURCES INC,"200 West Main Street Merced, CA 95340",209-383-4990
,,,2012,CHEVROLET CAPT SPT AWD V6 LTZ,94194,3GNFL4E54CS585974,"$9,600 ",ONLINE,1/29/2016 12:11:27 PM
,,,2006,NISSAN ARMADA 4X2 LE,120875,5N1AA08A86N704730,"$6,800 ",SOLD,1/29/2016 12:11:27 PM
,,,2007,LEXUS IS 250 AWD,115405,JTHCK262772016673,"$10,300 ",SOLD,1/29/2016 12:11:27 PM
,,,2004,CHEVROLET CORVETTE,83082,1G1YY22G445121097,"$12,900 ",ONLINE,1/29/2016 12:11:27 PM
BALLERS,"700 S La Brea Inglewood, CA 90301",(424) 732-8504
,,,2007,LEXUS IS 250 4X2,138782,JTHBK262475035286,"$8,100 ",ONLINE,1/29/2016 12:11:27 PM
,,,2010,LINCOLN NAVIGATOR 4X2,100590,5LMJJ2H57AEJ10571,"$17,300 ",ONLINE,1/29/2016 12:11:27 PM
,,,2007,BMW 328I,99525,WBAWV13547PK48436,"$9,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2006,BMW 330I,62844,WBAVB33596KS37010,"$9,400 ",ONLINE,1/29/2016 12:11:27 PM
BEVERLY HILLS UNIQUE SPORTS CARS,"1416 S La Brea Ave Los Angeles, CA 90019",(323) 935-2985
,,,2012,BMW 740I 740I,41829,WBAKA4C52CDX20222,"$33,500 ",ONLINE,1/29/2016 12:11:27 PM
,,,2012,MINI COOPER,12779,WMWSU3C51CT540270,"$10,000 ",ONLINE,1/29/2016 12:11:27 PM
,,,2013,MINI COOPER,46166,WMWSU3C51DT678201,"$10,600 ",ONLINE,1/29/2016 12:11:27 PM
CAMACHO AUTO SALES INC,"44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609
,,,2014,NISSAN SENTRA FE+ S,39624,3N1AB7AP2EY248799,"$9,800 ",SOLD,1/29/2016 12:11:27 PM
,,,2004,HYUNDAI SANTA FE FWD V6 GLS,76414,KM8SC13D64U840248,"$3,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2003,BUICK PARK AVENUE ULTRA,78777,1G4CU541434131880,"$3,400 ",SOLD,1/29/2016 12:11:27 PM
JOHNNYS MOTORS INC,"1635 W 5th St Santa Ana, CA 92703",(714) 540-1488
,,,2005,FORD F150 4X2 CR XLT,188753,1FTPW12585KB73207,"$5,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2008,HONDA FIT SPORT,129332,JHMGD38648S016908,"$4,800 ",SOLD,1/29/2016 12:11:27 PM
,,,2006,NISSAN MAXIMA 3.5 SE,148242,1N4BA41E96C819688,"$3,300 ",SOLD,1/29/2016 12:11:27 PM
ONLINE AUTOMOTIVE GROUP LLC,"23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060
,,,2009,LEXUS IS 250 4X2,55120,JTHBK262895106007,"$16,400 ",ONLINE,1/29/2016 12:11:27 PM
,,,2012,INFINITI G37 4X2 JOURNEY,19854,JN1CV6AP4CM934532,"$18,250 ",IFSALE,1/29/2016 12:11:27 PM
,,,2012,INFINITI G37 4X2 BASE,17019,JN1CV6FE7CM202709,"$25,500 ",ONLINE,1/29/2016 12:11:27 PM
RT AUTO SALES INC,"9910 S Figueroa St, Los Angeles, CA 90003",(323) 754-9590
,,,2003,SUBARU IMPREZA AWD WRX,89480,JF1GD29673G504553,"$9,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2000,CADILLAC ELDORADO TOUR ETC,83111,1G6ET1290YU146940,"$1,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2006,BMW 325I,95813,WBAVB13516PT21846,"$5,800 ",SOLD,1/29/2016 12:11:27 PM
DRIVETIME,"3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630
,,,2011,FORD EDGE FWD V6 SE,72232,2FMDK3GC8BBB35138,"$10,200 ",SOLD,1/29/2016 12:11:27 PM
,,,2010,FORD FOCUS SE,59732,1FAHP3FN2AW292242,"$6,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2010,VOLKSWAGEN PASSAT 2.0 T,85451,WVWJM7AN0AE153218,"$7,600 ",SOLD,1/29/2016 12:11:27 PM
KARPLUS WAREHOUSE INC,"10103 San Fernando Rd Pacoima, CA 91331",(888) 379-8896
,,,2005,FORD 350 DRW 4X2 CR XL,102195,1FTWW32PX5EA25180,"$11,100 ",SOLD,1/29/2016 12:11:27 PM
,,,2008,BMW 328I 328I,110103,WBAVC57538NK78334,"$5,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,MINI COUNTRYMAN FWD S,35500,WMWZC3C58CWL87869,"$13,750 ",SOLD,1/29/2016 12:11:27 PM
"CITY AUTO SALES, LLC","400 North Johnson Ave El Cajon, CA 92020",(619) 588-4349
,,,2010,LINCOLN NAVIGATOR 4X2,100590,5LMJJ2H57AEJ10571,"$17,200 ",ONLINE,1/29/2016 12:11:27 PM
,,,2011,AUDI A4 FWD 2.0T PRM,59668,WAUAFAFL1BN011957,"$13,400 ",ONLINE,1/29/2016 12:11:27 PM
,,,2014,NISSAN MAXIMA 3.5 S,11350,1N4AA5AP1EC476134,"$16,500 ",ONLINE,1/29/2016 12:11:27 PM
FAMILY AUTO SALES,"933 S Western Ave Los Angeles, CA 90006",(213) 507-8432
,,,2006,FORD RANGER 4X2 EX SPORT,87835,1FTYR44E66PA24986,"$8,900 ",SOLD,1/29/2016 12:11:27 PM
,,,2010,FORD FOCUS SE,59732,1FAHP3FN2AW292242,"$7,100 ",SOLD,1/29/2016 12:11:27 PM
DUANE AUTO SALE LLC,NA,NA
,,,2000,FORD F150 4X2 EX XL,366506,1FTRX17W8YKA39910,"$1,450 ",SOLD,1/29/2016 12:11:27 PM
,,,1996,BMW 328I 328I,182780,WBACD4327TAV41144,"$650 ",SOLD,1/29/2016 12:11:27 PM
A & B MOTOR CARS INC,"2748 E Colorado Blvd Pasadena, CA 91107",(626) 796-8899
,,,2012,BMW 328I CPE 328I,62149,WBAKE5C5XCE755868,"$15,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2009,VOLKSWAGEN JETTA 5C S,74512,3VWJZ71K99M089044,"$3,000 ",SOLD,1/29/2016 12:11:27 PM
DESERT IMPORT/EXPORT AUTO SALES,"74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285
,,,2003,FORD EXPEDIT 4X2 V8 ED BAUER,134804,1FMRU17WX3LA78554,"$2,200 ",SOLD,1/29/2016 12:11:27 PM
,,,2001,BMW 325CIC,112989,WBABS33471JY50638,"$3,800 ",SOLD,1/29/2016 12:11:27 PM
H GROUP TRADING,"3509 Kansas St,West Covina,  CA  91792",(626) 216-2749
,,,2014,TOYOTA TUNDRA 4X4 CR 1794EDITIO,47156,5TFAY5F15EX391414,"$36,250 ",SOLD,1/29/2016 12:11:27 PM
,,,2003,TOYOTA COROLLA LE,189463,1NXBR32E73Z043042,"$2,200 ",ONLINE,1/29/2016 12:11:27 PM
ALL ABOUT AUTO WHOLESALE LLC,Not applicable,Not applicable
,,,2004,FORD F150 4X4 CR LARIAT,123576,1FTPW14514KC95693,"$8,400 ",SOLD,1/29/2016 12:11:27 PM
,,,2009,LEXUS RX 350 FWD,84903,2T2GK31U49C066402,"$14,900 ",SOLD,1/29/2016 12:11:27 PM
BEEMER HAUS LLC,"1900 N Scottsdale Rd Tempe, AZ 85281",(480) 485-9294
,,,2012,BMW 740I 740I,41829,WBAKA4C52CDX20222,"$33,000 ",ONLINE,1/29/2016 12:11:27 PM
,,,2011,BMW 328I 328I,34744,WBAPH5G52BNM75304,"$14,750 ",ONLINE,1/29/2016 12:11:27 PM
VALPARAISO MOTORS INC,"11203 Garvey Ave El Monte, CA 91733",(626) 401-9577
,,,2011,SCION XB,58644,JTLZE4FE0B1140215,"$10,200 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,HONDA CIVIC EX-L,92457,19XFB2F93CE366357,"$10,800 ",SOLD,1/29/2016 12:11:27 PM
"SURF CITY NISSAN ","17331 Beach Blvd Huntington Beach, CA 92647
",(714) 500-6010
,,,2015,HONDA ACCORD 4C SPORT,6442,1HGCR2F5XFA020472,"$19,600 ",ONLINE,1/29/2016 12:11:27 PM
,,,2014,NISSAN MAXIMA 3.5 S,11350,1N4AA5AP1EC476134,"$16,250 ",ONLINE,1/29/2016 12:11:27 PM
CAR LUX INC,"843 S La Brea Ave Inglewood, CA 90301",(310) 412-9072
,,,2006,LEXUS IS 350,129116,JTHBE262062000297,"$9,900 ",SOLD,1/29/2016 12:11:27 PM
,,,2009,PORSCHE CAYENNE V8 S,39980,WP1AB29PX9LA40512,"$22,000 ",SOLD,1/29/2016 12:11:27 PM
CARMAX # 7129,"6100 Auto Center Dr Buena Park, CA 90621",(714) 523-2667
,,,2015,HONDA ACCORD 4C SPORT,6442,1HGCR2F5XFA020472,"$19,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,INFINITI G37 4X2 BASE,17019,JN1CV6FE7CM202709,"$25,750 ",IFSALE,1/29/2016 12:11:27 PM
LRG MOTORS LLC,"1551 W. 13th St. Unit 112,Upland, CA 91786",888-729-4085
,,,2004,HYUNDAI SANTA FE FWD V6 GLS,76414,KM8SC13D64U840248,"$3,100 ",ONLINE,1/29/2016 12:11:27 PM
,,,2003,BMW 325I,70020,WBAAZ33483KP81821,"$3,600 ",ONLINE,1/29/2016 12:11:27 PM
MIKES AUTO SALES,"529 El Camino Real San Bruno, CA 94066",(650) 827-9700
,,,2007,CADILLAC ESC EXT AWD CR,132557,3GYFK62827G260085,"$17,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,BUICK ENCLAVE FWD LEATHER,101034,5GAKRCED4CJ245556,"$14,700 ",SOLD,1/29/2016 12:11:27 PM
LEXUS OF PLEASANTON,"4345 Rosewood Drive Pleasanton, CA 94588 b/t Old Santa Rita Rd & Santa Rita Rd",(925) 918-6996
,,,2009,MERCEDES-B S-CLASS S550,29168,WDDNG71X99A274994,"$32,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2011,BMW 328I 328I,34744,WBAPH5G52BNM75304,"$15,000 ",SOLD,1/29/2016 12:11:27 PM
SOUTHERN FINANCIAL,NA,NA
,,,2013,MINI COOPER,45534,WMWSU3C50DT549124,"$8,700 ",SOLD,1/29/2016 12:11:27 PM
,,,2012,MINI COOPER,12779,WMWSU3C51CT540270,"$10,100 ",SOLD,1/29/2016 12:11:27 PM
AUTO WAY,"41785 Enterprise Cir Ste C Temecula, CA 92590",(951) 296-1233
,,,2008,HYUNDAI ELANTRA GLS,89106,KMHDU46DX8U327352,"$3,600 ",ONLINE,1/29/2016 12:11:27 PM
,,,1998,FORD EXPEDIT 4X2 V8 ED BAUER,173212,1FMRU17L9WLB13062,"$900 ",ONLINE,1/29/2016 12:11:27 PM
AUTO SOURCE UNLIMITED LLC,"760 S. Frontage Rd.  Nipomo, CA 93444",805-225-6400
,,,2010,VOLKSWAGEN PASSAT 2.0 T,85451,WVWJM7AN0AE153218,"$7,700 ",ONLINE,1/29/2016 12:11:27 PM
,,,2007,SATURN AURA V6 XR,110503,1G8ZV57707F317934,"$5,500 ",SOLD,1/29/2016 12:11:27 PM
MONZA CAR,"14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770
,,,2009,LEXUS IS 250 4X2,55120,JTHBK262895106007,"$15,700 ",ONLINE,1/29/2016 12:11:27 PM
,,,2009,MERCEDES-B S-CLASS S550,29168,WDDNG71X99A274994,"$31,750 ",ONLINE,1/29/2016 12:11:27 PM
D & C MOTORZ INC,"2627 SE Holgate Blvd, Portland, OR 97202",(503) 719-5038
,,,2012,BMW X5 35D 35D,17676,5UXZW0C50CL674289,"$31,000 ",ONLINE,1/29/2016 12:11:27 PM
,,,2012,BMW 740LI 740LI,63832,WBAKB4C50CC577032,"$25,000 ",SOLD,1/29/2016 12:11:27 PM
K & S AUTO SALES,"3231 India St San Diego, CA 92103",(619) 683-9300
,,,2013,BMW 535IA 535I AUTO,54385,WBAFR7C53DC821255,"$27,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2013,BMW 528IA 528I AUTO,62830,WBAXG5C57DDY32641,"$21,000 ",SOLD,1/29/2016 12:11:27 PM
STG AUTO GROUP,"1153 W Holt Blvd Ontario, CA 91762",(909) 984-65956
,,,2013,BMW 328I 328I,60860,WBA3C1C52DF437340,"$17,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2015,HONDA ACCORD 4C EX,4417,1HGCR2F77FA162313,"$19,000 ",SOLD,1/29/2016 12:11:27 PM
ABRAMOVICH MOTORS,"27941 Jefferson Ave Temecula, CA 92590",(951) 500-4862
,,,2013,BMW 535IA 535I AUTO,43853,WBAFR7C54DC819594,"$27,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2013,BMW 328I 328I,30051,WBA3C1G54DNR46989,"$18,750 ",SOLD,1/29/2016 12:11:27 PM
BARSTOW AUTO SALES,"1016 Barstow Ave Clovis, CA 93612",(559) 325-3104
,,,2007,FORD EDGE FWD SUV SEL,146760,2FMDK38C47BA54109,"$5,500 ",SOLD,1/29/2016 12:11:27 PM
,,,2009,AUDI A4 FWD 4C 2.0T PRM +,146763,WAUCF78K19N047626,"$5,000 ",SOLD,1/29/2016 12:11:27 PM
JP MOTORS LLC,"18 Lucy St Woodbridge, CT 06525",(203) 387-6894
,,,2006,MAZDA MAZDA5 TOURING,136289,JM1CR23LX60101745,"$2,800 ",ONLINE,1/29/2016 12:11:27 PM
,,,2007,MAZDA MAZDA3 S,153862,JM1BK344371604194,"$2,800 ",SOLD,1/29/2016 12:11:27 PM
ARIZONA FINE CARS LLC,"7000 E McDowell Rd, Scottsdale, AZ 85257",888-259-7351
,,,2014,BMW 328I 328I,20737,WBA3C1C59EK114542,"$21,000 ",SOLD,1/29/2016 12:11:27 PM
,,,2011,BMW 328I 328I,34744,WBAPH5G52BNM75304,"$15,250 ",ONLINE,1/29/2016 12:11:27 PM
AUTO MART USA,"4199 Union Ave Bakersfield, CA 93305",(661) 864-7990
,,,2007,LEXUS IS 250 4X2,138782,JTHBK262475035286,"$8,500 ",ONLINE,1/29/2016 12:11:27 PM
ANGEL GREEN AUTO,"4939 E Olympic Blvd, Los Angeles, CA 90022",(323) 264-0440
,,,2003,TOYOTA COROLLA LE,189463,1NXBR32E73Z043042,"$2,400 ",ONLINE,1/29/2016 12:11:27 PM
AUTOHAUS,"386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193
,,,2002,HONDA CIVIC LX,178407,2HGES15592H554860,"$1,900 ",SOLD,1/29/2016 12:11:27 PM
TYACKE MOTORS,"1690 W Center St Provo, UT 84601","
(801) 373-4445"
,,,2005,FORD F250 4X4 CR LARIAT,20158,1FTSW21Y65EA41380,"$21,750 ",ONLINE,1/29/2016 12:11:27 PM
VOLKSWAGEN OF PUYALLUP,"820 River Rd Puyallup, WA 98371
",(253) 200-1061
,,,2011,VOLKSWAGEN GOLF 4C TDI,89940,WVWDM7AJ8BW153022,"$8,800 ",ONLINE,1/29/2016 12:11:27 PM
WIN WIN AUTO SALES INC,Not applicable,Not applicable
,,,1998,FORD EXPEDIT 4X2 V8 ED BAUER,173212,1FMRU17L9WLB13062,"$950 ",SOLD,1/29/2016 12:11:27 PM
MATIX MOTORING INC,Not applicable,Not applicable
,,,2013,BMW M5,18706,WBSFV9C52DD095871,"$50,500 ",SOLD,1/29/2016 12:11:27 PM
GRAND AUTOLAND,"515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899
,,,2007,LEXUS IS 250 4X2,138782,JTHBK262475035286,"$5,200 ",ONLINE,1/29/2016 12:11:27 PM
SNYDER MOTORS INC,"5248 Jackrabbit Ln Belgrade, MT 59714",(406) 388-2771
,,,2002,FORD EXCURS 4X4 V10 XLT,115346,1FMNU41S52EC84342,"$6,700 ",SOLD,1/29/2016 12:11:27 PM
RENO TAHOE AUTO GROUP,"3355 Kietzke Ln. Reno, NV 89502",(775) 329-0303
,,,2008,GMC SIERA DN AWD CR,103953,2GTEK638681144883,"$22,250 ",ONLINE,1/29/2016 12:11:27 PM
MID CITY MOTORS,,
,,,2008,NISSAN TITAN 4X2 CR SE,114465,1N6AA07D48N343352,"$10,700 ",SOLD,1/29/2016 12:11:27 PM
TEAM KIA OF BEND,"611 NE Purcell Blvd Bend, OR 97701",(541) 550-5555
,,,2005,FORD F250 4X4 CR LARIAT,20158,1FTSW21Y65EA41380,"$22,000 ",SOLD,1/29/2016 12:11:27 PM
TDI MOTORS,"13427 NE 20th St Ste 175 Bellevue, WA 98005",(425) 820-4549
,,,2011,VOLKSWAGEN GOLF 4C TDI,89940,WVWDM7AJ8BW153022,"$8,900 ",ONLINE,1/29/2016 12:11:27 PM
INTEGRITY MOTORS GROUP,5 Octavia St San Rafael CA 94901,na
,,,2001,CHEVROLET 1500 SUB 4X2 V8 BASE,163431,3GNEC16T41G273497,"$1,300 ",SOLD,1/29/2016 12:11:27 PM
BASSET MOTOR  SALES,"13165 Valley Blvd La Puente, CA 91746 ",626-968-2809
,,,2001,TOYOTA HIGHLNDR FWD 4C,181031,JTEGD21A410006970,"$3,000 ",SOLD,1/29/2016 12:11:27 PM
"CLAY COOLEY MITSUBISHI ",not applicable,not applicable
,,,2011,HYUNDAI SONATA GLS,77793,5NPEB4AC3BH084188,"$7,300 ",SOLD,1/29/2016 12:11:27 PM
PEAK CARS INC,"34 Quinns Rd Bozeman, MT 59718",(406) 570-7379
,,,2008,GMC SIERA DN AWD CR,103953,2GTEK638681144883,"$22,500 ",SOLD,1/29/2016 12:11:27 PM
DESERT AUTO DEALER,"74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300
,,,2003,BMW 325I,70020,WBAAZ33483KP81821,"$3,700 ",SOLD,1/29/2016 12:11:27 PM
CAR EMPORIUM OF SPOKANE,"936 E Sprague Ave Spokane, WA 99202",(509) 535-8380
,,,2007,JEEP CHEROKEE 4X4 V6 LAREDO,108857,1J8GR48K07C640681,"$6,700 ",ONLINE,1/29/2016 12:11:27 PM
MY RIDE MOTORS LLC,"3058 Clairemont Dr Ste 6 San Diego, CA 92117",(858) 442-5418
,,,2005,MINI COOPER S,81121,WMWRE33475TG95320,"$5,700 ",SOLD,1/29/2016 12:11:27 PM
BAYSIDE MOTORS,"1485 Morena Blvd San Diego, CA 92110",(619) 684-1559
,,,2014,BMW 528I 528I,50967,WBA5A5C57ED506851,"$25,750 ",SOLD,1/29/2016 12:11:27 PM
NATIONWIDE AUTO WAREHOUSE INC,"4541 W Chestnut Expy, Springfield, MO 65802",888-382-4730
,,,2013,BMW 328I 328I,30051,WBA3C1G54DNR46989,"$19,000 ",ONLINE,1/29/2016 12:11:27 PM
ED DENAS AUTO CENTER,"1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937
,,,2011,FORD MUSTANG V6 CPE PREMIUM,52855,1ZVBP8AM4B5120777,"$12,600 ",ONLINE,1/29/2016 12:11:27 PM
PREMIUM FINANCE,"2490 Harbor Blvd Costa Mesa, CA 92626",(714) 545-2081
,,,2006,DODGE DAKOTA 4X2 QD SLT,189797,1D7HE48N96S634101,"$3,600 ",ONLINE,1/29/2016 12:11:27 PM
AUTO DESERT,"74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300
,,,2003,BMW 325I,70020,WBAAZ33483KP81821,"$3,500 ",ONLINE,1/29/2016 12:11:27 PM
JNB MOTOR INC,"1211 W Valley Blvd Alhambra, CA 91803",(626) 308-0006
,,,2006,NISSAN MURANO AWD SL,148870,JN8AZ08W26W520472,"$5,800 ",SOLD,1/29/2016 12:11:27 PM
AUTO MERCHANTS INC,NA,NA
,,,2013,BMW 328I 328I,30051,WBA3C1G54DNR46989,"$18,250 ",ONLINE,1/29/2016 12:11:27 PM
TEULITOS ENTERPRISES INC,"1655 E 6th St Corona, CA 92879",Not applicable
,,,2002,CADILLAC DEVILLE,96968,1G6KD54Y72U264096,"$650 ",SOLD,1/29/2016 12:11:27 PM
CAL AUTO OUTLET 4 CARS,"2440 Elkhorn Blvd Rio Linda, CA 95673",(916) 238-6359
,,,2011,FORD MUSTANG V6 CPE PREMIUM,52855,1ZVBP8AM4B5120777,"$12,800 ",SOLD,1/29/2016 12:11:27 PM
ACURA OF RIVERSIDE,"8101 Auto Dr Riverside, CA 92504",(951) 688-1500
,,,2013,MINI COOPER,46166,WMWSU3C51DT678201,"$10,900 ",SOLD,1/29/2016 12:11:27 PM
AUTOMOTRIZ MICHOACAN,"1341 N Mt Vernon Colton Ca Colton, CA 92324",(909) 206-1420
,,,2007,FORD EXP SPT 4X2 SUV LIMITED,174171,1FMEU33807UB18030,"$7,500 ",SOLD,1/29/2016 12:11:27 PM
PUEBLOS UNIDOD AUTO SALES,"5414 Mission Blvd Ontario, CA 91762",(909) 628-1054
