S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
14,2013,TOYOTA COROLLA,18801,5YFBU4EE0DP128565,DISCOUNT AUTO GALLERY LLC,"$9,200 ","479 Industrial Ave,  Escondido, CA 92029",(858) 707-5215,DISCOUNT AUTO GALLERY LLC,"$9,700 ","479 Industrial Ave,  Escondido, CA 92029",(858) 707-5215,,,,
15,2012,TOYOTA CAMRY 4C SE,64268,4T1BF1FK2CU099015,DISCOUNT AUTO GALLERY LLC,"$10,200 ","479 Industrial Ave,  Escondido, CA 92029",(858) 707-5215,,,,,,,,
16,2014,LEXUS IS 250 4X2,24342,JTHBF1D20E5019424,DISCOUNT AUTO GALLERY LLC,"$10,200 ","479 Industrial Ave,  Escondido, CA 92029",(858) 707-5215,LEXUS OF PLEASANTON,"$26,500 ","4345 Rosewood Drive Pleasanton, CA 94588",(925) 401-3679,,,,
,,,,,AAERO SWEET CORPORATION,"$26,250 ",NOT MENTIONED,714-632-5221,,,,,,,,
,,,,,LEXUS OF PLEASANTON,"$26,500 ","4345 Rosewood Drive Pleasanton, CA 94588",(925) 401-3679,,,,,,,,
17,2014,LEXUS ES 350,13651,JTHBK1GG0E2084486,AAERO SWEET CORPORATION,"$27,000 ",NOT MENTIONED,714-632-5221,AAERO SWEET CORPORATION,"$27,000 ",NOT MENTIONED,714-632-5221,,,,
18,2013,LEXUS CT 200H HYBRID,25943,JTHKD5BHXD2162952,LUXURY MOTORS ONLINE INC,"$19,000 ","1020 SE Market St, Portland, OR 97214
",877-891-9314,LUXURY MOTORS ONLINE INC,"$19,000 ","1020 SE Market St, Portland, OR 97214
",877-891-9314,,,,
,,,,,LUXURY MOTORS OF BAY AREA LLC,"$15,400 ","7059 Commerce Cir Pleasanton, CA 94588",(510) 200-8603,,,,,,,,
,,,,,DELUXE AUTO DEALER LLC,"$17,900 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,,,,,
,,,,,OC MOTORSPORT,"$18,900 ","2524 Harbor Blvd Costa Mesa, CA 92626",(888) 395-4468,,,,,,,,
19,2013,LEXUS GS 350 4X2,23845,JTHBE1BL3D5026607,,,,,K & S AUTO SALES,"$28,500 ","3231 India St San Diego, CA 92103",(619) 683-9300,,,,
20,2013,LEXUS ES 350,31809,JTHBK1GGXD2026769,AUTO MERCHANTS INC,"$21,200 ",NA,NA,AUTO MERCHANTS INC,"$21,200 ",NA,NA,,,,
21,2014,LEXUS IS 250 4X2,31829,JTHBF1D20E5018127,,,,,K & S AUTO SALES,"$23,500 ","3231 India St San Diego, CA 92103",(619) 683-9300,,,,
22,2014,LEXUS GS 350 4X2,20020,JTHBE1BL0E5031538,JAYS MOTORSPORTS INC,"$31,000 ","34 E 17th St Ste A National City, CA 91950",(619) 434-5400,ECARS,"$31,100 ","701 Riverside Ave Roseville, CA 95678",(916) 496-4204,,,,
23,2013,LEXUS RX 350 FWD,22668,2T2ZK1BAXDC098684,,,,,UNKNOWN,"$28,000 ",NA,NA,,,,
24,2014,LEXUS IS 250 4X2,18154,JTHBF1D20E5022033,,,,,NATIONAL CITY AUTO CENTER INC,"$26,250 ","1010 National City Blvd National City, CA 91950",(619) 477-8400,,,,
25,2007,NISSAN TITAN 4X4 CR LE,98895,1N6BA07B27N236592,MILE HIGH CAR HELPER,"$16,200 ","1709 S Acoma Denver, CO 80223",(720) 328-4335,MILE HIGH CAR HELPER,"$16,200 ","1709 S Acoma Denver, CO 80223",(720) 328-4335,,,,
26,2008,FORD ESCAPE FWD 4C HYBRID,121705,1FMCU49H48KE02424,,,,,TM MOTORS,"$3,600 ","501 E Cerritos Ave Anaheim, CA 92805",844-709-7903,,,,
27,2008,HONDA ACCORD 4C EX,168922,1HGCS12718A017484,RIOS AUTOMOTIVE GROUP INC,"$2,900 ","1219 Raven Place Chula Vista, CA 91911",619-271-7933,NADDI AUTO TRADE INC,"$3,000 ","17301 Beach Blvd, Huntington Beach, CA 92647",714-907-0077,,,,
28,2003,HONDA ACCORD 4C,193341,1HGCM727X3A030157,,,,,,,,,THE IMPORT CONNECTION,"$1,400 ","2314 S Vineyard Ave Ste A Ontario, CA 91761
",(909) 923-2240
29,1999,LEXUS RX300,144924,JT6HF10U0X0005405,JBS AUTO BROKER,"$1,900 ","1027 E RHEA ST LONG BEACH, CA 90806",1-800-280-0780,,,,,CARBOX INC,"$2,000 ","4600 El Cajon Blvd Ste A San Diego, CA 92115","(619) 244-3453
"
30,2008,NISSAN ROGUE FWD SL,109176,JN8AS58T38W018113,,,,,,,,,EXPRESS AUTO SALES,"$6,300 ","3805 FLORIN ROAD SUITE 1012 SACRAMENTO, CA 95823",916-922-2260
31,2009,DODGE JOURNEY FWD V6 R/T,66069,3D4GG67V79T233388,,,,,VALUE CARS INC,"$8,700 ","1807 National City Blvd National City, CA 91950",(619) 474-6271,,,,
32,2001,CHEVROLET 1500 SUB 4X2 V8 LT,126617,3GNEC16T81G166906,,,,,,,,,WEST COAST ACCEPTANCE,"$1,100 ","12245 San Fernando Rd Sylmar, CA 91342",(818) 362-7600
33,2002,FORD F150 4X2 CR XLT,249858,1FTRW07L02KB89486,,,,,,,,,BULLARDS AUTO,"$2,600 ",NA,1 951-563-3557
34,2002,DODGE RAM 1500 4X2 QD,108035,3D7HA18NX2G120043,,,,,,,,,THE AUTO DEALER CONNECTION,"$3,200 ","2400 E Katella Ave Ste 800 Anaheim, CA 92806",(800) 852-8461
35,2004,CHEVROLET CORVETTE,69825,1G1YY32GX45102740,BUYAVETTE NET INC,"$14,400 ","3762 Dekalb Technology Parkway Atlanta, Ga 30340",770-414-5552,,,,,BUYAVETTE NET INC,"$14,400 ","3762 Dekalb Technology Parkway Atlanta, Ga 30340",770-414-5552
36,2002,MERCEDES CLK320A,199896,WDBLK65G22T126036,,,,,,,,,JOSE AGUILAR RANGEL,"$1,700 ",NA,NA
37,2005,DODGE DAKOTA 4X2 EX ST,154965,1D7HE22K55S218113,,,,,,,,,THE AUTO DEALER CONNECTION,"$2,500 ","2400 E Katella Ave Ste 800 Anaheim, CA 92806",(800) 852-8461
38,2001,HYUNDAI SANTA FE FWD 4C GL,124029,KM8SB82B11U029531,AUTO WAY,$900 ,"41785 Enterprise Cir Ste C Temecula, CA 92590",(951) 296-1233,,,,,AUTO WAY,$900 ,"41785 Enterprise Cir Ste C Temecula, CA 92590",(951) 296-1233
39,2005,CHEVROLET TRAILBLZ 4X4 6C LT,142593,1GNDT13S952299244,,,,,,,,,AGUILAR AUTO SALES,"$1,800 ","2264 Palm Ave San Diego, CA 92154",(619) 423-8550
40,2001,VOLKSWAGEN PASSAT FWD 4C GLS,87609,WVWHC63B21E007059,,,,,,,,,AGUILAR AUTO SALES,$500 ,"2264 Palm Ave San Diego, CA 92154",(619) 423-8550
41,2005,VOLKSWAGEN BEETLE,138546,3VWCD31Y85M302192,,,,,,,,,A/S AUTO SALES,"$1,000 ",704 WEST MISSION BLVD POMONA CA 91766,626-617-1060
42,2004,NISSAN FRONTIER 4X2 CR XE,158590,1N6ED27T94C407435,,,,,,,,,COLMEX AUTO SALES,"$3,500 ","2530 S Santa Fe Ave Vista, CA 92084",(760) 599-4065
43,2003,TOYOTA PRIUS,99825,JT2BK18U530076181,,,,,,,,,COASTAL CARZ,"$2,000 ","1060 Auto Center Ct Ste A Carlsbad, CA 92008",(760) 444-0144
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
