S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
,,,,,HUNTINGTON BEACH MAZADA,"$8,600 ","16800 Beach Blvd Huntington Beach, CA 92647",(714) 848-7739,,,,,,,,
15,2015,TOYOTA COROLLA LE,18237,5YFBURHE9FP236128,LA AUTO CONNECTION.COM INC,"$13,500 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,,,,,
16,2013,FORD EDGE FWD V6 SEL,38567,2FMDK3JC9DBB14584,NORTH COUNTY FORD,"$20,400 ","450 W Vista Way Vista, CA 92083",(760) 945-9900,UNKNOWN,"$20,500 ",NA,NA,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$20,300 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
,,,,,BILL LUKE FIAT,"$18,800 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
,,,,,AUTONATION DIRECT,"$19,300 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,,,,,,,,
,,,,,LA AUTO CONNECTION.COM INC,"$19,100 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,,,,,
17,2013,FORD FIESTA SE,39298,3FADP4EJ4DM159196,,,,,TOYS AUTO CLUB,"$6,300 ","6215 Fairmount Avenue San Diego, CA 92120",(619) 528-8321,,,,
18,2013,FORD EDGE FWD V6 SEL,41933,2FMDK3JC8DBB06556,,,,,NATIONAL AUTO PLAZA,"$17,200 ","10790 S State St Sandy, UT 84070",(888) 766-4099,,,,
19,2013,FORD EXPLORER 4X4 V6 SPORT,45041,1FM5K8GT8DGB53684,,,,,NATIONAL AUTO PLAZA,"$29,600 ","10790 S State St Sandy, UT 84070",(888) 766-4099,,,,
20,2013,FORD EDGE FWD V6 SEL,46394,2FMDK3JC8DBE11541,,,,,WESTLIE MOTORS INC,"$19,000 ","500 S Broadway Minot, ND 58701",(701) 852-1354,,,,
21,2015,TOYOTA COROLLA LE,17143,5YFBURHE6FP243425,LA AUTO CONNECTION.COM INC,"$13,400 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,EXXEL AUTO,"$13,600 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
22,2015,TOYOTA COROLLA LE,21313,5YFBURHEXFP231956,LA AUTO CONNECTION.COM INC,"$13,100 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,LA AUTO CONNECTION.COM INC,"$13,100 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,,,,
23,2014,MERCEDES C250W C250,19351,WDDGF4HB8EG208738,,,,,CARMAX # 7136,"$21,000 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
24,2012,FORD FUSION FWD 4C SEL,18692,3FAHP0JA0CR438971,,,,,UNKNOWN ,"$13,200 ",NA,NA,,,,
25,2013,FORD FOCUS ELECTRIC,24045,1FADP3R46DL210827,LA AUTO HOUSE,"$9,100 ","11640 Ventura Bl, Studio City, CA 91604",(818) 853-7843,SOCAL MOTORS,"$9,000 ","5391 Holt Blvd Montclair, CA 91763",(909) 625-2800,,,,
26,2013,FORD FOCUS SE,30866,1FADP3K22DL151994,,,,,WESTLIE MOTORS INC,"$9,000 ","500 S Broadway Minot, ND 58701",(701) 852-1354,,,,
27,2013,FORD FUSION FWD 4C SE,33357,3FA6P0H96DR215824,,,,,PANDA MOTORS INC,"$11,500 ","10371 Beach Boulevard  Stanton, CA 90680",(714) 947-1900,,,,
28,2014,FORD ESCAPE FWD 4C SE,23396,1FMCU0G90EUB80369,"HIDDEN VALLEY AUTO,LLC","$16,500 ","57 Mount Hermon Rd Scotts Valley, CA 95066",(831) 438-6640,CARMAX # 7136,"$16,600 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,FORD OF KIRKLAND,"$16,400 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,,,,,,,,
29,2015,TOYOTA COROLLA LE,18182,5YFBURHE1FP257605,,,,,EXXEL AUTO,"$13,200 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
30,2015,FORD EXPLORER 4X4 V6 SPORT,17277,1FM5K8GT2FGB32168,C1ST AUTO SALES INC,"$33,800 ","18471 Repair Ln Ste B Huntington Beach, CA 92648",(657) 549-2277,C1ST AUTO SALES INC,"$33,800 ","18471 Repair Ln Ste B Huntington Beach, CA 92648",(657) 549-2277,,,,
,,,,,OMEARA FORD CENTER INC,"$33,500 ","400 W. 104th Ave Northglenn, CO 80234",(303) 254-5250,,,,,,,,
31,2015,DODGE JOURNEY FWD 4C SXT,23693,3C4PDCBB9FT583232,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$14,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,TOYS AUTO CLUB,"$14,000 ","6215 Fairmount Avenue San Diego, CA 92120",(619) 528-8321,,,,
,,,,,AUTO PLAZA,"$14,100 ","798 S 1st St San Jose, CA 95113",(408) 288-6266,,,,,,,,
32,2013,FORD EDGE FWD V6 SE,26822,2FMDK3GC7DBC30356,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$14,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$14,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
33,2013,FORD F150 4X2 CR XLT,17794,1FTFW1CF1DKD26432,,,,,POTERVILLE FORD,"$23,700 ","701 N Main St Porterville, CA 93257",(559) 784-6000,,,,
34,2013,FORD EDGE FWD V6 SEL,44072,2FMDK3JC9DBB45026,,,,,WESTLIE MOTORS INC,"$18,000 ","500 S Broadway Minot, ND 58701",(701) 852-1354,,,,
35,2013,FORD C-MAX SEL,60236,1FADP5BU4DL518570,,,,,SKYHIGH REMARKETING INC,"$12,000 ","9851 Oasis Ave,  Garden Grove Ca 92844",N/M,,,,
36,2014,FORD FUSION FWD 4C SE,20575,3FA6P0H78ER226100,EQUITY AUTO CENTER LLC,"$13,100 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,HENRY CLAY MOTORS LLC,"$13,400 ",Not applicable,Not applicable,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$13,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
37,2013,FORD FLEX FWD SEL,36644,2FMGK5C82DBD32965,SC MOTORS INC,"$17,900 ","609 W Orangethorpe Ave Placentia, CA 92870",(714) 524-8400,DAVID SCOTT INVESTMENTS,"$18,800 ","Chatsworth, CA 91311",888-437-3115,,,,
38,2016,FORD FUSION FWD 4C SE,16978,3FA6P0HD6GR135349,,,,,EXXEL AUTO,"$17,500 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
39,2015,FORD MUSTANG 4C CNV ECO PREM,34686,1FATP8UH5F5363905,,,,,ORACLE FORD INC,"$22,500 ","3950 W State Hwy 77 Oracle, AZ 85623",(520) 818-3673,,,,
40,2013,FORD EDGE FWD V6 LIMITED,40392,2FMDK3KC6DBB21927,,,,,CARMAX # 7136,"$20,500 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
41,2013,LINCOLN NAVIGATOR 4X2,64655,5LMJJ2H55DEL02026,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$27,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$27,500 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
,,,,,BILL LUKE FIAT,"$27,200 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
,,,,,HENRY CURTIS FORD,"$27,400 ","1120 Auto Center Dr Petaluma, CA 94952",(707) 769-2300,,,,,,,,
42,2013,FORD C-MAX ENERGI SEL,12558,1FADP5CU4DL535447,RED ROCK AUTOMOTIVE,"$15,400 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,RED ROCK AUTOMOTIVE,"$15,400 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,,,,
43,2015,FORD EXPLORER FWD V6 LIMITED,24169,1FM5K7F85FGB97720,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,000 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
44,2015,FORD MUSTANG 4C CNV ECO PREM,16204,1FATP8UH8F5359539,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$24,600 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,EXXEL AUTO,"$24,700 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
45,2015,FORD EDGE AWD SUV TITANIUM,20719,2FMTK4K93FBB34708,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,300 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$28,300 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,
46,2013,FORD FOCUS SE,31189,1FADP3F29DL190124,PREMIER HYUNDAI OF OAKLAND,"$9,300 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,BILL ALEXANDER FORD LINCOLN MERCURY,"$9,400 ","801 E 32nd St Yuma, AZ 85365",(928) 344-2200,,,,
,,,,,BILL ALEXANDER FORD LINCOLN MERCURY,"$9,400 ","801 E 32nd St Yuma, AZ 85365",(928) 344-2200,,,,,,,,
47,2012,FORD FOCUS ELECTRIC,33324,1FAHP3R43CL363889,MIRAMAR CAR CENTER,"$7,400 ","9799 Miramar Rd San Diego, CA 92126",(858) 536-8142,MATIX MOTORING INC,"$7,500 ",Not applicable,Not applicable,,,,
48,2014,FORD FLEX FWD SUV SEL,20945,2FMGK5C80EBD24056,LA AUTO CONNECTION.COM INC,"$23,900 ","16506 Vanowen St Van Nuys, CA 91406",(888) 787-4816,STADIUM AUTO CALIFORNIA,"$24,000 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$24,000 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
49,2014,FORD FUSION FWD 4C S,16556,3FA6P0G70ER329996,PREMIER HYUNDAI OF OAKLAND,"$12,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,HENRY CLAY MOTORS LLC,"$13,000 ",Not applicable,Not applicable,,,,
,,,,,ORACLE FORD INC,"$12,600 ","3950 W State Hwy 77 Oracle, AZ 85623",(520) 818-3673,,,,,,,,
,,,,,BILL ALEXANDER FORD LINCOLN MERCURY,"$12,800 ","801 E 32nd St Yuma, AZ 85365",(928) 344-2200,,,,,,,,
50,2013,FORD FUSION FWD 4C SE,48132,3FA6P0H92DR273901,AUTONIQUE,"$13,500 ","1111 S Coast Hwy Oceanside, CA 92054",(760) 433-6666,CARMAX # 7136,"$13,500 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
51,2013,FORD EXPLORER FWD V6 XLT,26462,1FM5K7D81DGB15000,,,,,RACEWAY FORD INC,"$25,000 ","5900 Sycamore Canyon Blvd Riverside, CA 92507",(800) 597-0758,,,,
52,2014,FORD FIESTA SE,15118,3FADP4EJXEM154117,,,,,CARS-4-U,"$9,200 ","15318 Hawthorne Blvd Lawndale, CA 90260",(877) 631-8947,,,,
53,2015,FORD FLEX FWD SUV LIMITED,17697,2FMGK5D87FBA08055,JONES FORD,"$26,500 ","5757 Rivers Ave Charleston, SC 29406",(843) 214-2354,JONES FORD,"$26,500 ","5757 Rivers Ave Charleston, SC 29406",(843) 214-2354,,,,
54,2016,FORD FUSION FWD 4C SE,16317,3FA6P0HDXGR123737,,,,,EXXEL AUTO,"$17,500 ","964 E. El Camino Real Sunnyvale, CA 94087",(408) 461-6606,,,,
55,2014,FORD FOCUS SE,28685,1FADP3K24EL456026,BILL ALEXANDER FORD LINCOLN MERCURY,"$10,300 ","801 E 32nd St Yuma, AZ 85365",(928) 344-2200,BILL ALEXANDER FORD LINCOLN MERCURY,"$10,300 ","801 E 32nd St Yuma, AZ 85365",(928) 344-2200,,,,
56,2014,FORD F150 4X2 RG XL,6411,1FTNF1CF1EKE70592,,,,,NORCO TRUCK CENTER,"$21,300 ","2075 Hamner Ave Norco, CA 92860",(866) 994-7257,,,,
57,2014,FORD FUSION ENERGI TITANIUM,17935,3FA6P0SU6ER269820,HONDA OF SERRAMONTE,"$23,600 ","485 Serramonte Blvd Colma, CA 94014",(650) 758-4800,HONDA OF SERRAMONTE,"$23,600 ","485 Serramonte Blvd Colma, CA 94014",(650) 758-4800,,,,
,,,,,ANAHEIM PREOWNED CARS,"$22,200 ","2223 E. Katella Ave Ste B Anaheim, CA 92806",(714) 400-5274,,,,,,,,
,,,,,HOWARD BROWN & SONS AUTO SALES INC,"$21,400 ","11040 Olinda St Sun Valley, CA 91352",(818) 767-2121,,,,,,,,
,,,,,RED ROCK AUTOMOTIVE,"$23,500 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,,,,,,,,
58,2014,FORD FLEX FWD SUV SEL,24046,2FMGK5C8XEBD01772,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$19,800 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,CARMAX # 7136,"$19,900 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
59,2015,FORD F250 4X4 EX XLT,12664,1FT7X2B60FED43104,,,,,UNKNOWN ,"$29,500 ",NA,NA,,,,
60,2013,FORD EDGE FWD V6 SEL,24270,2FMDK3JCXDBA90800,ED DENAS AUTO CENTER,"$19,700 ","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,ED DENAS AUTO CENTER,"$19,700 ","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,,,,
61,2013,FORD F150 4X2 CR FX2,31080,1FTFW1CF9DKE71153,PORTERVILLE FORD,"$26,100 ","701 N Main St Porterville, CA 93257",(559) 784-6000,LITHIA SUBARU OF FRESNO,"$28,000 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,
,,,,,LITHIA SUBARU OF FRESNO,"$28,000 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$27,900 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
62,2013,LINCOLN NAVIGATOR 4X4,38685,5LMJJ2J58DEL09515,BILL LUKE FIAT,"$31,000 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,CARMAX # 7136,"$32,300 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,FORD OF KIRKLAND,"$32,200 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$31,800 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
63,2012,FORD FUSION FWD V6 SEL,81539,3FAHP0JGXCR187753,DRIVETIME,"$8,600 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$8,600 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
,,,,,AUTOMATCH USA,"$8,100 ","3300 Harrison St Ste 13 Riverside, CA 92503",(951) 870-1286,,,,,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$8,500 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
64,2010,FORD EDGE FWD SE,59275,2FMDK3GC0ABA57436,,,,,CARMAX # 7136,"$11,000 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
65,2009,FORD MUSTANG V6 CPE,45915,1ZVHT80N495126752,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$8,100 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,ORACLE FORD INC,"$9,700 ","3950 W State Hwy 77 Oracle, AZ 85623",(520) 818-3673,,,,
,,,,,ORACLE FORD INC,"$9,700 ","3950 W State Hwy 77 Oracle, AZ 85623",(520) 818-3673,,,,,,,,
,,,,,LESKOVAR MITSUBISHI,"$8,200 ","3020 W Clearwater Ave Kennewick, WA 99336",(509) 783-6141,,,,,,,,
,,,,,MIRAMAR CAR CENTER,"$8,600 ","9799 Miramar Rd San Diego, CA 92126",(858) 536-8142,,,,,,,,
,,,,,CREECH VANPOOL,"$7,400 ","1809 Glenview Drive Las Vegas, NV 89134",702-630-7809,,,,,,,,
,,,,,EQUITY AUTO CENTER LLC,"$9,000 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
,,,,,SMALL TOWN AUTO SALES,"$9,600 ","666 W State St Hurricane, UT 84737",(435) 635-2501,,,,,,,,
66,2016,FORD FUSION FWD 4C SE,529,3FA6P0H76GR187462,ED DENAS AUTO CENTER,"$16,200 ","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,ED DENAS AUTO CENTER,"$16,200 ","1500 W. El Monte Way,Dinuba, CA 93618",(559) 697-3937,,,,
67,2015,FORD C-MAX SE,1282,1FADP5AU0FL111334,OMEARA FORD CENTER INC,"$13,800 ","400 W. 104th Ave Northglenn, CO 80234",(303) 254-5250,CARMAX # 7136,"$14,500 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
68,2015,FORD MUSTANG V8 CPE GT PREMIUM,2127,1FA6P8CF3F5431406,JONES FORD,"$30,900 ","5757 Rivers Ave Charleston, SC 29406",(843) 214-2354,JONES FORD,"$30,900 ","5757 Rivers Ave Charleston, SC 29406",(843) 214-2354,,,,
,,,,,STADIUM AUTO CALIFORNIA,"$30,800 ","2833 Harbor Blvd Costa Mesa, CA 92626",(888) 380-6115,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$29,700 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
69,2015,FORD FOCUS 4C SE,5417,1FADP3K22FL256201,PREMIER HYUNDAI OF OAKLAND,"$11,700 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,PREMIER HYUNDAI OF OAKLAND,"$11,700 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,
70,2015,FORD FUSION FWD 4C S,14610,3FA6P0G70FR163304,EQUITY AUTO CENTER LLC,"$13,400 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,CARMAX # 7136,"$13,500 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
71,2015,FORD FUSION FWD 4C S HYBRID,22588,3FA6P0UU4FR245384,FORD OF KIRKLAND,"$15,000 ","11800 124th Ave NE, Kirkland, WA 98034,",+1 425-821-6611,CARMAX # 7136,"$15,100 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,BILL LUKE FIAT,"$14,000 ","7833 S Autoplex LP Tempe, AZ 85284",(480) 598-4031,,,,,,,,
72,2014,FORD FIESTA SE,7186,3FADP4EJ2EM160302,EQUITY AUTO CENTER LLC,"$9,400 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,CARS-4-U,"$9,500 ","15318 Hawthorne Blvd Lawndale, CA 90260",(877) 631-8947,,,,
73,2014,FORD F150 4X2 CR LARIAT,7241,1FTFW1CTXEKG32892,ORACLE FORD INC,"$34,300 ","3950 W State Hwy 77 Oracle, AZ 85623",(520) 818-3673,CARMAX # 7136,"$34,400 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
,,,,,CHARLIE HENDERSON FORD,"$34,000 ","105 Highway 90 Waveland, MS 39576",(228) 467-9005,,,,,,,,
74,2014,FORD FIESTA SE,22732,3FADP4BJ2EM190663,EQUITY AUTO CENTER LLC,"$7,800 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$7,800 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
,,,,,PREMIER HYUNDAI OF OAKLAND,"$7,900 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,,,,,,,,
75,2014,FORD FIESTA SE,25834,3FADP4EJ1EM154135,EQUITY AUTO CENTER LLC,"$7,900 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,EQUITY AUTO CENTER LLC,"$7,900 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,
76,2014,FORD FOCUS TITANIUM,34863,1FADP3N27EL442164,PREMIER HYUNDAI OF OAKLAND,"$11,400 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,ACURA OF PORTLAND,"$11,300 ",N/A,N/A,,,,
77,2013,FORD FOCUS S,50792,1FADP3E2XDL196015,PREMIER HYUNDAI OF OAKLAND,"$7,400 ","2820 Broadway Oakland, CA 94607",(803) 317-2147,ATLAS AUTOMOTIVE,"$7,500 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
,,,,,EQUITY AUTO CENTER LLC,"$6,800 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
,,,,,ATLAS AUTOMOTIVE,"$7,500 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
,,,,,BILL LUKE CHRYSLER JEEP AND DODGE INC,"$7,200 ","2425 W Camelback Rd Phoenix, AZ 85015",(602) 249-1234,,,,,,,,
78,2013,FORD FIESTA SE,8386,3FADP4BJ9DM195454,RED ROCK AUTOMOTIVE,"$8,900 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,RED ROCK AUTOMOTIVE,"$8,900 ","507 N Scottsdale Rd Scottsdale, AZ 85257",(480) 629-4759,,,,
,,,,,EQUITY AUTO CENTER LLC,"$8,400 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
79,2013,FORD FLEX FWD SE,28418,2FMGK5B83DBD33849,SIERRA AUTO CENTER,"$17,100 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,SIERRA AUTO CENTER,"$17,100 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,,,,
80,2013,FORD FIESTA SE,46119,3FADP4BJ6DM208189,ATLAS AUTOMOTIVE,"$7,300 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,WESTERN MOTORS/AIDE RENT A CAR,"$7,400 ",N/A,N/A,,,,
,,,,,EQUITY AUTO CENTER LLC,"$7,200 ","5120 W Glendale Ave Glendale, AZ 85301",(623) 466-8779,,,,,,,,
