S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
11,2007,CHRYSLER 300 4X2 V6,130919,2C3KA43R37H828853,,,,,SIMPLE AUTO SALES,"$5,300 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
12,2013,KIA SOUL EXCLAMATN,2914,KNDJT2A60D7631810,LITHIA SUBARU OF FRESNO,"$11,600 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,LITHIA SUBARU OF FRESNO,"$11,600 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,,,,
13,2008,TOYOTA 4RUNNER 4X2 V6 SPORT,130967,JTEZU14R48K021178,MCCARTHY WHOLESALE,"$11,100 ",877-579-4781,877-579-4781,MCCARTHY WHOLESALE,"$11,100 ",877-579-4781,877-579-4781,,,,
14,2005,DODGE RAM 3500 4X2 QD SLT,229317,3D3LR38CX5G754780,OC AUTOS,"$9,750 ","707 N Harbor Blvd Santa Ana, CA 92703",(714) 265-2600,,,,,OC AUTOS,"$9,750 ","707 N Harbor Blvd Santa Ana, CA 92703",(714) 265-2600
15,2007,TOYOTA CAMRY 4C LE,98197,4T1BE46K87U151841,,,,,SIMPLE AUTO SALES,"$7,300 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
16,2011,FORD FUSION FWD 4C SE,101747,3FAHP0HA2BR128437,AUTO WORLD SALES AND LEASING,"$6,400 ","409 S Glendale Ave,Ste A,Glendale, CA 91205",(818) 246-1500,DRIVETIME,"$7,200 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
17,2009,TOYOTA HIGHLNDR FWD V6 BASE,142984,JTEDS41A492081544,AUTO MART USA,"$10,400 ","4199 Union Ave Bakersfield, CA 93305",(661) 864-7990,AUTO MART USA,"$10,400 ","4199 Union Ave Bakersfield, CA 93305",(661) 864-7990,,,,
18,2002,TOYOTA CAMRY 4C LE,165312,JTDBE32K420134538,,,,,UNITED MOTORS INTL INC,"$4,000 ","12141 Lakewood Blvd, Downey, CA 90242",562-869-2930,,,,
19,2004,TOYOTA TACOMA 4X2 4C PRERUNNER,205780,5TEGM92N14Z443831,BEST QUALITY AUTO SALES,"$7,400 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,BEST QUALITY AUTO SALES,"$7,400 ","8553 San Fernando Rd Sun Valley, CA 91352",(818) 504-2002,,,,
20,2010,CHEVROLET COBALT LT W/2LT,84948,1G1AF5F58A7167887,,,,,ANDES MOTORS INC,"$5,900 ","18347 Valley Blvd Bloomington, CA 92316",(909) 877-5151,,,,
21,2007,MAZDA CX-7,100579,JM3ER29L570141670,MCCARTHY WHOLESALE,"$5,900 ",877-579-4781,877-579-4781,MCCARTHY WHOLESALE,"$5,900 ",877-579-4781,877-579-4781,,,,
,,,,,LRG MOTORS LLC,"$5,600 ","1551 W. 13th St. Unit 112,Upland, CA 91786",888-729-4085,,,,,,,,
22,2009,INFINITI G37 4X2 JOURNEY,160458,JNKCV61E59M010183,,,,,SIMPLE AUTO SALES,"$8,200 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
23,2012,NISSAN SENTRA 2.0,97451,3N1AB6AP2CL650262,,,,,SARABIA AUTO SALES INC,"$7,400 ","83197 Requa Ave Indio, CA 92201",(760) 775-6440,,,,
24,2011,MAZDA MAZDA2 SPORT,72063,JM1DE1HZ1B0124535,STREAMLINE AUTO,"$3,600 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,MYCARHYBRID.COM,"$3,700 ","8575 Miramar Pl San Diego, CA 92121",(619) 717-2127,,,,
25,2006,FORD EXPEDIT 4X2 LIMITED,141489,1FMFU19506LA22652,,,,,SIMPLE AUTO SALES,"$6,000 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
26,2012,NISSAN SENTRA 2.0,99560,3N1AB6AP1CL670566,,,,,ANDES MOTORS INC,"$7,000 ","18347 Valley Blvd Bloomington, CA 92316",(909) 877-5151,,,,
27,2007,CHEVROLET 3500 4X4 CREW DRW LT1,279134,1GCJK33D77F170359,OC AUTOS ,"$12,600 ","707 N Harbor Blvd Santa Ana, CA 92703",(714) 265-2600,OC AUTOS ,"$12,600 ","707 N Harbor Blvd Santa Ana, CA 92703",(714) 265-2600,,,,
28,2005,MAZDA MAZDA3 I,178403,JM1BK323451344041,,,,,,,,,MYCARHYBRID.COM,"$2,400 ","8575 Miramar Pl San Diego, CA 92121",(619) 717-2127
29,2010,CHEVROLET MALIBU 4C LT W/1LT,98387,1G1ZC5EB3AF216566,,,,,SIMPLE AUTO SALES,"$6,800 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
30,2006,HONDA ODYSSEY EX,168070,5FNRL38466B023817,MOTOR CITY,"$3,700 ",NA,NA,ANGEL AUTO SALES,"$3,800 ","9846 Garvey Ave El Monte, CA 91733",(626) 350-5988,,,,
31,2005,CHRYSLER TOWN & COUN TOURING,169441,2C4GP54L75R460054,GRAND AUTOLAND,"$2,200 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,CREST MOTORS,"$2,300 ",6825 S Figueroa St  Los Angeles California,(323) 778-6695,,,,
32,2007,VOLKSWAGEN JETTA 5C,120504,3VWGG71K27M010925,,,,,SIMPLE AUTO SALES,"$3,150 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
33,2004,NISSAN ARMADA 4X2 SE,146238,5N1AA08AX4N739959,STUNNING AUTO,"$4,500 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,SIMPLE AUTO SALES,"$4,700 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
34,2004,TOYOTA HIGHLNDR FWD V6 LIMITED,228788,JTEDP21A640013000,,,,,GLOBAL MOTORS,"$4,100 ","1020 E Whittier Blvd La Habra, CA.  90631-3937",(562)691-4611,,,,
35,2008,NISSAN VERSA 1.8 S,95899,3N1BC13E08L448768,,,,,EXCEPTIONAL AUTO SALES,"$2,300 ","2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
36,2008,FORD EDGE FWD LIMITED,135956,2FMDK39CX8BA78642,,,,,SIMPLE AUTO SALES,"$7,200 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
37,2005,NISSAN ALTIMA V6 3.5 SE,112326,1N4BL11D35N928053,LRG MOTORS LLC,"$3,300 ","1551 W. 13th St. Unit 112,Upland, CA 91786",888-729-4085,SIMPLE AUTO SALES,"$4,500 ","8787 Monterey rd Gilroy, CA 95020",(408) 842-1514,,,,
38,2005,CADILLAC STS AWD V6 AWD,129209,1G6DW677450126829,STUNNING AUTO,"$4,300 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,STUNNING AUTO,"$4,300 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,
,,,,,SOUTH BAY MOTORS,"$4,200 ","71 Broadway Chula Vista, CA 91910",(619) 427-8400,,,,,,,,
39,2007,FORD FOCUS,146484,1FAFP34N07W280383,MOTOR CITY,"$2,500 ",NA,NA,,,,,,,,
40,2010,FORD FLEX FWD SEL,98815,2FMGK5CC7ABA76919,,,,,HANFORD IMPORTS,"$10,300 ","600 W 7th St Hanford, CA 93230",(559) 583-7796,,,,
41,2010,BMW 528IA 528I AUTO,152420,WBANU5C53AC124307,V & S BROTHERS INC,"$7,000 ",NA,NA,,,,,V & S BROTHERS INC,"$7,000 ",NA,NA
42,2014,TOYOTA SIENNA FWD LE,16035,5TDKK3DC0ES511737,,,,,CARMAX # 7136,"$21,000 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
43,2007,HONDA CIVIC LX,248140,2HGFA16567H313626,,,,,LA AUTOBROKERS SALES &LEASING,"$3,800 ","969 S Village Oaks Dr Ste 205 Covina, CA 91724",(877) 775-5343,,,,
44,2012,ACURA RDX FWD,62842,5J8TB2H28CA001292,CERRITOS ACURA,"$17,600 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,CERRITOS ACURA,"$17,600 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,,,,
45,2012,CHEVROLET MALIBU 4C LT W/2LT,45848,1G1ZD5E06CF181620,ACCESS AUTO SALES INC,"$11,100 ","21960 Bear Valley Rd Apple Valley, CA 92308",(760) 240-2277,SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"$11,500 ","1200 N G Ave, Douglas, AZ 85607",(520) 364-2424,,,,
,,,,,SOUTHERN ARIZONA AUTO COMPANY OF DOUGLAS,"$11,500 ","1200 N G Ave, Douglas, AZ 85607",(520) 364-2424,,,,,,,,
46,2008,CHEVROLET CORVETTE,82793,1G1YY26W585110133,,,,,MOTOR CITY,"$17,900 ",NA,NA,,,,
47,2014,FORD F150 4X4 CR FX4,48244,1FTFW1EF5EKD93677,,,,,PACIFIC AUTO CENTER,"$26,000 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
48,2016,HONDA HR-V FWD LX,6875,3CZRU5H34GM700676,MOJAVE TOYOTA & CHRYSLER DGE JEEP RAM OF BARSTOW,"$17,600 ","631 W MAIN St Barstow, California",1 760-256-5800,HONDA WORLD,"$17,700 ","13600 Beach Blvd Westminster, CA 92683",(714) 890-8900,,,,
49,2014,ACURA MDX FWD TECH PKG,20445,5FRYD3H4XEB007139,CERRITOS ACURA,"$36,750 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,CERRITOS ACURA,"$36,750 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,,,,
,,,,,VALENCIA ACURA,"$36,500 ","23955 Creekside Rd Valencia, CA 91355",(661) 255-3000,,,,,,,,
50,2013,MERCEDES GLK350W2 3.5L,36318,WDCGG5HB5DF960716,LEIF JOHNSON FORD,"$23,000 ",NA,NA,CERTIFIED BENZ & BEEMER,"$24,750 ","6725 E McDowell Rd Scottsdale, AZ 85257",(888) 553-7071,,,,
,,,,,NORTH BAY AUTO INC,"$24,500 ","2771 N Main St Walnut Creek, CA 94597",(925) 448-9309,,,,,,,,
51,2014,GMC SIERA 15 4X2 CR SLE,37689,3GTP1UEC6EG122256,,,,,FRANKS AUTO SALES INC,"$27,000 ","328 E Market St Salinas, CA 93901",(831) 753-0433,,,,
52,2013,CHEVROLET 1500 SLV 4X4 EX LT,34043,1GCRKSE75DZ342774,,,,,VICTORY CHEVROLET CADILLAC OLDSMOBILE,"$25,100 ","1360 Auto Center Drive Petaluma, CA 94952",(707) 762-2300,,,,
53,2013,KIA OPTIMA SX-LIMITED,5797,5XXGR4A67DG087978,JERSEY AUTO,"$21,250 ","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,HONDA OF MARYSVILLE,"$21,500 ",NA,NA,,,,
,,,,,HONDA OF MARYSVILLE,"$21,500 ",NA,NA,,,,,,,,
54,2012,CADILLAC CTS 4X2 V6 PREMIUM,46689,1G6DP5E34C0124812,SAITTA TRUDEAU CHRYSLE,"$23,250 ","1541 Wahkiakum Ave Pahrump, NV 89048",(775) 727-0102,SAITTA TRUDEAU CHRYSLE,"$23,250 ","1541 Wahkiakum Ave Pahrump, NV 89048",(775) 727-0102,,,,
55,2013,ACURA RDX FWD TECH PKG,26734,5J8TB3H57DL015383,CERRITOS ACURA,"$23,000 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,CARMAX # 7136,"$23,250 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
56,2007,HONDA ACCORD 4C,86497,JHMCM561X7C014932,DESERT AUTO DEALER,"$5,000 ","74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300,ASAY'S AUTOS LLC,"$5,100 ",not applicable,not applicable,,,,
57,2014,KIA SORENTO FWD V6 SX,2568,5XYKW4A74EG449838,JERSEY AUTO,"$25,000 ","5639 N Jersey Ave Chicago, IL 60659",(773) 588-2855,CARMAX # 7136,"$25,100 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
58,2008,CHEVROLET TAHOE 4X2 V8 LTZ,104488,1GNFC13J18R149205,,,,,AUTO NATIX,"$17,000 ","26260 N. Mooney Blvd Tulare, CA 93274",(559) 622-8600,,,,
59,2013,TOYOTA TACOMA 4X2 V6 PRERUNNER,57828,3TMKU4HN9DM034431,,,,,SIERRA TOYOTA SCION,"$21,500 ","43301 12th St W Lancaster, CA 93534",(661) 948-0731,,,,
60,2012,VOLKSWAGEN JETTA 5C S,96891,3VWPP7AJ0CM681558,MCCARTHY WHOLESALE,"$8,600 ",877-579-4781,877-579-4781,ROYS AUTO CENTER,"$8,700 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",,,,
61,2014,KIA OPTIMA SX,449,5XXGR4A73EG261541,CERRITOS ACURA,"$19,600 ","18827 Studebaker Rd Cerritos, CA 90703",(888) 321-6797,CARMAX # 7136,"$19,700 ","1131 Central Ave Duarte, CA 91010",(626) 357-9972,,,,
62,2014,KIA SORENTO AWD V6 SX LIMITED,7030,5XYKWDA77EG528176,INTEGRITY AUTOMOTIVE LLC,"$29,750 ","2020 Donville Ave Ste A Simi Valley, CA 93065",(805) 526-9650,INTEGRITY AUTOMOTIVE LLC,"$29,750 ","2020 Donville Ave Ste A Simi Valley, CA 93065",(805) 526-9650,,,,
,,,,,SEATTLE CAR GUYS LLC,"$29,500 ","13500 Lake City Way NE, Ste 204 Seattle, Washington",1 206-650-5532,,,,,,,,
63,2012,RAM 2500 4X4 CR,112531,3C6UD5CL7CG255468,,,,,PURE MOTORS,"$21,750 ","3300 Auburn Blvd Ste 1 Sacramento, CA 95821",(844) 252-7873,,,,
64,2005,HYUNDAI TUCSON 4X4 V6 GLS,101432,KM8JN72D25U166532,MOTOR CITY,"$3,800 ",NA,NA,ATLAS AUTOMOTIVE,"$4,800 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,
,,,,,STUNNING AUTO,"$4,300 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
,,,,,ATLAS AUTOMOTIVE,"$4,800 ","4120 Fountain Ave Los Angeles, CA 90029",(323) 660-4257,,,,,,,,
65,2011,TOYOTA PRIUS IV,119902,JTDKN3DU1B1440718,AUTONATION DIRECT,"$10,500 ","200 SW 1st Avenue Fort Lauderdale, FL 33301",(877) 600-3011,CHERRY TRUCK SALES,"$10,400 ","14267 VALLEY BLVD, FONTANA, CA",909-349-1266,,,,
66,2010,GMC ACADIA FWD SL,76668,1GKLRKED1AJ134624,,,,,DRIVETIME,"$13,000 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
67,2014,KIA FORTE LX,83281,KNAFK4A67E5091127,TOYOTA OF OLYMPIA,"$7,800 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,JESSES USED CARS,"$8,600 ","10653 N Loop Dr Socorro, TX 79927",(915) 872-0454,,,,
68,2011,FORD FOCUS SE,58858,1FAHP3FN8BW166971,TRUE NORTH MOTORS INC,"$7,300 ","1111 Rancho Conejo Blvd Ste 308 Thousand Oaks, CA 91320",(805) 376-6080,TOYOTA OF ESCONDIDO,"$7,200 ","231 Lincoln Pkwy, Escondido, CA 92026",(760) 746-0601,,,,
69,2005,FORD 350 DRW 4X4 CR LARIAT,177447,1FTWW33P75ED27069,PREMIUM WHEELS,"$13,500 ","1974 Placentia Ave, Costa Mesa, CA 92627",(949) 423-7281,,,,,,,,
70,2011,MAZDA MAZDA3 I TOURING,99435,JM1BL1VG2B1355213,SILICON VALLEY AUTO SOURCE,"$6,700 ","750 E McGlincy Ln Ste 102 Campbell, CA 95008",(408) 599-1415,MONTAGE AUTO WHOLESALE,"$7,000 ","87 Thicket Irvine, CA 92614",949-552-1183,,,,
,,,,,TOYOTA OF OLYMPIA,"$6,900 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,,,,,
71,2011,FORD FUSION FWD 4C SE,141867,3FAHP0HA0BR213275,,,,,DOLLAR BILL AUTO SALES INC,"$4,300 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
72,2007,FORD EDGE AWD SUV SE,227713,2FMDK46C47BB02913,SANTANA AUTO SALES,"$3,500 ","637 W Mowry Dr Homestead, FL 33030",(305) 248-6522,VIZA AUTO,"$4,500 ",N/A,N/A,,,,
73,2006,BMW 7 SERIES 750I,112393,WBAHL835X6DT01356,RAINIER AUTO GROUP LLC,"$6,700 ","4326 S Tacoma Way Tacoma, WA 98409",(253) 212-0583,NO CREDIT CHECK AUTO SALES INC,"$6,600 ","3909 Thornton Ave Fremont, CA 94536",(510) 793-9279,,,,
74,2011,HYUNDAI SONATA GLS,66763,5NPEB4AC4BH081946,,,,,DRIVETIME,"$8,400 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
75,2000,FORD MUSTANG V8 CPE GT,100441,1FAFP42X0YF142290,,,,,SONRISA AUTO SALES LLC,"$2,900 ","1251 East Mission Blvd Pomona, CA 91766",(909) 622-3224,,,,
76,2005,FORD TAURUS SEL,102188,1FAHP56S25A286042,,,,,CAMACHO AUTO SALES INC,"$3,100 ","44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609,,,,
77,2002,TOYOTA COROLLA S,238508,1NXBR12E52Z611517,,,,,CG WHOLESALE LLC,"$1,600 ",Not applicable,Not applicable,,,,
78,2008,CHEVROLET AVEO LT,135382,KL1TG566X8B254730,,,,,DOLLAR BILL AUTO SALES INC,"$2,500 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
79,2005,CHEVROLET TAHOE 4X2 V8,211488,1GNEC13VX5J265057,,,,,5 STAR AUTO SALE,"$3,700 ","1443 Mitchell Rd Modesto, CA 95351",(209) 538-9000,,,,
80,2003,FORD EXPEDIT E/B 4X2 ED BAUER,177509,1FMPU17L93LB55668,,,,,5 STAR AUTO SALE,"$3,300 ","1443 Mitchell Rd Modesto, CA 95351",(209) 538-9000,,,,
81,2010,NISSAN SENTRA 2.0,165423,3N1AB6AP6AL637771,,,,,LA SIERRA MOTORS,"$4,300 ","9101 Somerset Blvd Bellflower, CA 90706",(562) 920-2015,,,,
82,2008,CHEVROLET IMPALA V6 LS,125136,2G1WB55K489181464,EMPIRE MOTORS,"$3,400 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,AUTOSELL,"$4,200 ",Not applicable,Not applicable,,,,
,,,,,FIESTA MOTORS,"$4,100 ","220 W Holt Blvd, Ontario, CA 91762",(909) 460-3813,,,,,,,,
83,2013,MAZDA CX-5 FWD SPORT,143057,JM3KE2BE3D0154259,MCCARTHY WHOLESALE,"$6,400 ",877-579-4781,877-579-4781,ALBA MOTOR CO OF SAN DIEGO,"$6,500 ","1480 Heritage Rd, San Diego, CA 92154",(619) 671-3759,,,,
84,2007,ACURA TL TYPE-S,123172,19UUA75587A043227,DIRECT AUTO SALES,"$9,900 ","21515 Mission Blvd Hayward, CA 94541",(510) 886-1030,CAR LUX INC,"$10,800 ","843 S La Brea Ave Inglewood, CA 90301",(310) 412-9072,,,,
85,2004,NISSAN MURANO FWD SL,120730,JN8AZ08T74W205055,MOTOR CITY,"$4,400 ",NA,NA,FOOTHILL AUTO SALES N LOAN,"$4,450 ","14674 Foothill Blvd, Fontana, CA 92335",(909) 346-0484,,,,
,,,,,DESERT AUTO DEALER,"$4,200 ","74822 Joni Dr Ste 5 Palm Desert, CA 92260",(760) 660-3300,,,,,,,,
,,,,,ELEVATION MOTORSPORTS,"$4,500 ","11100 W 8th Ave Lakewood, CO 80215",(303) 963-5922,,,,,,,,
86,2012,VOLKSWAGEN JETTA 4C TDI,161759,3VWPL7AJXCM661491,,,,,ORV ENTERPRISES,"$5,600 ","24 Villa Milano Lake Elsinore, CA 92532",Not mentioned,,,,
87,2004,FORD TRUCK E350 12 PASS XLT,230957,1FBNE31L04HA58347,,,,,M & P UNION,"$1,900 ",NA,NA,,,,
88,2000,CHEV TRUCK S-10,148960,1GCCS1949Y8170552,,,,,EXCEPTIONAL AUTO SALES,"$1,500 ","2155 E 5th Ave Columbus, OH 43219",(614) 252-9495,,,,
89,1999,DODGE B3500 RAM,83853,2B7LB31Z1XK518777,,,,,WEST COAST MOTORS LLC,"$1,500 ","3011 N 73rd Ste 111 Scottsdale, AZ 85251",(602) 402-3987,,,,
90,2002,TOYOTA TACOMA 4X4 V6 SR5,160376,5TEHN72N52Z123110,,,,,ASAY'S AUTOS LLC,"$11,500 ",not applicable,not applicable,,,,
91,2009,CHEVROLET TRAVERSE FWD LT W/2LT,116263,1GNER23D89S121664,OTHMANS AUTO SALES,"$9,300 ","330 N Main St Salinas, CA 93901",(831) 751-0244,,,,,,,,
,,,,,EMPIRE MOTORS,"$8,500 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,,,,,,,,
92,2010,DODGE JOURNEY FWD V6 SXT,91426,3D4PG5FV1AT148742,,,,,GANAS AUTO,"$9,000 ",7973 Indiana Ave RiversideCA92504-4058,(951) 785 0559,,,,
93,2007,MERCEDES ML350,95836,4JGBB86E17A237472,BALLERS,"$10,800 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,ROYS AUTO CENTER,"$11,900 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",,,,
,,,,,CAVALLINO LUXURY MOTORS LLC,"$11,000 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,,,,,,,,
94,2010,CHEVROLET 1500 SLV 4X2 EX LS,119506,1GCSCREA5AZ247002,MARTINEZ USED CARS INC,"$11,300 ","314 Lander Ave Turlock, CA 95380",(209) 634-4496,G & G AUTO WHOLESALE,"$11,800 ","6701 Lankershim Blvd, North Hollywood, CA 91606",(818) 821-8449,,,,
95,2007,CADILLAC CTS,106622,1G6DP577670138619,5 GRAND AUTOLAND,"$5,800 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,5 GRAND AUTOLAND,"$5,800 ","515 Oceanside Blvd. Oceanside, CA 92054",(760) 231-8899,,,,
96,2015,VOLKSWAGEN GOLF GTI AUTOBAHN,7467,3VW4T7AU3FM061669,LOTUS OF LAS VEGAS,"$22,750 ",NA,NA,WINN VOLKSWAGEN,"$23,000 ","39695 Balentine Dr Newark, CA 94560",(510) 651-5900,,,,
97,2006,FORD F250 4X4 CR XLT,136149,1FTSW21P96EB40235,CALI MOTORS INC,"$12,500 ","7905 Van Nuys Blvd Ste Y Van Nuys, CA 91402",(818) 430-7530,MCCARTHY WHOLESALE,"$13,000 ",877-579-4781,877-579-4781,,,,
,,,,,MCCARTHY WHOLESALE,"$13,000 ",877-579-4781,877-579-4781,,,,,,,,
98,2007,TOYOTA TACOMA 4X4 DB,75575,5TELU42NX7Z462500,,,,,ROYS AUTO CENTER,"$19,250 ","505 Broadway St Eureka, CA 95501","
 (707) 443-3008",,,,
99,2010,DODGE CHALLENGER V6 SE,42390,2B3CJ4DV3AH229729,BALLERS,"$15,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,TIGRIS AUTO SALES,"$16,250 ","4455 Federal Blvd Ste A048 San Diego, CA 92102",(619) 273-3092,,,,
,,,,,TOYOTA OF OLYMPIA,"$16,000 ","2225 Carriage Drive SW Olympia, WA 98502",(360) 539-3939,,,,,,,,
,,,,,TIGRIS AUTO SALES,"$16,250 ","4455 Federal Blvd Ste A048 San Diego, CA 92102",(619) 273-3092,,,,,,,,
100,2013,SUBARU BRZ LIMITED,39539,JF1ZCAC17D1603039,,,,,HERTZ CAR SALES,"$17,400 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
101,2015,GMC YUKON 4X2 V8 SLT,41635,1GKS1BKC1FR248548,,,,,MIKES AUTO SALES,"$41,000 ","529 El Camino Real San Bruno, CA 94066",(650) 827-9700,,,,
102,2014,FORD F150 4X4 CR XLT,24923,1FTFW1EF9EKD93181,PASO ROBLES FORD LINCOLN MERCURY,"$27,750 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,PASO ROBLES FORD LINCOLN MERCURY,"$27,750 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
103,2012,TOYOTA SIENNA FWD LE,64228,5TDKK3DC6CS254581,,,,,HERTZ CAR SALES,"$16,500 ","4401 Stevens Creek Blvd Santa Clara, CA 95051",(877) 244-6782,,,,
