S.No.,Model,Car,Odometer,VIN number,Online bid,OnlineBidDollars,OnlineBidAddress,OnlineBidPhone,Sold,SoldDollars,SoldAddress,SoldPhone No.,If sale,IfsaleDollars,IfsaleAddress,IfsalePhone No.
22,2014,LEXUS GS 350 4X2,29634,JTHBE1BL3E5031291,,,,,,,,,DELUXE AUTO DEALER LLC,"$27,250 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063
23,2007,BMW 328I,103385,WBAVA37557NL16736,BALLERS,"$7,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$7,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
24,2009,LEXUS ES 350,77388,JTHBJ46G292305744,,,,,FIRST CHOICE AUTO CENTER,"$13,000 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
25,2014,LEXUS IS 250 4X2,38395,JTHBF1D23E5000396,TIGGYS AUTO GROUP,"$25,500 ","4730 Firestone Blvd South Gate, CA 90280",(323) 566-0133,PACIFIC AUTO CENTER,"$26,750 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
26,2008,LEXUS RX 400H AWD,139581,JTJHW31U882854722,PRUDENT AUTODEALS INC,"$8,750 ","14000 Lake City Way NE, Seattle, WA 98125",(206) 367-6011,DELUXE AUTO DEALER LLC,"$9,000 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-0063,,,,
27,2001,LEXUS ES300,112838,JT8BF28G210317282,DREAM CAR IMPORTS,"$2,500 ","1920 S. La Cienega Blvd Los Angeles, CA 90034",310-841-2223,DOLLAR BILL AUTO SALES INC,"$3,400 ","1234 E Center Ave Visalia, CA 93292",(559) 739-2886,,,,
,,,,,STUNNING AUTO,"$3,200 ","2015 Marconi Ave Sacramento, CA 95821",(916) 802-1447,,,,,,,,
28,2012,LEXUS RX 350 FWD,8208,JTJZK1BA6C2413365,ONLINE AUTOMOTIVE GROUP LLC,"$30,000 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,ONLINE AUTOMOTIVE GROUP LLC,"$30,000 ","23910 N 19th Ave Ste 22 Phoenix, AZ 85085",(623) 581-3060,,,,
29,2013,HONDA CIVIC EX,23827,2HGFB2F83DH508463,LITHIA SUBARU OF FRESNO,"$12,750 ","5499 N Blackstone Ave Fresno, CA 93710",(559) 438-6200,CARMAX # 7195,"$13,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
30,2014,BMW X1 28I SDRIVE SDRIVE 28I,19086,WBAVM1C58EVW54663,KS MOTOR GROUP LLC,"$21,250 ","43268 Christy St Fremont, CA 94538",510-979-9967,CARMAX # 7195,"$21,500 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
31,2005,JEEP CHEROKEE 4X2 V8 LIMITED,105393,1J8HS58N25C585477,DESERT IMPORT/EXPORT AUTO SALES,"$4,500 ","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,DESERT IMPORT/EXPORT AUTO SALES,"$4,500 ","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,
32,2005,NISSAN XTERRA 4X4 SE,137500,5N1AN08W55C650684,,,,,SNYDER MOTORS,"$4,750 ",,,,,,
33,2005,FORD EXCURS 4X2 V10 SPCL SRVC,67745,1FMNU40S55ED44142,,,,,CAMACHO AUTO SALES INC,"$14,250 ","44446 N Sierra Hwy,Lancaster, CA 93534",(661) 945-2609,,,,
34,2005,HONDA ACCORD 4C,145703,1HGCM56405A118495,,,,,RAMOS AUTO SALES,"$4,100 ","7203 S Alameda St Los Angeles, CA 90001",(323) 587-8513,,,,
35,2009,TOYOTA COROLLA S,89357,1NXBU40E49Z110535,DRIVETIME,"$6,800 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,FIRST CHOICE AUTO CENTER,"$7,300 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
36,2007,LEXUS LS 460,95156,JTHBL46F975004109,HI AUTO SALES,"$16,250 ","7381 Westminster Blvd Westminster, CA 92683",(714) 766-6577,BEN AUTO HAUS LLC,"$17,000 ","13231 Brookhurst St Garden Grove, CA 92843",Phone number (714) 636-8755,,,,
,,,,,GOLDE STATE AUTO TRADING INC,"$17,000 ","316 S Monroe St San Jose, CA 95128",(408) 229-0160,,,,,,,,
37,2005,FORD ESCAPE FWD V6 XLT,83387,1FMYU03165KB77039,TRUE NORTH MOTORS INC,"$6,000 ","1111 Rancho Conejo Blvd Ste 308 Thousand Oaks, CA 91320",(805) 376-6080,BEST BUY MOTORS,"$6,100 ","1333 W San Carlos St San Jose, CA 95126",(408) 286-4400,,,,
38,2013,MITSUBISHI OUTLAND SPT FWD SE,10090,4A4AP4AU4DE012792,,,,,STG AUTO GROUP,"$14,250 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
39,2012,CHEVROLET CRUZE,76259,1G1PC5SH0C7142374,,,,,PASO ROBLES FORD LINCOLN MERCURY,"$8,100 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
40,2013,TOYOTA TACOMA 4X4 V6,23743,3TMMU4FN9DM054402,PACIFIC AUTO GROUP INC,"$27,500 ","3328 Main St Chula Vista, CA 91911",(619) 422-4042,SOUTHERN FINANCIAL,"$27,750 ",NA,NA,,,,
41,2007,FORD MUSTANG V6 CNV,112603,1ZVFT84N775355148,,,,,PIT STOP CAR CO,"$4,200 ","24418 Main St Carson, CA 90745",Not mentioned,,,,
42,2006,LEXUS LS 430,143405,JTHBN36F865030767,ALFA AUTO SALES INC,"$13,250 ","8122 Bolsa Ave Midway City, CA 92655",(714) 894-9665,VM FINANCIAL AUTOMOTIVE GROUP,"$13,500 ",NA,NA,,,,
43,2006,JEEP GR CHERO 4X2 V6 LAREDO,113928,1J4GS48K26C218688,DRIVETIME,"$6,750 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,DRIVETIME,"$6,750 ","3812 Florin Road Ste 101 Sacramento, CA 95823",(916) 968-1630,,,,
44,2006,LINCOLN NAVIGATOR 4X2,115484,5LMFU27546LJ24445,LOTUS AUTO SALES,"$6,750 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,ELITE MOTORS,"$7,000 ","6399 Mission St Daly City, CA 94014",(650) 992-0867,,,,
45,2013,HYUNDAI VELOSTER,64769,KMHTC6AD2DU095860,STREAMLINE AUTO,"$7,750 ","1175 Industrial Ave Unit O Escondido, CA, CA 92029",(951) 695-5402,CORONA MOTORS INC,"$9,500 ","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,,,,
,,,,,CORONA MOTORS INC,"$9,500 ","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,,,,,,,,
,,,,,CAR 1234 INC,"$9,250 ","982 Broadway El Cajon, CA 92021",(619) 647-4841,,,,,,,,
46,2002,FORD F150 4X2 CR XLT,122841,1FTRW07672KD47056,,,,,STERLING IMPORTS LTD,"$3,800 ","909 N Harbor Blvd Santa Ana, CA 92703",(714) 554-5127,,,,
47,2010,GMC ACADIA FWD SLT1,101942,1GKLRMED4AJ118090,YOUR BUDGET AUTO SALES INC,"$11,750 ",NA,NA,PREMIER AUTO SALES,"$12,000 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
,,,,,HANDFORD IMPORTS,"$12,250 ","600 W 7th St Hanford, CA 93230",(559) 583-7796,,,,,,,,
48,2005,MITSUBISHI ECLIPSE V6 GTS,51469,4A3AE75H05E042169,,,,,,,,,SOUTHERN FINANCIAL,"$4,000 ",NA,NA
49,2008,LEXUS IS 250 4X2,86522,JTHBK262085054001,,,,,FIRST CHOICE AUTO CENTER,"$13,500 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
50,2007,MAZDA CX-7,173433,JM3ER29L670119810,,,,,J M AUTO IMPORTS CORP,"$2,300 ","864 Berenice Drive Brea, CA 92821
",562-694-6439,,,,
51,2007,LEXUS RX 350 FWD,109184,2T2GK31U47C019254,IMPULSE AUTOMOTIVE GROUP,"$8,750 ","2050 W Chapman Ave Ste 272 Orange, CA 92868",(657) 224-9435,CARMAX # 7195,"$11,000 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
,,,,,EZ CARS 101 LLC,"$10,750 ","140 N Coast Hwy 101 Encinitas, CA 92024",(760) 753-2277,,,,,,,,
52,2011,BMW 128I 128I,46970,WBAUP7C57BVP21285,CAVALLINO LUXURY MOTOR,"$12,500 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,MONZA CAR,"$13,750 ","14961 Ventura Blvd Sherman Oaks, CA 91403",(818) 907-1770,,,,
,,,,,PENEGON MISSION VIEJO INC,"$13,000 ","1455 Auto Mall Dr,  Santa Ana, CA 92705  ",(949) 365-8750  ,,,,,,,,
53,2012,CADILLAC CTS-V,18128,1G6DV1EPXC0104842,,,,,STG AUTO GROUP,"$39,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
54,2006,BMW 7 SERIES 750I,102746,WBAHL83526DT05515,MAGIC AUTO CENTER OF R,"$5,250 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,MAGIC AUTO CENTER OF R,"$5,250 ","6360 Reseda Blvd Tarzana, CA 91335",(818) 881-6999,,,,
55,2008,NISSAN ALTIMA 4C 2.5 S,95203,1N4AL24E58C179049,,,,,CAPU AUTO CORPORATION,"$6,800 ","2211 Firestone Blvd Los Angeles, CA 90002",Not mentioned,,,,
56,1996,LEXUS LS400,121568,JT8BH22F6T0037619,,,,,,,,,ECONO AUTOMOTIVE CENTER INC,"$1,800 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541
57,2008,NISSAN FRONTIER 4X2 CR SE,152971,1N6AD07UX8C451686,,,,,AUTO CHOICE,"$7,100 ",NOT APPLICABLE,NOT APPLICABLE,,,,
58,2009,HONDA ACCORD V6 EX,93944,1HGCP36739A031475,,,,,PREMIER AUTO SALES,"$10,000 ","11601 Whittier Blvd Whittier, CA 90601",(562) 695-1234,,,,
59,2006,TOYOTA TUNDRA 4X2 EX SR5,200846,5TBRT34186S478412,,,,,AUTOHAUS,"$5,500 ","386 Encinitas Blvd Encinitas, CA 92024",(760) 334-0193,,,,
60,2002,LEXUS GS 300,236314,JT8BD69S520155844,,,,,CREST MOTORS,"$2,100 ",6825 S Figueroa St  Los Angeles California,(323) 778-6695,,,,
61,2004,BMW 525I,77947,WBANA53574B853946,BALLERS,"$7,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,VENDUE AUTO DIRECT,"$7,500 ","5204 N Rockwell Ave Ste B Bethany, OK 73008",(888) 862-6118,,,,
,,,,,VENDUE AUTO DIRECT,"$7,500 ","5204 N Rockwell Ave Ste B Bethany, OK 73008",(888) 862-6118,,,,,,,,
62,2006,LEXUS GS 300 4X2,103227,JTHBH96SX65027554,LOTUS AUTO SALES,"$10,300 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
,,,,,CASTLE AUTO GROUP,"$9,800 ","8220 Foothill Blvd Ste 3 Los Angeles, CA 91040 Sunland",(818) 352-3777,,,,,,,,
63,2007,JEEP CHEROKEE 4X2 V8 LAREDO,97491,1J8HS48N77C500968,BALLERS,"$8,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$8,000 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
64,2004,CADILLAC DEVILLE DTS,120618,1G6KF57964U159616,ALAN'S AUTO NETWORK,"$1,300 ","2575 Kietzke Ln Reno, NV 89502",(775) 786-0600,VALLEYS BEST AUTO SALES,"$1,700 ","7503 Reseda Blvd, Reseda, CA 91335",(818) 600-8159,,,,
,,,,,DESERT IMPORT/EXPORT AUTO SALES,"$1,800 ","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,,,,,
65,2011,BMW 7 SERIES 750LI ACTH,98748,WBAKX8C58BC198156,BALLERS,"$20,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,BALLERS,"$20,250 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,
,,,,,CHAMPION AUTO SALES LLC,"$19,500 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
66,2002,BMW 325CI,119911,WBABN33482PG55995,ALAN'S AUTO NETWORK,"$1,800 ","2575 Kietzke Ln Reno, NV 89502",(775) 786-0600,INTEGRITY RV,"$1,900 ",Not applicable,Not applicable,,,,
,,,,,INTEGRITY RV,"$1,900 ",Not applicable,Not applicable,,,,,,,,
67,2013,BMW 328I 328I,50184,WBA3C1G56DNR44693,,,,,KOOL CARS EAST ,"$18,750 ","401 S Atlantic Blvd Los Angeles, CA 90022",(323) 526-8391,,,,
68,2002,LEXUS RX 300 4X4,142955,JTJHF10U320252710,,,,,EXPO MOTORS INC,"$6,800 ","1155 E Anaheim St, Long Beach, CA 90813",(562) 599-0883,,,,
69,2010,MAZDA MAZDA3,92238,JM1BL1S61A1265285,FIUZA MOTORS LLC,"$6,500 ","8200 S State St Midvale, UT 84047",(801) 878-9200,AUTO WHOLESALE COMPANY,"$6,800 ","10231 Garden Grove Blvd Garden Grove, CA 92843",(714) 636-5800,,,,
,,,,,CAR 1234 INC,"$6,700 ","982 Broadway El Cajon, CA 92021",(619) 647-4841,,,,,,,,
70,2005,ACURA TL,152904,19UUA66245A046718,,,,,RAMOS AUTO SALES,"$5,000 ","7203 S Alameda St Los Angeles, CA 90001",(323) 587-8513,,,,
71,2011,BMW 550IA 550I AUTO,51385,WBAFR9C55BC599505,I-5 MOTORS,"$24,500 ","3323 20th St E Tacoma, WA 98424",(253) 896-4455,I-5 MOTORS,"$24,500 ","3323 20th St E Tacoma, WA 98424",(253) 896-4455,,,,
,,,,,GLOBUL ,"$23,750 ",NA,NA,,,,,,,,
72,2004,LINCOLN NAVIGATOR 4X2,94572,5LMFU27R64LJ39190,AUTONIQUE,"$5,700 ","1111 S Coast Hwy Oceanside, CA 92054",(760) 433-6666,ECONO AUTOMOTIVE CENTER INC,"$5,800 ","2336 E Foothill Blvd Pasadena, CA 91107",(855) 527-1541,,,,
73,2007,CHEVROLET TAHOE 4X2 V8 LT,67817,1GNFC13J37R101381,COURTESY CHEVROLET CENTER,"$17,000 ","750 Camino Del Rio N San Diego, CA 92108",(619) 297-4340,PASO ROBLES FORD LINCOLN MERCURY,"$19,250 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,
,,,,,MAC HAIK CHRYLSER DODGE JEEP RAM,"$16,750 ","11000 N Fwy Houston, TX 77037",(877) 892-5663,,,,,,,,
,,,,,HUNTINGTON BEACH MAZDA,"$15,000 ","16800 Beach Blvd Huntington Beach, CA 92647",(714) 848-7739,,,,,,,,
,,,,,MARK MITSUBISHI,"$16,250 ","5200 San Mateo NE Albuquerque, NM 87109",(505) 338-8100,,,,,,,,
,,,,,PASO ROBLES FORD LINCOLN MERCURY,"$19,250 ","2401 Oakwood St Paso Robles, CA 93446",(805) 239-3673,,,,,,,,
74,2004,LEXUS GX 470,177557,JTJBT20X840031377,,,,,FANS AUTOMOTIVE,"$7,100 ",NA,NA,,,,
75,2005,JEEP CHEROKEE 4X2 V8 LIMITED,111505,1J8HS58N75C554306,,,,,FIRST CHOICE AUTO CENTER,"$6,300 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
76,2008,TOYOTA HIGHLNDR FWD LIMITED,119788,JTEDS42AX82055947,,,,,FIRST CHOICE AUTO CENTER,"$12,500 ","13731 Harbor Blvd Garden Grove, CA 92843",(714) 530-5333,,,,
77,2010,FORD FLEX FWD,128378,2FMGK5CC5ABA85442,,,,,SUPER AUTO,"$8,400 ","3743 Florence Ave Bell, CA 90201",323-537-4665,,,,
78,2007,MERCEDES S550V,76926,WDDNG71XX7A120064,,,,,ICONIC MOTORS,"$18,500 ","2 California Ave,Pleasanton, CA 94566",(925) 484-4266,,,,
79,2008,BUICK ENCLAVE FWD CXL,110957,5GAER23748J112906,EMPIRE MOTORS,"$10,250 ","236 S Oxnard Blvd Oxnard, CA 93030",(805) 486-6424,CARMAX # 7195,"$11,750 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801,,,,
80,2011,FORD F250 4X4 CR LARIAT,33380,1FT7W2BT3BEA05053,JONES WEST FORD ,"$39,500 ","3600 Kietzke Ln Reno, NV 89502",(775) 829-3200,JONES WEST FORD ,"$39,500 ","3600 Kietzke Ln Reno, NV 89502",(775) 829-3200,,,,
,,,,,WILL TIESIERA FORD MERCURY,"$38,500 ","2101 E Cross Ave Tulare, CA 93274",(559) 556-0906,,,,,,,,
81,2006,DODGE RAM 1500 4X2 V8,146904,1D7HA18216S568546,,,,,L A MOTORS,"$5,500 ","1930 W 6th St Los Angeles, CA 90057",(213) 379-5962,,,,
82,2014,JEEP GR CHERO 4X2 V6 OVERLAND,24343,1C4RJECG5EC221450,,,,,STG AUTO GROUP,"$32,000 ","1153 W Holt Blvd Ontario, CA 91762",(909) 984-6595,,,,
83,2006,FORD MUSTANG V8 CPE GT,109870,1ZVFT82H765195137,JAMACHA AUTO SALES,"$7,750 ","6920 Miramar Rd, San Diego, CA 92121",(858) 530-4055,LOTUS AUTO SALES,"$8,200 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,
,,,,,LOTUS AUTO SALES,"$8,200 ","1555 W San Carlos St San Jose, CA 95126",(408) 993-8800,,,,,,,,
84,2006,MERCEDES C230WZ,76030,WDBRF52H96A851981,GLOBUL ,"$7,100 ",NA,NA,NATIONAL MOTORS,"$7,200 ","5820 Miramar Rd San Diego, CA 92121",(858) 432-2626,,,,
85,2010,BMW 328I 328I,73415,WBAPH5G59ANM36854,EMPEROR MOTORS LLC,"$8,500 ","43054 Christy St Fremont, CA 94538",(510) 353-0888,HYUNDAI OF ESCONDIDO,"$12,250 ","1919 Auto Park Way Escondido, CA 92029",(760) 294-2300,,,,
,,,,,BALLERS,"$11,750 ","700 S La Brea Inglewood, CA 90301",(424) 732-8504,,,,,,,,
,,,,,CORONA MOTORS INC,"$11,000 ","1502 W Holt Blvd Ontario, CA 91762",(909) 395-5554,,,,,,,,
,,,,,CAVALLINO LUXURY MOTOR,"$11,500 ","4734 E Speedway Blvd Tucson, AZ 85712",(520) 437-7292,,,,,,,,
86,2011,CHEVROLET CRUZE LS,69353,1G1PC5SH6B7171179,CLAY COOLEY MITSUBISHI,"$8,400 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626,CLAY COOLEY MITSUBISHI,"$8,400 ","1480 W Interstate 20, Arlington, TX 76017",(817) 375-2626,,,,
87,2013,TOYOTA COROLLA LE,29354,5YFBU4EE9DP088003,SKY TOUCH IMPORTS INC,"$9,500 ","135 W Commonwealth Ave Fullerton, CA 92832",(714) 879-6900,FORMULA ONE MOTORS,"$9,750 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
88,2012,TOYOTA CAMRY 4C SE,80423,4T1BF1FK2CU163862,,,,,PACIFIC AUTO CENTER,"$13,000 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
89,2008,JEEP LIBERTY 4X2 LIMITED,124269,1J8GP58K98W112522,,,,,J/R MOTORS,"$7,200 ","11066 Hole Ave Riverside, CA 92505",(951) 688-3717,,,,
90,2003,MERCEDES ML500,105446,4JGAB75E03A393486,P AND P MOTORS LLC,"$3,300 ","13516 Telegraph Rd suite D, Whittier, CA 90605",(562) 944-1740,ASAY'S AUTOS LLC,"$4,000 ",not applicable,not applicable,,,,
,,,,,DESERT IMPORT/EXPORT AUTO SALES,"$3,500 ","74990 Joni Dr Unit 1F Palm Desert, CA 92260",(760) 895-5285,,,,,,,,
91,2014,HONDA CIVIC,39526,2HGFB2F53EH511001,,,,,PUENTE HILLS SUBARU,"$13,000 ","17801 E Gale Ave City Of Industry, CA 91748",(888) 450-8814,,,,
92,2003,TOYOTA RAV4 FWD,62053,JTEGH20V830103214,,,,,CACTUS JACKS AUTO SALES,"$5,900 ","1660 W Bell Rd Phoenix, AZ 85023",(602) 788-8300,,,,
93,2009,MERCEDES ML350W4,87501,4JGBB86EX9A453047,CARS R US LLC,"$14,250 ","7401 S Tacoma Way Tacoma, WA 98409",(253) 474-1100,,,,,CARTWRIGHT MOTORS,"$15,250 ","4956 Paradise Rd Las Vegas, NV 89119 Southeast",(702) 476-6867
94,2012,BMW X5 35I AWD 35I PREM,43446,5UXZV4C56CL764363,,,,,FORMULA ONE MOTORS,"$27,000 ","3896 Stevens Creek Blvd, San Jose, CA 95117",(408) 248-3300,,,,
95,2009,CHEVROLET 1500 SLV 4X2 CR LT,75714,3GCEC23J39G243517,SIERRA AUTO CENTER,"$16,500 ","4175 N Blackstone Ave Fresno, CA 93726",(559) 228-8700,PACIFIC AUTO CENTER,"$18,500 ","16416 Valley Blvd Fontana, CA 92335",(909) 429-1100,,,,
96,2006,ACURA MDX 4X4,181422,2HNYD18916H506127,,,,,JM AUTO IMPORTS CORP,"$4,500 ","864 Berenice Drive Brea, CA 92821
",562-694-6439,,,,
97,2012,BMW 750I 750I,58237,WBAKA8C53CDS99649,,,,,,,,,CARMAX # 7195,"$26,750 ","9501 Research Dr Irvine, CA 92618",(949) 341-0801
98,2011,JEEP PATRIOT FWD 4C,68050,1J4NT1GB5BD181015,,,,,,,,,WESTCOAST AUTO SALES,"$7,400 ","5180 Holt Blvd Montclair, CA 91763",(909) 900-0000
99,2007,BMW 335I,178116,WBAWB73567P035564,,,,,USA MOTORS AND USED,"$5,100 ","1974, Placentia Ave Costa Mesa, CA 92627",949-650-7013,,,,
